genre example drama max payne crime grand theft auto fantasy kingdom heart,"[['Game types and genres', ['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden']]]",1,1
grace,"[['Game types and genres', ['Lindsay Grace']]]",1,1
grace game genre game genre,"[['Game types and genres', ['Lindsay Grace Game Genre Game genre describes the way the story is told.']]]",1,1
grace role playing,"[['Game types and genres', [""Lindsay Grace Role Playing: Games that offer the player an opportunity to immerse themselves in the player character's situation.""]]]",1,1
gran tourismo,"[['Game types and genres', ['Major games include Gran Tourismo and the Tycoon games.']]]",1,1
half life war,"[['Game types and genres', ['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden']]]",1,1
history,"[['Game types and genres', ['There could be, for example, a game genre for romance or history, but these are not listed here.']]]",1,1
innovative way,"[['Game types and genres', ['Role Playing Games (RPG) continue their rich history in storytelling by embracing innovative ways to vary and report story.']]]",1,1
intelligent cube,"[['Game types and genres', ['Intelligent Cube was another interesting puzzle game of limited success.']]]",1,1
intensity,"[['Game types and genres', ['Action: Games that offer intensity of action as the primary attraction.']]]",1,1
it,"[['Game types and genres', ['Larry does not ""match real world situations"" but it is still a simulation.', 'Multiple Game Types and Game Genres Combined: It is important to realize that few modern games fall neatly into a single category of game type and game genre.']]]",2,2
its ability,"[['Game types and genres', ['Simulation: The primary game play element of a simulation is its ability to match real world situations.']]]",1,1
larry,"[['Game types and genres', ['Larry does not ""match real world situations"" but it is still a simulation.']]]",1,1
leisure suit,"[['Game types and genres', ['1 OK, so Leisure Suit']]]",1,1
leisure suit larry1,"[['Game types and genres', ['Simulations may also include social situation simulation such as Sims and Leisure Suit Larry1.']]]",1,1
lemming,"[['Game types and genres', ['One of the most successful puzzle games is the famed Tetris, Lemmings and Minesweeper.']]]",1,1
limited success,"[['Game types and genres', ['Intelligent Cube was another interesting puzzle game of limited success.']]]",1,1
lindsay grace game type,"[['Game types and genres', ['By Lindsay Grace Game Type Although sometimes used interchangeably in the industry, there is a distinct difference between game type and game genre in video games.']]]",1,1
low budget,"[['Game types and genres', ['These games are most commonly released on low budgets via the web.']]]",1,1
magic,"[['Game types and genres', [""Famous RPGs include, Baldour's Gate, Fable, Might and Magic, Neverwinter Nights, Ultima, and World of Warcraft.""]]]",1,1
major game,"[['Game types and genres', ['Major games include Gran Tourismo and the Tycoon games.']]]",1,1
metal gear,"[['Game types and genres', ['The most common action games are shooters (Doom) and stealth (Metal Gear).']]]",1,1
modern game,"[['Game types and genres', ['Modern games take the best of all worlds and incorporate them into a thoroughly entertaining collection of game mechanics and storytelling conventions.']]]",1,1
more recent game,"[['Game types and genres', ['Early strategy games (e.g. Civilization) did not use much storytelling, although more recent games rely heavily on quality narrative.']]]",1,1
most sport title,"[['Game types and genres', ['Action games also include most sports titles, although some sports titles fall into the category of simulation.']]]",1,1
much storytelling,"[['Game types and genres', ['Early strategy games (e.g. Civilization) did not use much storytelling, although more recent games rely heavily on quality narrative.']]]",1,1
myst,"[['Game types and genres', ['Pioneer adventure games include Myst and Syberia.']]]",1,1
neverwinter night,"[['Game types and genres', [""Famous RPGs include, Baldour's Gate, Fable, Might and Magic, Neverwinter Nights, Ultima, and World of Warcraft.""]]]",1,1
other storytelle element,"[['Game types and genres', ['A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']]]",1,1
pioneer adventure game,"[['Game types and genres', ['Pioneer adventure games include Myst and Syberia.']]]",1,1
pop culture,"[['Game types and genres', ['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden']]]",1,1
puzzle,"[['Game types and genres', ['Games that offer exploration and puzzle solving as the main attraction.', 'Puzzle: Games that offer puzzles as the primary attraction to games.']]]",3,3
quality narrative,"[['Game types and genres', ['Early strategy games (e.g. Civilization) did not use much storytelling, although more recent games rely heavily on quality narrative.']]]",1,1
racecar simulation,"[['Game types and genres', ['Combat simulations and racecar simulations are relatively popular in this game type.']]]",1,1
real world situation,"[['Game types and genres', ['Simulation: The primary game play element of a simulation is its ability to match real world situations.', 'Larry does not ""match real world situations"" but it is still a simulation.']]]",2,2
reasoning,"[['Game types and genres', ['Reasoning, creativity, and curiosity are the most common skills required of a good adventure game player.', 'Strategy games entertain through reasoning and problem solving.']]]",2,2
reenactment,"[['Game types and genres', ['Simulations seek to provide enjoyment through reenactment.']]]",1,1
reflex response,"[['Game types and genres', ['Reflex response is the primary skill needed to play these games well.']]]",1,1
role playing game,"[['Game types and genres', ['Role Playing Games (RPG) continue their rich history in storytelling by embracing innovative ways to vary and report story.']]]",1,1
romance,"[['Game types and genres', ['There could be, for example, a game genre for romance or history, but these are not listed here.']]]",1,1
rpg,"[['Game types and genres', ['Role Playing Games (RPG) continue their rich history in storytelling by embracing innovative ways to vary and report story.']]]",1,1
rpgs,"[['Game types and genres', ['Characters tend to be rich, game play is long, and character management is technical in RPGs.']]]",1,1
shooter,"[['Game types and genres', ['The most common action games are shooters (Doom) and stealth (Metal Gear).']]]",1,1
sim,"[['Game types and genres', ['Simulations may also include social situation simulation such as Sims and Leisure Suit Larry1.']]]",1,1
simulation,"[['Game types and genres', ['Action games also include most sports titles, although some sports titles fall into the category of simulation.', 'Simulation: The primary game play element of a simulation is its ability to match real world situations.', 'Simulations seek to provide enjoyment through reenactment.', 'Simulations may also include social situation simulation such as Sims and Leisure Suit Larry1.']]]",4,4
social situation simulation,"[['Game types and genres', ['Simulations may also include social situation simulation such as Sims and Leisure Suit Larry1.']]]",1,1
some sport title,"[['Game types and genres', ['Action games also include most sports titles, although some sports titles fall into the category of simulation.']]]",1,1
spaceship simulation,"[['Game types and genres', ['This is also true of spaceship simulations or games that simulate the experience of piloting, organizing, or being an object that may have no real world equivalent.']]]",1,1
stealth,"[['Game types and genres', ['The most common action games are shooters (Doom) and stealth (Metal Gear).']]]",1,1
story,"[['Game types and genres', ['Role Playing Games (RPG) continue their rich history in storytelling by embracing innovative ways to vary and report story.']]]",1,1
story base strategy game,"[['Game types and genres', ['Games such as Command and Conquer are examples of story based strategy games.']]]",1,1
strategy,"[['Game types and genres', ['Strategy:']]]",1,1
strategy game,"[['Game types and genres', ['Strategy games entertain through reasoning and problem solving.']]]",1,1
syberia,"[['Game types and genres', ['Pioneer adventure games include Myst and Syberia.']]]",1,1
television,"[['Game types and genres', [""The genre's roughly translate to the genres of film and television.""]]]",1,1
the category,"[['Game types and genres', ['Action games also include most sports titles, although some sports titles fall into the category of simulation.']]]",1,1
the depth,"[['Game types and genres', ['A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']]]",1,1
the experience,"[['Game types and genres', ['This is also true of spaceship simulations or games that simulate the experience of piloting, organizing, or being an object that may have no real world equivalent.']]]",1,1
the famed tetris,"[['Game types and genres', ['One of the most successful puzzle games is the famed Tetris, Lemmings and Minesweeper.']]]",1,1
the game,"[['Game types and genres', ['When discussing game story, we distinguish game type as a description of game play, and game genre as a description of the narrative content of the game.']]]",1,1
the game play community,"[['Game types and genres', ['The people who play these games tend be the oldest population of the game playing community.']]]",1,1
the genre,"[['Game types and genres', [""The genre's roughly translate to the genres of film and television.""]]]",2,2
the grand theft auto series,"[['Game types and genres', ['The Grand Theft Auto series, for example, could be described as having a crime, fantasy genre and an action, role-playing game type.']]]",1,1
the industry,"[['Game types and genres', ['By Lindsay Grace Game Type Although sometimes used interchangeably in the industry, there is a distinct difference between game type and game genre in video games.']]]",1,1
the last 2 decade,"[['Game types and genres', ['These games historically offered the most engrossing story, although their popularity has declined in the last 2 decades.']]]",1,1
the main attraction,"[['Game types and genres', ['Games that offer exploration and puzzle solving as the main attraction.']]]",1,1
the most common action game,"[['Game types and genres', ['The most common action games are shooters (Doom) and stealth (Metal Gear).']]]",1,1
the most common skill,"[['Game types and genres', ['Reasoning, creativity, and curiosity are the most common skills required of a good adventure game player.']]]",1,1
the most engrossing story,"[['Game types and genres', ['These games historically offered the most engrossing story, although their popularity has declined in the last 2 decades.']]]",1,1
the most successful puzzle game,"[['Game types and genres', ['One of the most successful puzzle games is the famed Tetris, Lemmings and Minesweeper.']]]",1,1
the narrative content,"[['Game types and genres', ['When discussing game story, we distinguish game type as a description of game play, and game genre as a description of the narrative content of the game.']]]",1,1
the old population,"[['Game types and genres', ['The people who play these games tend be the oldest population of the game playing community.']]]",1,1
the people,"[['Game types and genres', ['The people who play these games tend be the oldest population of the game playing community.']]]",1,1
the player,"[['Game types and genres', [""Lindsay Grace Role Playing: Games that offer the player an opportunity to immerse themselves in the player character's situation.""]]]",1,1
the player character's situation,"[['Game types and genres', [""Lindsay Grace Role Playing: Games that offer the player an opportunity to immerse themselves in the player character's situation.""]]]",1,1
the primary attraction,"[['Game types and genres', ['Action: Games that offer intensity of action as the primary attraction.', 'Puzzle: Games that offer puzzles as the primary attraction to games.']]]",2,2
the primary game,"[['Game types and genres', ['Simulation: The primary game play element of a simulation is its ability to match real world situations.']]]",1,1
the primary skill,"[['Game types and genres', ['Reflex response is the primary skill needed to play these games well.']]]",1,1
the story,"[['Game types and genres', ['Lindsay Grace Game Genre Game genre describes the way the story is told.', 'A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']]]",2,2
the structure,"[['Game types and genres', ['A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']]]",1,1
the tycoon game,"[['Game types and genres', ['Major games include Gran Tourismo and the Tycoon games.']]]",1,1
the way,"[['Game types and genres', ['Lindsay Grace Game Genre Game genre describes the way the story is told.']]]",1,1
the web,"[['Game types and genres', ['These games are most commonly released on low budgets via the web.']]]",1,1
their popularity,"[['Game types and genres', ['These games historically offered the most engrossing story, although their popularity has declined in the last 2 decades.']]]",1,1
their rich history,"[['Game types and genres', ['Role Playing Games (RPG) continue their rich history in storytelling by embracing innovative ways to vary and report story.']]]",1,1
themselves,"[['Game types and genres', [""Lindsay Grace Role Playing: Games that offer the player an opportunity to immerse themselves in the player character's situation.""]]]",1,1
these game,"[['Game types and genres', ['Reflex response is the primary skill needed to play these games well.', 'These games historically offered the most engrossing story, although their popularity has declined in the last 2 decades.', 'These games are most commonly released on low budgets via the web.', 'The people who play these games tend be the oldest population of the game playing community.']]]",4,4
they,"[['Game types and genres', ['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden', 'Modern games take the best of all worlds and incorporate them into a thoroughly entertaining collection of game mechanics and storytelling conventions.']]]",2,2
this game type,"[['Game types and genres', ['Combat simulations and racecar simulations are relatively popular in this game type.']]]",1,1
video game,"[['Game types and genres', ['By Lindsay Grace Game Type Although sometimes used interchangeably in the industry, there is a distinct difference between game type and game genre in video games.']]]",1,1
warcraft,"[['Game types and genres', [""Famous RPGs include, Baldour's Gate, Fable, Might and Magic, Neverwinter Nights, Ultima, and World of Warcraft.""]]]",1,1
we,"[['Game types and genres', ['When discussing game story, we distinguish game type as a description of game play, and game genre as a description of the narrative content of the game.']]]",1,1
who,"[['Game types and genres', ['The people who play these games tend be the oldest population of the game playing community.']]]",1,1
world,"[['Game types and genres', [""Famous RPGs include, Baldour's Gate, Fable, Might and Magic, Neverwinter Nights, Ultima, and World of Warcraft.""]]]",1,1
