B777-200 Operating Manual,Trevor Fenimore & Adam Gaweda
Unique nouns: 1564, Total nouns: 3966
Total time: Uncomputed,Cost per noun: Uncomputed
stuck,"['Gear Stuck Up .....................................................................................................', 'Boeing 777-200ER Aircraft Operating Manual \nGEAR STUCK UP \n(cid:131)']",2
gear stuck,['Gear Stuck Up .....................................................................................................'],1
pilot,"['\nPilot Notes and Observations....................................................................................', 'Adding  color \nallows pilots to assimilate the \ninformation more quickly.', 'The 777-300 flight deck includes a Ground Maneuver Camera System (GMCS), designed \nto assist the pilot in ground maneuvering the 777-300 with camera views of the nose \ngear and main gear areas.', 'Using standard operating procedures (see below) allows the pilots to estimate \nfuel loads closely and for company to budget appropriately.', ""However, with that said it is always the pilot's responsibility to ensure \nthat there is enough legal fuel for the flight."", 'Pilots \nare to make sure that the aircraft is always operated within all design limitations.', 'For the crews, this means that the company can schedule pilots together that have \nnever flown together before and still maintain a safe operation.', 'For Delta Virtual Airlines, \nthese procedures are for the benefit of the pilots using this manual.', 'Boeing 777-200ER Aircraft Operating Manual \nthese procedures pilots will be able to make better use of the manual and also operate \nthe aircraft in a similar fashion company wide.', '(cid:131) Descent before 100nm may increase fuel, however T/D is at pilot’s discretion.', 'Descend at mach 0.84 until 320 KIAS, at which point the pilot should throttle \ndown to 310 KIAS.', 'While the 777 is one of the most technologically advanced commercial aircraft in the \nworld,  pilots  should  always  remember  that  the  777  is  still  a  very  large  aircraft.', 'For instance, pilots should not try a very \nshort approach with very tight turns as if they were flying a 737 or other smaller aircraft.', ' \nThe 777’s power can offset some pilot errors, but the power can also cause problems \nduring tight maneuvers.', 'This will give the pilot more room to recover and with the 777’s advanced braking \ncapabilities, slowing after a hot landing is not as difficult as in other large aircraft such \nas the 767-400, 747-400 and 340-600.', 'However, to save on fuel consumption, pilots should \nalways use the listed climb procedures unless instructed otherwise by air traffic control.', 'One of the most important attributes of a 777 pilot is knowledge of international flight \nrules and trans-oceanic rules given the 777’s international flight schedule.', 'Pilots of the \n777 should always monitor the trans-oceanic information centers and plan their flights \naccordingly.', 'While the 777 can handle severe conditions, it is the pilot’s responsibility to \nplan effectively and safely.', 'It is recommended that all 777 pilots stay up-to-date on all international flight rule \nchanges and NAT track changes.', 'Most 777 routes are international routes and therefore \nthe 777 pilots (along with the MD-11 pilots) should be the most knowledgeable when it \ncomes to trans-oceanic and international flight planning.', 'Also, due to the international aspect of the 777, pilots in the program should keep \ninternational charts on board at all times and be aware of changes to these charts.', 'If \nyou need assistance finding a particular chart or have questions regarding interpretation \nof the charts, please contact the 777 Chief Pilot.', 'This manual is designed for use by Delta Virtual Airlines as reference material for \nflight simulator pilots operating the Boeing 777-200ER aircraft.']",25
notes,['\nPilot Notes and Observations....................................................................................'],1
observations,"['\nPilot Notes and Observations....................................................................................', 'Boeing 777-200ER Aircraft Operating Manual \nPILOT NOTES AND OBSERVATIONS']",4
pilot notes,"['\nPilot Notes and Observations....................................................................................', 'Boeing 777-200ER Aircraft Operating Manual \nPILOT NOTES AND OBSERVATIONS']",2
legal,"['23 \nLegal Stuff ..............................................................................................................', 'Boeing 777-200ER Aircraft Operating Manual \nLEGAL STUFF \n(cid:131)']",2
stuff,"['23 \nLegal Stuff ..............................................................................................................', 'Boeing 777-200ER Aircraft Operating Manual \nLEGAL STUFF \n(cid:131)']",2
"23 
legal stuff",['23 \nLegal Stuff ..............................................................................................................'],1
777-200er aircraft,"['Boeing 777-200ER Aircraft Operating Manual \nAIRCRAFT HISTORY AND BACKGROUND', 'Boeing 777-200ER Aircraft Operating Manual', 'Boeing 777-200ER Aircraft Operating Manual \nENGINE TYPES', 'Boeing 777-200ER Aircraft Operating Manual \nFLIGHT DECK', 'Boeing 777-200ER Aircraft Operating Manual \nFIELD LENGTHS \n(cid:131)', 'Boeing 777-200ER Aircraft Operating Manual \nRANGE \n \nSPEEDS', 'Boeing 777-200ER Aircraft Operating Manual \n \n(cid:131) V  \nREF\n \n(cid:131) V / V  / V  \n1  R 2\n \n \nALTITUDES \n(cid:131)', 'Boeing 777-200ER Aircraft Operating Manual \n(cid:131)', 'Boeing 777-200ER Aircraft Operating Manual \n(cid:131) Execute “In Range” Checklist.', 'Boeing 777-200ER Aircraft Operating Manual \nNORMAL CHECKLISTS \nRECEIVING AIRCRAFT', 'Boeing 777-200ER Aircraft Operating Manual \nIN RANGE', 'Boeing 777-200ER Aircraft Operating Manual \nENGINE FAILURE SHUTDOWN MID FLIGHT \n(cid:131)']",13
operating manual,"['Boeing 777-200ER Aircraft Operating Manual \nAIRCRAFT HISTORY AND BACKGROUND', 'Boeing 777-200ER Aircraft Operating Manual', 'Boeing 777-200ER Aircraft Operating Manual \nENGINE TYPES', 'Boeing 777-200ER Aircraft Operating Manual \nCertification, first delivery, and entry into service of the 777-300ER are set for 2003.', 'Boeing 777-200ER Aircraft Operating Manual \nFLIGHT DECK', 'Boeing 777-200ER Aircraft Operating Manual \nFIELD LENGTHS \n(cid:131)', 'Boeing 777-200ER Aircraft Operating Manual \nRANGE \n \nSPEEDS', 'Boeing 777-200ER Aircraft Operating Manual \n \n(cid:131) V  \nREF\n \n(cid:131) V / V  / V  \n1  R 2\n \n \nALTITUDES \n(cid:131)', 'Boeing 777-200ER Aircraft Operating Manual \n(cid:131)', 'Boeing 777-200ER Aircraft Operating Manual \n(cid:131) Execute “In Range” Checklist.', 'Boeing 777-200ER Aircraft Operating Manual \nNORMAL CHECKLISTS \nRECEIVING AIRCRAFT', 'Boeing 777-200ER Aircraft Operating Manual \nIN RANGE', 'Boeing 777-200ER Aircraft Operating Manual \nENGINE FAILURE SHUTDOWN MID FLIGHT \n(cid:131)']",14
aircraft history,['Boeing 777-200ER Aircraft Operating Manual \nAIRCRAFT HISTORY AND BACKGROUND'],1
beginning,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.']",1
jet,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.', ' \nThe airplane is larger than all other twinjet or tri-jet airplanes, yet smaller than the 747 \nand it brings the twin-engine economic advantage to medium- and long-range markets.', 'The  777-300  is  a  high-capacity,  stretched \nversion of the newest twin-aisle jet.', ""Today, the GE90-115B is the world's \nmost powerful jet engine sustaining a record \n122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near""]",4
age,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.']",1
1950,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.']",1
1960,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.']",1
speed,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.', 'Early airliners such as the Boeing 720 could \ncruise up to Mach 0.90, and the Convair 990 reached speeds up to Mach 0.97.', 'Accelerate to and maintain 250 KIAS below 10,000 ft MSL unless “no speed \nrestrictions” issued by ATC.', 'In this case, accelerate to cruise climb speed.', 'At 10,000 ft MSL: \no  decrease pitch angle to accelerate to cruise climb speed of 320 KIAS', 'Reduce speed down to 270 KIAS passing through FL180.', 'Speed Brakes            ARMED', 'Speed Brakes            DOWN', 'Reduce cruise speed to Mach 0.65 or less.', 'Use lowest possible landing speed to minimize damage.']",12
consideration,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.']",1
jetliner,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.', 'This newest member of the 777 family is ""market-\ndriven"" to meet airline demand for a jetliner sized to replace older twin-aisle airplanes, \nincluding early versions of the 747.', 'The Boeing 777 is the first jetliner to be 100 percent digitally designed using three-\ndimensional computer graphics.', 'New \ndesign and testing initiatives helped ensure the highest possible levels of reliability on \nthe  very  first  777,  compared  to  what  had  been  possible  on  previous  jetliner \nintroductions.']",4
the beginning,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.']",1
the “jet age,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.']",1
the late 1950s,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.']",1
early 1960s,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.']",1
"the 
paramount consideration","['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.']",1
jetliners,"['At the beginning of the “Jet Age” in the late 1950s and early 1960s, speed was the \nparamount consideration between jetliners.']",1
airliner,"['Early airliners such as the Boeing 720 could \ncruise up to Mach 0.90, and the Convair 990 reached speeds up to Mach 0.97.', 'The oil \ncrisis of 1973 accelerated a trend that began with the Boeing 747 – a trend towards \nlarger, more economical airliners.', 'In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.', 'This aircraft \nwould have the economics of a large, twin-engine aircraft combined with the range and \nseating capacity of large, multi-engine airliners.']",4
mach,"['Early airliners such as the Boeing 720 could \ncruise up to Mach 0.90, and the Convair 990 reached speeds up to Mach 0.97.', 'Descend at mach 0.84 until 320 KIAS, at which point the pilot should throttle \ndown to 310 KIAS.', 'Reduce cruise speed to Mach 0.65 or less.']",8
convair,"['Early airliners such as the Boeing 720 could \ncruise up to Mach 0.90, and the Convair 990 reached speeds up to Mach 0.97.']",1
early airliners,"['Early airliners such as the Boeing 720 could \ncruise up to Mach 0.90, and the Convair 990 reached speeds up to Mach 0.97.']",1
the boeing,"['Early airliners such as the Boeing 720 could \ncruise up to Mach 0.90, and the Convair 990 reached speeds up to Mach 0.97.', 'The oil \ncrisis of 1973 accelerated a trend that began with the Boeing 747 – a trend towards \nlarger, more economical airliners.', 'The Boeing 777-200 has three fuel tanks – left main, right main and center main.']",3
"could 
cruise","['Early airliners such as the Boeing 720 could \ncruise up to Mach 0.90, and the Convair 990 reached speeds up to Mach 0.97.']",1
the convair,"['Early airliners such as the Boeing 720 could \ncruise up to Mach 0.90, and the Convair 990 reached speeds up to Mach 0.97.']",1
oil,"['The oil \ncrisis of 1973 accelerated a trend that began with the Boeing 747 – a trend towards \nlarger, more economical airliners.']",1
crisis,"['The oil \ncrisis of 1973 accelerated a trend that began with the Boeing 747 – a trend towards \nlarger, more economical airliners.']",1
trend,"['The oil \ncrisis of 1973 accelerated a trend that began with the Boeing 747 – a trend towards \nlarger, more economical airliners.']",2
"the oil 
crisis","['The oil \ncrisis of 1973 accelerated a trend that began with the Boeing 747 – a trend towards \nlarger, more economical airliners.']",1
a trend,"['The oil \ncrisis of 1973 accelerated a trend that began with the Boeing 747 – a trend towards \nlarger, more economical airliners.']",2
"larger, more economical airliners","['The oil \ncrisis of 1973 accelerated a trend that began with the Boeing 747 – a trend towards \nlarger, more economical airliners.']",1
1980,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.', 'In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.']",2
airline,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.', 'This newest member of the 777 family is ""market-\ndriven"" to meet airline demand for a jetliner sized to replace older twin-aisle airplanes, \nincluding early versions of the 747.', 'Airlines will have \nadditional flexibility in serving the non-stop routes that passengers demand.', 'Applying schedules, time of day demands and competitive strength to a Boeing flight \nselection model, it is estimated that flying 777s instead of A340s would result in a \nrevenue advantage of $18 million per airplane (10 percent net present value) for a \ntypical airline.', 'This advantage results from increased market share due to the higher \nimage an airline would have with the preferred 777 in its fleet.', 'This is equivalent to \nabout $3.4 million per year per airline as a result of having an additional 15 passengers \nper flight.', 'In response to airline preference, the layout of the 777 flight deck is in a horizontal \nformat similar to that of other recent Boeing aircraft, such as the 757, 767 and the 747-\n400.', 'A ""fly-by-wire"" flight control saves weight and simplifies factory assembly compared to \nconventional mechanical systems relying on steel cables, and requires fewer spares and \nless maintenance in airline service.']",9
use,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.', 'Boeing 777-200ER Aircraft Operating Manual \nthese procedures pilots will be able to make better use of the manual and also operate \nthe aircraft in a similar fashion company wide.', 'Alert the cabin crew that use of approved portable electronic devices is \nnow approved.', '(cid:131) Use flaps 20o and Vref  for approach and landing.', 'Use rudder to compensate for lack of power.', 'This manual is designed for use by Delta Virtual Airlines as reference material for \nflight simulator pilots operating the Boeing 777-200ER aircraft.']",8
airbus,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.']",2
passenger,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.', 'The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.', 'This is equivalent to \nabout $3.4 million per year per airline as a result of having an additional 15 passengers \nper flight.', 'Passengers (Delta) \no', 'When flying over long bodies of water, remember that in the event of pressurization \nproblem or an engine failure that requires descent to 14,000 feet MSL for passenger \ncomfort, the fuel burn for your aircraft will increase significantly and may leave you \nshort of your initial destination.']",6
load,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.', 'With a full load of fuel, the 777-200ER is capable of \nflying approximately 7,730 nautical miles.', 'Using standard operating procedures (see below) allows the pilots to estimate \nfuel loads closely and for company to budget appropriately.', 'Any incident that was the \nresult  of  miscalculating  the  fuel  load  will  always  be  the  fault  and  sole \nresponsibility of that flights captain and crew.', 'Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip \nto destination, alternate and a 60 min reserve in cruise at low altitude.', '(cid:131) Load fuel planned for flight.']",6
cost,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.', ""The 777-300 complements the existing range of \navailable 777 models with another set of mission capabilities for the world's carriers and \noffers an attractive option for progressively lower costs per seat within the 777 family."", 'The  PW4000  112-inch  fan  engine  retains  the  excellent  accessibility  and  component \nmodularity of other PW4000 family members to reduce maintenance time and cost.']",4
the 1980s,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.']",1
extensive use,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.']",1
“big twin” aircraft,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.']",1
"the 
boeing 757","['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.']",1
large passenger loads,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.']",1
"the high 
operating costs","['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.']",1
the multi-engine aircraft,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.']",1
they,"['In the 1980s, airlines started to make extensive use of “big twin” aircraft such as the \nBoeing 757, 767 and Airbus 300 to deliver large passenger loads without the high \noperating costs of the multi-engine aircraft they replaced, such as the 727, DC-10 and \nDC-8.', 'Originally, they started out with a \n767 derivative called the 767-X. After initial customer feedback, this derivative design \nwas scrapped in favor of a completely new aircraft that became the 777.', 'They do not require the heavy, complex air \nconditioning apparatus needed to cool equipment on current flight decks.', 'For instance, pilots should not try a very \nshort approach with very tight turns as if they were flying a 737 or other smaller aircraft.']",4
today,"['Today, Delta’s trans-Atlantic flights are dominated by the Boeing 767, with only a \nsecondary role for the MD-11.', 'Today’s  777  operators  enjoy  a  99  percent  reliability  rate,  which  is \nunmatched in the industry.', 'Today the Trent 800 is available from 75,000 \nto 95,000 lb thrust with a common engine \nstandard, the widest range of any engine in \nits  class.', 'Today, the Trent 800 is the power plant of choice \nfor the 777, with around 44% of the available market.', ""Today, the GE90-115B is the world's \nmost powerful jet engine sustaining a record \n122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near"", ""These procedures are designed so that today's crews can work together effectively and \nsafely as well as allowing some standardization of procedures for the company.""]",6
role,"['Today, Delta’s trans-Atlantic flights are dominated by the Boeing 767, with only a \nsecondary role for the MD-11.']",1
md-11,"['Today, Delta’s trans-Atlantic flights are dominated by the Boeing 767, with only a \nsecondary role for the MD-11.', 'Most 777 routes are international routes and therefore \nthe 777 pilots (along with the MD-11 pilots) should be the most knowledgeable when it \ncomes to trans-oceanic and international flight planning.']",2
delta’s trans-atlantic flights,"['Today, Delta’s trans-Atlantic flights are dominated by the Boeing 767, with only a \nsecondary role for the MD-11.']",1
the boeing 767,"['Today, Delta’s trans-Atlantic flights are dominated by the Boeing 767, with only a \nsecondary role for the MD-11.']",1
"only a 
secondary role","['Today, Delta’s trans-Atlantic flights are dominated by the Boeing 767, with only a \nsecondary role for the MD-11.']",1
the md-11,"['Today, Delta’s trans-Atlantic flights are dominated by the Boeing 767, with only a \nsecondary role for the MD-11.']",1
request,"['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.', 'Request pushback.']",2
l-1011s,"['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.']",1
dc-10s,"['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.']",2
model,"['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.', 'The 777 currently is available in five models: 777-200, 777-200ER (extended range), \n777-200LR (longer-range), 777-300 and the 777-300ER.', 'The 777s seat from 301 to 368 \npassengers in a three-class configuration with a range of 5,210 nautical miles (9,649 \nkm) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer \nrange) model.', ""The 777-300 complements the existing range of \navailable 777 models with another set of mission capabilities for the world's carriers and \noffers an attractive option for progressively lower costs per seat within the 777 family."", 'Applying schedules, time of day demands and competitive strength to a Boeing flight \nselection model, it is estimated that flying 777s instead of A340s would result in a \nrevenue advantage of $18 million per airplane (10 percent net present value) for a \ntypical airline.', 'The first of the two models is the longest-range aircraft ever to fly in the history of the \nworld.', 'The PW4000 112-inch fan engine is the second derivative model in the PW4000 engine \nfamily.', 'The most recent model, the PW4098, was certified in July 1998.', 'The  PW4098,  at  99,040  pounds  of  thrust,  is  available for 777-200ER and 777-300 \nmodels.', 'The Boeing 777 fleet installer contains no fewer than \nten aircraft – MelJet Delta Air Lines B777-200ER models in the three Delta liveries, as \nwell as examples in Air France and Korean Air Lines colors.', 'These aircraft models and panels are available from the Delta Virtual Airlines Fleet \nLibrary, as well as the popular flight simulation web sites http://www.flightsim.com \nand  http://www.avsim.com/.', 'If  you  find  a  model  or  panel  that  you  believe  is \nsuperior to the ones provided in the aircraft installer, please contact us and send us a \ncopy.']",12
747,"['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.']",1
the late 1980s,"['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.']",1
requests,"['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.']",1
"a new, larger twin-engine airliner","['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.']",1
older l-1011s,"['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.']",1
early model 747s,"['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to \nreplace older L-1011s, DC-10s and early model 747s.']",1
derivative,"['Originally, they started out with a \n767 derivative called the 767-X. After initial customer feedback, this derivative design \nwas scrapped in favor of a completely new aircraft that became the 777.', 'Following an extensive technical evaluation, GE Aircraft Engines was specified by The \nBoeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all \nlonger-range 777-200LR and -300ER derivatives.']",2
x.,"['Originally, they started out with a \n767 derivative called the 767-X. After initial customer feedback, this derivative design \nwas scrapped in favor of a completely new aircraft that became the 777.']",1
customer,"['Originally, they started out with a \n767 derivative called the 767-X. After initial customer feedback, this derivative design \nwas scrapped in favor of a completely new aircraft that became the 777.', 'The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 \naircraft, providing the best customer value.']",2
feedback,"['Originally, they started out with a \n767 derivative called the 767-X. After initial customer feedback, this derivative design \nwas scrapped in favor of a completely new aircraft that became the 777.']",1
favor,"['Originally, they started out with a \n767 derivative called the 767-X. After initial customer feedback, this derivative design \nwas scrapped in favor of a completely new aircraft that became the 777.']",2
"a 
767 derivative","['Originally, they started out with a \n767 derivative called the 767-X. After initial customer feedback, this derivative design \nwas scrapped in favor of a completely new aircraft that became the 777.']",1
the 767-x.,"['Originally, they started out with a \n767 derivative called the 767-X. After initial customer feedback, this derivative design \nwas scrapped in favor of a completely new aircraft that became the 777.']",1
initial customer feedback,"['Originally, they started out with a \n767 derivative called the 767-X. After initial customer feedback, this derivative design \nwas scrapped in favor of a completely new aircraft that became the 777.']",1
a completely new aircraft,"['Originally, they started out with a \n767 derivative called the 767-X. After initial customer feedback, this derivative design \nwas scrapped in favor of a completely new aircraft that became the 777.']",1
economic,"['This aircraft \nwould have the economics of a large, twin-engine aircraft combined with the range and \nseating capacity of large, multi-engine airliners.', 'It has a \nrange similar to a 747-400, but with much better economics per seat mile.']",2
seating,"['This aircraft \nwould have the economics of a large, twin-engine aircraft combined with the range and \nseating capacity of large, multi-engine airliners.']",1
the economics,"['This aircraft \nwould have the economics of a large, twin-engine aircraft combined with the range and \nseating capacity of large, multi-engine airliners.']",1
"a large, twin-engine aircraft","['This aircraft \nwould have the economics of a large, twin-engine aircraft combined with the range and \nseating capacity of large, multi-engine airliners.']",1
the range,"['This aircraft \nwould have the economics of a large, twin-engine aircraft combined with the range and \nseating capacity of large, multi-engine airliners.']",1
seating capacity,"['This aircraft \nwould have the economics of a large, twin-engine aircraft combined with the range and \nseating capacity of large, multi-engine airliners.']",1
"large, multi-engine airliners","['This aircraft \nwould have the economics of a large, twin-engine aircraft combined with the range and \nseating capacity of large, multi-engine airliners.']",1
airplane,"[' \nThe airplane is larger than all other twinjet or tri-jet airplanes, yet smaller than the 747 \nand it brings the twin-engine economic advantage to medium- and long-range markets.', 'This newest member of the 777 family is ""market-\ndriven"" to meet airline demand for a jetliner sized to replace older twin-aisle airplanes, \nincluding early versions of the 747.', 'The  777-200LR  (longer  range)  and  777-300ER  (extended  range)  airplanes  are  two \nlonger-range airplanes that Boeing has recently developed.', 'Launched in February 2000, \nthe two airplanes can fly farther and faster than the A340 competition.', 'Throughout the design process, the airplane was “pre-\nassembled” on the computer, eliminating the need for a costly, full-scale mock-up.', 'Applying schedules, time of day demands and competitive strength to a Boeing flight \nselection model, it is estimated that flying 777s instead of A340s would result in a \nrevenue advantage of $18 million per airplane (10 percent net present value) for a \ntypical airline.', '\n \n \nOn May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. \nFederal Aviation Administration (FAA) approval to fly 180-minute extended range twin-', 'On May 4, 1998, the 777-300 achieved \nanother historic milestone by becoming the first commercial airplane to receive type \ncertification and 180-ETOPS approval on the same day.', 'The \nPW4090, certified at 91,790 pounds of thrust, entered service on the Boeing 777-200ER \nairplane in March 1997.', 'These \nunits are the primary interface \nwith  an  integrated  Airplane \nInformation', 'Integrated  Airplane  Information', 'Management  System  (AIMS)  provides  flight  and \nmaintenance crews all pertinent information concerning the overall condition of the \nairplane, its maintenance requirements and its key operating functions, including flight, \nthrust and communications management.', 'It  permits  airplane  systems  and  associated  computers  to \ncommunicate with one another through a common wire path (a twisted pair of wires) \ninstead of through separate one-way wire connections.', 'it  continuously \ncompares to airplane position data from the navigation system.']",17
twinjet,"[' \nThe airplane is larger than all other twinjet or tri-jet airplanes, yet smaller than the 747 \nand it brings the twin-engine economic advantage to medium- and long-range markets.', ""The  PW4084,  certified  at  86,760  pounds  thrust,  was  the  launch  engine  for \nBoeing's 777 super twinjet.""]",2
advantage,"[' \nThe airplane is larger than all other twinjet or tri-jet airplanes, yet smaller than the 747 \nand it brings the twin-engine economic advantage to medium- and long-range markets.', 'Applying schedules, time of day demands and competitive strength to a Boeing flight \nselection model, it is estimated that flying 777s instead of A340s would result in a \nrevenue advantage of $18 million per airplane (10 percent net present value) for a \ntypical airline.', 'This advantage results from increased market share due to the higher \nimage an airline would have with the preferred 777 in its fleet.']",3
market,"[' \nThe airplane is larger than all other twinjet or tri-jet airplanes, yet smaller than the 747 \nand it brings the twin-engine economic advantage to medium- and long-range markets.', 'This advantage results from increased market share due to the higher \nimage an airline would have with the preferred 777 in its fleet.', 'Today, the Trent 800 is the power plant of choice \nfor the 777, with around 44% of the available market.', 'The  CDUs \nhave  color  displays,  again  in \nresponse  to  market \npreferences.']",4
the airplane,"[' \nThe airplane is larger than all other twinjet or tri-jet airplanes, yet smaller than the 747 \nand it brings the twin-engine economic advantage to medium- and long-range markets.', 'Throughout the design process, the airplane was “pre-\nassembled” on the computer, eliminating the need for a costly, full-scale mock-up.']",2
all other twinjet,"[' \nThe airplane is larger than all other twinjet or tri-jet airplanes, yet smaller than the 747 \nand it brings the twin-engine economic advantage to medium- and long-range markets.']",1
tri-jet airplanes,"[' \nThe airplane is larger than all other twinjet or tri-jet airplanes, yet smaller than the 747 \nand it brings the twin-engine economic advantage to medium- and long-range markets.']",1
