VideoGameGenres_07_nouns.csv
Unique nouns: 207, Total nouns: 340
Total time: Uncomputed,Cost per noun: Uncomputed
it,"['No study has ever been conducted on player attitudes to these patterns, and I believe it could be useful.', ""(We didn't learn much from least favourite games, and I'm disinclined to bother with it this time)."", 'As such, it will be prone to errors, but I believe it may still be worthwhile.', 'Challenge is the draw for this player â€“ when the complaint ""it was too easy"" is heard, it is heard from a Conqueror.', 'It is likely that Conquerors are younger on average than other players.', '\n\nÂ\xa0\n\n""I have to know how it works""\n\nPlay: Complex Ludus, Agon']",8
emotion,"['Emotions.', 'Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.', 'Plus emotion-like behaviours such as Curiosity, Belonging and Greed.', 'I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.', 'Â\xa0\n\nThe (Hypothetical) 9 Basic Players\n\nConqueror\n\n""I\'ll beat any challenge""\n\nPlay: Hard Agon\n\nEmotions:', 'Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.', 'Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",8
emotions,"['Emotions.', 'Â\xa0\n\nThe (Hypothetical) 9 Basic Players\n\nConqueror\n\n""I\'ll beat any challenge""\n\nPlay: Hard Agon\n\nEmotions:']",2
one,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
nicole,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
lazzaro,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
keys,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.', 'I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.']",3
model,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.', 'I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.', 'The first four ""basic players"" are named after the DGD1 types; the remaining five express areas I feel that first model overlooked.']",3
course,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",2
sadness,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
agony,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
anger,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.', 'I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.', 'Anger/Fiero, (Fear?)', 'Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",6
surprise,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
fear,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.', 'Anger/Fiero, (Fear?)', 'Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.']",3
disgust,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
contempt,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
amusement,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.', 'I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.']",4
contentment,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.', 'I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.', 'Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",6
excitement,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",2
relief,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",2
wonder,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",2
bliss,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
fiero,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.', 'I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.', 'Anger/Fiero, (Fear?)', 'The fiero-seeking Conqueror is the economic mainstay of the upper market of videogames, thriving on a diet rich in First Person Shooters.', 'Fiero, the emotion of ""triumph over adversity"" requires that the player be put through the ringer, pushed to their limits, and as a result anger and (possibly) fear are likely to be related emotions.', 'Although fiero is likely to be a theme, the Manager is less dependent upon this one emotion, and seeks the satisfaction of knowledge or mastery, expressed through the feeling of contentment.']",10
naches,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",2
elevation,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",2
gratitude,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",2
schadenfreude,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",2
guilt,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
shame,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
embarrassment,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",2
envy,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",2
not just the ones,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
nicole lazzaro,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
her four keys model,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
all the emotions,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
sadness/agony,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
surprise/fear,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
â disgust/contempt,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
â bliss,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
guilt/shame,"['Not just the ones Nicole Lazzaro reports in her Four Keys Model (which of course I adore), but all the emotions that might apply: Sadness/Agony, Anger, Surprise/Fear,Â\xa0Disgust/Contempt, Amusement, Contentment, Excitement/Relief, Wonder,Â\xa0Bliss, Fiero, Naches, Elevation, Gratitude, Schadenfreude, Guilt/Shame, Embarrassment, and Envy.']",1
behaviour,"['Plus emotion-like behaviours such as Curiosity, Belonging and Greed.']",1
curiosity,"['Plus emotion-like behaviours such as Curiosity, Belonging and Greed.']",2
belonging,"['Plus emotion-like behaviours such as Curiosity, Belonging and Greed.']",2
greed,"['Plus emotion-like behaviours such as Curiosity, Belonging and Greed.']",2
plus emotion-like behaviours,"['Plus emotion-like behaviours such as Curiosity, Belonging and Greed.']",1
information,['(See here for more information).'],1
more information,['(See here for more information).'],1
connection,"['I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.']",2
people,"['I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.']",1
fun,"['I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.']",1
method,"['I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.', 'Â\xa0\n\nThe method will, alas, be survey based, relying on self-reporting.']",2
the four keys model,"['I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.']",1
the implied connection,"['I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.']",1
further connections,"['I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.']",1
people fun,"['I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.']",1
a key play emotion,"['I expect to broadly validate the Four Keys model, strengthen the implied connection between Anger and Fiero, and demonstrate further connections previously unexplored such as Amusement outside of People Fun and Contentment as a key play emotion previously overlooked because of the method used for Four Keys.']",1
