Genres_04_nouns.csv
Unique nouns: 498, Total nouns: 1271
Total time: Uncomputed,Cost per noun: Uncomputed
sports,"['Sports game[ edit ]\n\nSports games emulate the playing of traditional physical sports .', '\n\nSports-based fighting[ edit ]\n\nSports-based fighting games are titles that fall firmly within the definitions of both the Fighting game and Sports game genre, such as boxing and wrestling video games.']",3
playing,['Sports game[ edit ]\n\nSports games emulate the playing of traditional physical sports .'],1
other,"['Some emphasize actually playing the sport, while others emphasize the strategy behind the sport (such as Championship Manager ).', 'Others satirize the sport for comic effect (such as Arch Rivals ).', 'Other games, like NBA Jam , satirize the genre, while others like the Madden NFL (series) and NBA 2K (series) are looking forward to recreate the realism and capture the feeling of playing a live sport.', 'Many games have at least one persistent world , however others just have large numbers of players competing at once in one form or another without any lasting effect to the world at all.']",4
strategy,"['Some emphasize actually playing the sport, while others emphasize the strategy behind the sport (such as Championship Manager ).', '\n\nMain article: Casual game\n\nCasual games have very simple rules or play techniques and a very low degree of strategy.', 'These games are often targeted at the ""hardcore"" gaming audience, and are usually first-person shooter games, requiring twitch-based reaction speed and coordination, or real-time strategy games, requiring high levels of strategic macro- and micromanagement, or MOBAs , requiring both.']",3
championship,"['Some emphasize actually playing the sport, while others emphasize the strategy behind the sport (such as Championship Manager ).']",1
manager,"['Some emphasize actually playing the sport, while others emphasize the strategy behind the sport (such as Championship Manager ).']",1
effect,"['Others satirize the sport for comic effect (such as Arch Rivals ).', 'Many games have at least one persistent world , however others just have large numbers of players competing at once in one form or another without any lasting effect to the world at all.']",2
arch,['Others satirize the sport for comic effect (such as Arch Rivals ).'],1
rivals,['Others satirize the sport for comic effect (such as Arch Rivals ).'],1
selling,['One of the best selling series in this genre is the FIFA series.'],1
fifa,['One of the best selling series in this genre is the FIFA series.'],1
history,"['This genre emerged early in the history of video games (e.g., Pong ) and remains popular today.']",1
pong,"['This genre emerged early in the history of video games (e.g., Pong ) and remains popular today.']",1
today,"['This genre emerged early in the history of video games (e.g., Pong ) and remains popular today.']",1
nba,"['Other games, like NBA Jam , satirize the genre, while others like the Madden NFL (series) and NBA 2K (series) are looking forward to recreate the realism and capture the feeling of playing a live sport.']",2
jam,"['Other games, like NBA Jam , satirize the genre, while others like the Madden NFL (series) and NBA 2K (series) are looking forward to recreate the realism and capture the feeling of playing a live sport.']",1
madden,"['Other games, like NBA Jam , satirize the genre, while others like the Madden NFL (series) and NBA 2K (series) are looking forward to recreate the realism and capture the feeling of playing a live sport.']",1
nfl,"['Other games, like NBA Jam , satirize the genre, while others like the Madden NFL (series) and NBA 2K (series) are looking forward to recreate the realism and capture the feeling of playing a live sport.']",1
k,"['Other games, like NBA Jam , satirize the genre, while others like the Madden NFL (series) and NBA 2K (series) are looking forward to recreate the realism and capture the feeling of playing a live sport.', 'Examples of this include the Fight Night , UFC and WWE 2K series.']",2
realism,"['Other games, like NBA Jam , satirize the genre, while others like the Madden NFL (series) and NBA 2K (series) are looking forward to recreate the realism and capture the feeling of playing a live sport.', 'Often the fighting is far more realistic than in traditional fighting games (though the amount of realism can greatly vary), and many feature real-world franchises or fighters.']",2
feeling,"['Other games, like NBA Jam , satirize the genre, while others like the Madden NFL (series) and NBA 2K (series) are looking forward to recreate the realism and capture the feeling of playing a live sport.']",1
factor,"['Competitive[ edit ]\n\nCompetitive games are those that have a high competitive factor but do not represent traditional sports, such as games in which the concept is fictional and designed by the developer (e.g. Ball Jacks and Rocket League ).', '[71] These may be underlying factors in differentiating game genres.']",2
concept,"['Competitive[ edit ]\n\nCompetitive games are those that have a high competitive factor but do not represent traditional sports, such as games in which the concept is fictional and designed by the developer (e.g. Ball Jacks and Rocket League ).', 'This concept extends to the realm of modified (""modded"") gaming when modifications have been made to existing non-art-games to produce graphic results intended to be viewed as an artistic display, as opposed to modifications intended to change game play scenarios or for storytelling.', ""Sandbox games are often associated with open world concepts which gives the player freedom of movement and progression in the game's world."", 'Examples of high level of autonomy in computer games can be found in massively multiplayer online role-playing games (MMORPG) or in single-player games adhering to the open-world concept such as the Fallout series.']",4
developer,"['Competitive[ edit ]\n\nCompetitive games are those that have a high competitive factor but do not represent traditional sports, such as games in which the concept is fictional and designed by the developer (e.g. Ball Jacks and Rocket League ).', 'While they initially started as a type of educational game, they later became more entertainment focused as indie developers explored possibilities within the genre.']",2
ball,"['Competitive[ edit ]\n\nCompetitive games are those that have a high competitive factor but do not represent traditional sports, such as games in which the concept is fictional and designed by the developer (e.g. Ball Jacks and Rocket League ).', 'Breakout clone game[ edit ]\n\nBreakout clone (also known as block-breaking or ball-and-paddle) is a sub-class of the bat-and-ball genre.', 'The genre is named for the dynamics of the player-controlled block, called a bat or paddle, upon which the game is based on that hits a ball towards different objects such as colored tiles, powerup tiles, and indestructible tiles (called a ""brick"").']",4
jacks,"['Competitive[ edit ]\n\nCompetitive games are those that have a high competitive factor but do not represent traditional sports, such as games in which the concept is fictional and designed by the developer (e.g. Ball Jacks and Rocket League ).']",1
rocket,"['Competitive[ edit ]\n\nCompetitive games are those that have a high competitive factor but do not represent traditional sports, such as games in which the concept is fictional and designed by the developer (e.g. Ball Jacks and Rocket League ).']",1
league,"['Competitive[ edit ]\n\nCompetitive games are those that have a high competitive factor but do not represent traditional sports, such as games in which the concept is fictional and designed by the developer (e.g. Ball Jacks and Rocket League ).']",1
fighting,"['\n\nSports-based fighting[ edit ]\n\nSports-based fighting games are titles that fall firmly within the definitions of both the Fighting game and Sports game genre, such as boxing and wrestling video games.', 'Often the fighting is far more realistic than in traditional fighting games (though the amount of realism can greatly vary), and many feature real-world franchises or fighters.']",5
title,"['\n\nSports-based fighting[ edit ]\n\nSports-based fighting games are titles that fall firmly within the definitions of both the Fighting game and Sports game genre, such as boxing and wrestling video games.', 'While largely regarded as derivative titles by the mainstream gaming culture,[ citation needed ] Christian games have nevertheless expanded in distribution since their inception.']",2
definition,"['\n\nSports-based fighting[ edit ]\n\nSports-based fighting games are titles that fall firmly within the definitions of both the Fighting game and Sports game genre, such as boxing and wrestling video games.']",1
boxing,"['\n\nSports-based fighting[ edit ]\n\nSports-based fighting games are titles that fall firmly within the definitions of both the Fighting game and Sports game genre, such as boxing and wrestling video games.']",1
subgenre,"['As such, they are usually put in their own separate subgenres.', 'Survival horror is a subgenre of horror games focused on action-adventure style of gameplay.', 'Numerous subgenres exist, in fields such as math or typing.']",3
amount,"['Often the fighting is far more realistic than in traditional fighting games (though the amount of realism can greatly vary), and many feature real-world franchises or fighters.']",1
world,"['Often the fighting is far more realistic than in traditional fighting games (though the amount of realism can greatly vary), and many feature real-world franchises or fighters.', 'Many games have at least one persistent world , however others just have large numbers of players competing at once in one form or another without any lasting effect to the world at all.', '\n\nMMO games can enable players to cooperate and compete with each other on a large scale, and sometimes to interact meaningfully with people around the world.', 'Chess , Checkers , Othello (also known as Reversi ), and Backgammon have world class computer programs.', 'Most of these games are free-to-play mobile games , where the gacha serves as an incentive to spend real-world money.', '\n\nSandbox / open world games[ edit ]', '\n\nMain articles: Sandbox game and Open world\n\nSandbox and open-world games are not specifically video game genres, as they generally describe gameplay features, but often games will be described as a sandbox or an open-world game as if it were a defining genre.', ""Sandbox games are often associated with open world concepts which gives the player freedom of movement and progression in the game's world."", '\n\nOpen world', '[ edit ]\n\nIn video games, an open world is a game mechanic of using a virtual world that the player can explore and approach objectives freely, as opposed to a world with more linear and structured gameplay.', 'While games have used open-world designs since the 1980s, the implementation in Grand Theft Auto III (2001) set a standard that has been used since.', 'Games with open or free-roaming worlds typically lack level structures like walls and locked doors, or the invisible walls in more open areas that prevent the player from venturing beyond them; only at the bounds of an open-world game will players be limited by geographic features like vast oceans or impassible mountains.', 'Players typically do not encounter loading screens common in linear level designs when moving about the game world, with the open-world game using strategic storage and memory techniques to load the game world in a dynamic and seamless manner.', ""Open-world games still enforce many restrictions in the game environment, either because of absolute technical limitations or in-game limitations imposed by a game's linearity."", '\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.', 'Examples of high level of autonomy in computer games can be found in massively multiplayer online role-playing games (MMORPG) or in single-player games adhering to the open-world concept such as the Fallout series.', 'The main appeal of open-world gameplay is that they provide a simulated reality and allow players to develop their character and its behaviour in the direction and the pace of their own choosing.', ""\n\nAn early attempt at analysis of the action and adventure genres appeared in a Game Developers Conference 2000 paper 'Mostly Armless: Grabbing the 3D World'."", 'Some of these have since been adopted by persistent worlds.']",30
franchise,"['Often the fighting is far more realistic than in traditional fighting games (though the amount of realism can greatly vary), and many feature real-world franchises or fighters.']",1
fighter,"['Often the fighting is far more realistic than in traditional fighting games (though the amount of realism can greatly vary), and many feature real-world franchises or fighters.']",1
example,"['Examples of this include the Fight Night , UFC and WWE 2K series.', 'An example is the widely played game Minecraft which can be played both as an MMO or a single player game.', 'The term brick buster was coined in the early 2000s, mostly refers to more modern games and early example is Arkanoid developed by Taito in 1986.', 'In SpaceChem , for example, players design circuits used for creating molecules from raw materials.', 'A notable example of the social deduction video game is Among Us , which received a massive influx of popularity in 2020 due to many well-known Twitch streamers and YouTubers playing it.', 'Exergames"" sub-divide into two main implementations, those with a game specifically designed to use an exercise input device (for example, the game Wii Fit using the Wii Balance Board ) and those implementations using a genre of a game.', 'For example, games from websites such as Newsgaming.com and gamesforchange.org raise political issues using the distinct properties of games.', 'Minecraft (2011) is one of the most successful examples of a sandbox game, with players able to enjoy in both creative modes and through more goal-driven survival modes.', 'Examples of high level of autonomy in computer games can be found in massively multiplayer online role-playing games (MMORPG) or in single-player games adhering to the open-world concept such as the Fallout series.', 'For example, Second Life uses some of the gameplay investment and interface elements described in section 4 of the paper.']",10
fight,"['Examples of this include the Fight Night , UFC and WWE 2K series.']",1
night,"['Examples of this include the Fight Night , UFC and WWE 2K series.']",1
ufc,"['Examples of this include the Fight Night , UFC and WWE 2K series.']",1
wwe,"['Examples of this include the Fight Night , UFC and WWE 2K series.']",1
article,"['\n\nMain article: Massively multiplayer online game', ""\n\nDigital collectible card game[ edit ]\n\nMain article: Digital collectible card game\n\nA digital collectible card game (DCCG) is a computer or video game usually played online that emulates collectible card games (CCG), or in many cases, doesn't use card-like images at all, but instead icons , avatars or other symbols to represent game pieces."", 'Main article: Gacha game\n\nGacha games are video games that implement the gacha (toy vending machine) mechanic.', '[60] [61]\n\nMain article: Horror game\n\nHorror games are games that incorporate elements of horror fiction into their narrative, generally irrespective of the type of gameplay.', '[62]\n\nMain article: Incremental game\n\nIn an IGN article, Cookie Clicker is credited as one of the few games to have played a major role in the establishment of the genre of idle gaming.', '\n\nMain article:', 'Main article: Art game\n\nArt games are designed so as to emphasize art or whose structures are intended to produce some kind of non- ludological reaction in its audience.', '\n\nMain article: Casual game\n\nCasual games have very simple rules or play techniques and a very low degree of strategy.', '\n\nMain article: Christian video games\n\nChristian games attempt to provide the dual purposes of spreading the Christian religion to non-believers through the medium of video games, and providing gamers who identify as Christian with a common pool of games.', '\n\nMain article: Educational game\n\nEducational games, as the name implies, attempt to teach the user using the game as a vehicle.', '\n\nMain article: Esports\n\nEsports games are multiplayer games that are usually played competitively at the professional level.', '\n\nMain article: Exergaming\n\nAn exergame ( portmanteau of "" exercise "" and "" game "") is a video game that provides exercise. ""', '\n\nMain article: Personalized video game\n\nPersonalized games are created for one specific player or a group of players usually as a gift.', '\n\nMain article: Serious game', '\n\nMain articles: Sandbox game and Open world\n\nSandbox and open-world games are not specifically video game genres, as they generally describe gameplay features, but often games will be described as a sandbox or an open-world game as if it were a defining genre.', '\n\nMain article: Sandbox mode\n\nCreative games are games that are often grounded into other genres but have certain modes of gameplay that allow for a Sandbox and/or Openworld Gameplay, It is extremely common for a ""Creative"" Game mode to use the same aspects, assets, mechanics, etc. of the Parent Game.']",17
multiplayer,"['\n\nMain article: Massively multiplayer online game', 'A massively multiplayer online game (also called MMO and MMOG) is a multiplayer online video game which is capable of supporting large numbers of players simultaneously.', '[ edit ]\n\nParty games are video games developed specifically for multiplayer games between many players.', 'Versus multiplayer games are not generally considered to be party games.', '\n\nMain article: Esports\n\nEsports games are multiplayer games that are usually played competitively at the professional level.']",5
mmo,"['A massively multiplayer online game (also called MMO and MMOG) is a multiplayer online video game which is capable of supporting large numbers of players simultaneously.', 'An example is the widely played game Minecraft which can be played both as an MMO or a single player game.', '\n\nMMO games can enable players to cooperate and compete with each other on a large scale, and sometimes to interact meaningfully with people around the world.', 'They include a variety of gameplay types, representing many video game genres, such as MMORPG , MMOFPS , MMORTS , MMOTBS and MMO simulation games.']",4
mmog,['A massively multiplayer online game (also called MMO and MMOG) is a multiplayer online video game which is capable of supporting large numbers of players simultaneously.'],1
number,"['A massively multiplayer online game (also called MMO and MMOG) is a multiplayer online video game which is capable of supporting large numbers of players simultaneously.', 'Many games have at least one persistent world , however others just have large numbers of players competing at once in one form or another without any lasting effect to the world at all.', '\n\nCasino game[ edit ]\n\nThere are three general categories of casino games: gaming machines, table games, and random number games.', 'Random number games may be played at a table or through the purchase of paper tickets or cards, such as keno or bingo .']",4
necessity,"['By necessity, they are played on the Internet .']",1
internet,"['By necessity, they are played on the Internet .', 'Sandbox games also found ground with the ability to interact socially and share user-generated content across the Internet like Second Life (2003).']",2
form,"['Many games have at least one persistent world , however others just have large numbers of players competing at once in one form or another without any lasting effect to the world at all.']",1
network,"['These games can be found for most network-capable platforms, including the personal computer , video game console , or smartphones and other mobile devices.']",1
platform,"['These games can be found for most network-capable platforms, including the personal computer , video game console , or smartphones and other mobile devices.', '\n\nCasual games[ edit ]\n\nCasual games are designed to be easily picked up and put down again, allowing for potentially short bursts of play, such as Call of Duty and most games on a mobile platform.', 'It is the only major video game genre that is recognized by narrative elements rather than by gameplay, gameplay mode, or platform.']",3
computer,"['These games can be found for most network-capable platforms, including the personal computer , video game console , or smartphones and other mobile devices.', '\n\nMany popular board games and card games have computer versions.', 'Chess , Checkers , Othello (also known as Reversi ), and Backgammon have world class computer programs.', 'Go is popular in East Asia , though it is notoriously difficult to program a computer to play Go well.', ""\n\nDigital collectible card game[ edit ]\n\nMain article: Digital collectible card game\n\nA digital collectible card game (DCCG) is a computer or video game usually played online that emulates collectible card games (CCG), or in many cases, doesn't use card-like images at all, but instead icons , avatars or other symbols to represent game pieces."", 'Programming game[ edit ]\n\nA programming game is a computer game where the player has no direct influence on the course of the game.', 'Instead, a computer program or script is written in some domain-specific programming language in order to control the actions of the characters (usually robots , tanks or bacteria , which seek to destroy each other).', '[68] Casual games typically are played on a personal computer online in web browsers, although they now are starting to become popular on game consoles.', 'Examples of high level of autonomy in computer games can be found in massively multiplayer online role-playing games (MMORPG) or in single-player games adhering to the open-world concept such as the Fallout series.']",9
console,"['These games can be found for most network-capable platforms, including the personal computer , video game console , or smartphones and other mobile devices.', 'Some advergames were released to consoles, like Pepsiman for Sony PlayStation.', '[68] Casual games typically are played on a personal computer online in web browsers, although they now are starting to become popular on game consoles.']",3
smartphone,"['These games can be found for most network-capable platforms, including the personal computer , video game console , or smartphones and other mobile devices.']",1
device,"['These games can be found for most network-capable platforms, including the personal computer , video game console , or smartphones and other mobile devices.', 'Exergames"" sub-divide into two main implementations, those with a game specifically designed to use an exercise input device (for example, the game Wii Fit using the Wii Balance Board ) and those implementations using a genre of a game.']",2
minecraft,"['An example is the widely played game Minecraft which can be played both as an MMO or a single player game.', 'Minecraft (2011) is one of the most successful examples of a sandbox game, with players able to enjoy in both creative modes and through more goal-driven survival modes.']",2
scale,"['\n\nMMO games can enable players to cooperate and compete with each other on a large scale, and sometimes to interact meaningfully with people around the world.']",1
variety,"['They include a variety of gameplay types, representing many video game genres, such as MMORPG , MMOFPS , MMORTS , MMOTBS and MMO simulation games.', 'Normally, party games have a variety of mini-games that range between collecting more of a certain item than other players or having the fastest time at something.', 'This critiqued a variety of adventure and action games to categorize gameplay and interaction for adventure, action, and hybrid genres.']",3
gameplay,"['They include a variety of gameplay types, representing many video game genres, such as MMORPG , MMOFPS , MMORTS , MMOTBS and MMO simulation games.', '[60] [61]\n\nMain article: Horror game\n\nHorror games are games that incorporate elements of horror fiction into their narrative, generally irrespective of the type of gameplay.', 'It is the only major video game genre that is recognized by narrative elements rather than by gameplay, gameplay mode, or platform.', 'Survival horror is a subgenre of horror games focused on action-adventure style of gameplay.', 'Photography mechanics are often implemented as sidequests in games in other genres, but there are also games where photography is the main gameplay mode.', ""During gameplay, players can use logic and deductive reasoning to try to deduce one another's roles, while other players can bluff to keep players from suspecting them."", 'These games can have any kind of gameplay, from puzzles to action to adventure.', '\n\nMain articles: Sandbox game and Open world\n\nSandbox and open-world games are not specifically video game genres, as they generally describe gameplay features, but often games will be described as a sandbox or an open-world game as if it were a defining genre.', '\n\nA sandbox game is a video game with a gameplay element that gives the player a great degree of creativity to complete tasks towards a goal within the game, if such a goal exists.', 'More commonly, sandbox games results from these creative elements being incorporated into other genres and allowing for emergent gameplay .', '\n\nMain article: Sandbox mode\n\nCreative games are games that are often grounded into other genres but have certain modes of gameplay that allow for a Sandbox and/or Openworld Gameplay, It is extremely common for a ""Creative"" Game mode to use the same aspects, assets, mechanics, etc. of the Parent Game.', '[ edit ]\n\nIn video games, an open world is a game mechanic of using a virtual world that the player can explore and approach objectives freely, as opposed to a world with more linear and structured gameplay.', '\n\nWhile the openness of the game world is an important facet to games featuring open worlds, the main draw of open-world games is about providing the player with autonomy - not so much the freedom to do anything they want in the game (which is nearly impossible with current computing technology), but the ability to choose how to approach the game and its challenges in the order and manner as the player desires while still constrained by gameplay rules.', 'The main appeal of open-world gameplay is that they provide a simulated reality and allow players to develop their character and its behaviour in the direction and the pace of their own choosing.', 'This critiqued a variety of adventure and action games to categorize gameplay and interaction for adventure, action, and hybrid genres.', ""It provided a graph of the genres along the axes of 'immediacy' vs 'complexity', with an 'ideal-zone' for gameplay that covered and linked adventure and action games."", 'It detailed various interaction styles present in these genres and extrapolated to future user interface and gameplay possibilities for these and other genres.', 'For example, Second Life uses some of the gameplay investment and interface elements described in section 4 of the paper.']",20
mmorpg,"['They include a variety of gameplay types, representing many video game genres, such as MMORPG , MMOFPS , MMORTS , MMOTBS and MMO simulation games.', 'Examples of high level of autonomy in computer games can be found in massively multiplayer online role-playing games (MMORPG) or in single-player games adhering to the open-world concept such as the Fallout series.']",2
mmofps,"['They include a variety of gameplay types, representing many video game genres, such as MMORPG , MMOFPS , MMORTS , MMOTBS and MMO simulation games.']",1
mmorts,"['They include a variety of gameplay types, representing many video game genres, such as MMORPG , MMOFPS , MMORTS , MMOTBS and MMO simulation games.']",1
mmotbs,"['They include a variety of gameplay types, representing many video game genres, such as MMORPG , MMOFPS , MMORTS , MMOTBS and MMO simulation games.']",1
simulation,"['They include a variety of gameplay types, representing many video game genres, such as MMORPG , MMOFPS , MMORTS , MMOTBS and MMO simulation games.', '\n\nEarly sandbox games came out of space trading and combat games like Elite (1984) and city-building simulations and tycoon games like SimCity (1989).']",2
board,"['\n\nOther notable genres[ edit ]\n\nBoard game or card game[ edit ]', '\n\nMany popular board games and card games have computer versions.', 'Exergames"" sub-divide into two main implementations, those with a game specifically designed to use an exercise input device (for example, the game Wii Fit using the Wii Balance Board ) and those implementations using a genre of a game.']",3
card,"['\n\nOther notable genres[ edit ]\n\nBoard game or card game[ edit ]', '\n\nMany popular board games and card games have computer versions.', 'Random number games may be played at a table or through the purchase of paper tickets or cards, such as keno or bingo .', ""\n\nDigital collectible card game[ edit ]\n\nMain article: Digital collectible card game\n\nA digital collectible card game (DCCG) is a computer or video game usually played online that emulates collectible card games (CCG), or in many cases, doesn't use card-like images at all, but instead icons , avatars or other symbols to represent game pieces.""]",8
version,"['\n\nMany popular board games and card games have computer versions.', ""Originally, DCCGs started out as replications of a CCG's physical counterpart such as Magic: The Gathering , but many DCCGs have foregone a physical version and exclusively release as a video game, such as with Hearthstone ."", 'In early 2014, Orteil released an early version of Idle Game Maker, a tool allowing customized idle games to be made without coding knowledge.']",3
ai,"[""AI opponents can help improver one's skill at traditional games."", 'Final Fantasy XII also includes some elements of a programming game, as the player creates the AI of his characters, although the player can also choose to directly control the action.']",2
skill,"[""AI opponents can help improver one's skill at traditional games."", '[67] They also require no long-term time commitment or special skills to play, making them easy to learn and play as a pastime.']",2
chess,"['Chess , Checkers , Othello (also known as Reversi ), and Backgammon have world class computer programs.']",1
checkers,"['Chess , Checkers , Othello (also known as Reversi ), and Backgammon have world class computer programs.']",1
othello,"['Chess , Checkers , Othello (also known as Reversi ), and Backgammon have world class computer programs.']",1
reversi,"['Chess , Checkers , Othello (also known as Reversi ), and Backgammon have world class computer programs.']",1
backgammon,"['Chess , Checkers , Othello (also known as Reversi ), and Backgammon have world class computer programs.']",1
class,"['Chess , Checkers , Othello (also known as Reversi ), and Backgammon have world class computer programs.', 'Breakout clone game[ edit ]\n\nBreakout clone (also known as block-breaking or ball-and-paddle) is a sub-class of the bat-and-ball genre.']",2
program,"['Chess , Checkers , Othello (also known as Reversi ), and Backgammon have world class computer programs.', 'Instead, a computer program or script is written in some domain-specific programming language in order to control the actions of the characters (usually robots , tanks or bacteria , which seek to destroy each other).']",2
china,['Mahjong and related games are immensely popular in China and Japan .'],1
japan,['Mahjong and related games are immensely popular in China and Japan .'],1
east,"['Go is popular in East Asia , though it is notoriously difficult to program a computer to play Go well.']",1
asia,"['Go is popular in East Asia , though it is notoriously difficult to program a computer to play Go well.']",1
breakout,['Breakout clone game[ edit ]\n\nBreakout clone (also known as block-breaking or ball-and-paddle) is a sub-class of the bat-and-ball genre.'],2
clone,['Breakout clone game[ edit ]\n\nBreakout clone (also known as block-breaking or ball-and-paddle) is a sub-class of the bat-and-ball genre.'],2
block,"['Breakout clone game[ edit ]\n\nBreakout clone (also known as block-breaking or ball-and-paddle) is a sub-class of the bat-and-ball genre.', 'The genre is named for the dynamics of the player-controlled block, called a bat or paddle, upon which the game is based on that hits a ball towards different objects such as colored tiles, powerup tiles, and indestructible tiles (called a ""brick"").']",2
paddle,"['Breakout clone game[ edit ]\n\nBreakout clone (also known as block-breaking or ball-and-paddle) is a sub-class of the bat-and-ball genre.', 'The genre is named for the dynamics of the player-controlled block, called a bat or paddle, upon which the game is based on that hits a ball towards different objects such as colored tiles, powerup tiles, and indestructible tiles (called a ""brick"").']",2
-,"['Breakout clone game[ edit ]\n\nBreakout clone (also known as block-breaking or ball-and-paddle) is a sub-class of the bat-and-ball genre.', 'Normally, party games have a variety of mini-games that range between collecting more of a certain item than other players or having the fastest time at something.', '\n\nMain article: Christian video games\n\nChristian games attempt to provide the dual purposes of spreading the Christian religion to non-believers through the medium of video games, and providing gamers who identify as Christian with a common pool of games.', 'Most of these types of games target young users from the ages of about three years to mid- teens ;[ citation needed ] past the mid-teens, subjects become so complex (e.g. Calculus ) that teaching via a game is impractical.', 'Some games exist as pure sandbox games with no objectives; these are also known as non-games or software toys .']",5
bat,"['Breakout clone game[ edit ]\n\nBreakout clone (also known as block-breaking or ball-and-paddle) is a sub-class of the bat-and-ball genre.', 'The genre is named for the dynamics of the player-controlled block, called a bat or paddle, upon which the game is based on that hits a ball towards different objects such as colored tiles, powerup tiles, and indestructible tiles (called a ""brick"").']",2
dynamic,"['The genre is named for the dynamics of the player-controlled block, called a bat or paddle, upon which the game is based on that hits a ball towards different objects such as colored tiles, powerup tiles, and indestructible tiles (called a ""brick"").']",1
object,"['The genre is named for the dynamics of the player-controlled block, called a bat or paddle, upon which the game is based on that hits a ball towards different objects such as colored tiles, powerup tiles, and indestructible tiles (called a ""brick"").', 'In trivia games, the object is to answer questions with the goal of obtaining points.']",2
tile,"['The genre is named for the dynamics of the player-controlled block, called a bat or paddle, upon which the game is based on that hits a ball towards different objects such as colored tiles, powerup tiles, and indestructible tiles (called a ""brick"").', 'They are well suited to casual play , and tile-matching puzzle games are among the most popular casual games.']",4
powerup,"['The genre is named for the dynamics of the player-controlled block, called a bat or paddle, upon which the game is based on that hits a ball towards different objects such as colored tiles, powerup tiles, and indestructible tiles (called a ""brick"").']",1
brick,"['The genre is named for the dynamics of the player-controlled block, called a bat or paddle, upon which the game is based on that hits a ball towards different objects such as colored tiles, powerup tiles, and indestructible tiles (called a ""brick"").', 'The term brick buster was coined in the early 2000s, mostly refers to more modern games and early example is Arkanoid developed by Taito in 1986.']",2
term,"['The term brick buster was coined in the early 2000s, mostly refers to more modern games and early example is Arkanoid developed by Taito in 1986.', '[67] They also require no long-term time commitment or special skills to play, making them easy to learn and play as a pastime.', 'The ""sandbox"" term derives from the nature of a sandbox that lets children create nearly anything they want within it.']",3
buster,"['The term brick buster was coined in the early 2000s, mostly refers to more modern games and early example is Arkanoid developed by Taito in 1986.']",1
2000,"['The term brick buster was coined in the early 2000s, mostly refers to more modern games and early example is Arkanoid developed by Taito in 1986.']",1
arkanoid,"['The term brick buster was coined in the early 2000s, mostly refers to more modern games and early example is Arkanoid developed by Taito in 1986.']",1
taito,"['The term brick buster was coined in the early 2000s, mostly refers to more modern games and early example is Arkanoid developed by Taito in 1986.']",1
casino,"['\n\nCasino game[ edit ]\n\nThere are three general categories of casino games: gaming machines, table games, and random number games.', 'Tables games, such as blackjack or craps , involve one or more players who are competing against the house (the casino itself) rather than each other.']",3
gaming,"['\n\nCasino game[ edit ]\n\nThere are three general categories of casino games: gaming machines, table games, and random number games.', 'Gaming machines, such as the slot machine and pachinko , are usually played by one player at a time and do not require the involvement of players to play.', 'This genre of gaming is meant to be a short and relaxing pastime, a rest in between other occupations and so is most popular with demographics who have less free time.', '[62]\n\nMain article: Incremental game\n\nIn an IGN article, Cookie Clicker is credited as one of the few games to have played a major role in the establishment of the genre of idle gaming.', 'Tetris , labeled a puzzle game, is credited for revolutionizing gaming and popularizing the puzzle genre.', 'This concept extends to the realm of modified (""modded"") gaming when modifications have been made to existing non-art-games to produce graphic results intended to be viewed as an artistic display, as opposed to modifications intended to change game play scenarios or for storytelling.', 'While largely regarded as derivative titles by the mainstream gaming culture,[ citation needed ] Christian games have nevertheless expanded in distribution since their inception.', 'These games are often targeted at the ""hardcore"" gaming audience, and are usually first-person shooter games, requiring twitch-based reaction speed and coordination, or real-time strategy games, requiring high levels of strategic macro- and micromanagement, or MOBAs , requiring both.']",8
machine,"['\n\nCasino game[ edit ]\n\nThere are three general categories of casino games: gaming machines, table games, and random number games.', 'Gaming machines, such as the slot machine and pachinko , are usually played by one player at a time and do not require the involvement of players to play.', 'Main article: Gacha game\n\nGacha games are video games that implement the gacha (toy vending machine) mechanic.']",4
table,"['\n\nCasino game[ edit ]\n\nThere are three general categories of casino games: gaming machines, table games, and random number games.', 'Tables games, such as blackjack or craps , involve one or more players who are competing against the house (the casino itself) rather than each other.', 'Random number games may be played at a table or through the purchase of paper tickets or cards, such as keno or bingo .']",3
slot,"['Gaming machines, such as the slot machine and pachinko , are usually played by one player at a time and do not require the involvement of players to play.']",1
pachinko,"['Gaming machines, such as the slot machine and pachinko , are usually played by one player at a time and do not require the involvement of players to play.']",1
involvement,"['Gaming machines, such as the slot machine and pachinko , are usually played by one player at a time and do not require the involvement of players to play.', 'In all, these games require very little involvement from the player, and in most cases they play themselves; hence the use of the word "" idle "".']",2
blackjack,"['Tables games, such as blackjack or craps , involve one or more players who are competing against the house (the casino itself) rather than each other.']",1
crap,"['Tables games, such as blackjack or craps , involve one or more players who are competing against the house (the casino itself) rather than each other.']",1
house,"['Tables games, such as blackjack or craps , involve one or more players who are competing against the house (the casino itself) rather than each other.']",1
purchase,"['Random number games may be played at a table or through the purchase of paper tickets or cards, such as keno or bingo .']",1
