Video Game Technologies_nouns.csv
Unique nouns: 310,Total nouns: 373
Total time: 1.591 sec,Cost per noun: 4.267 ms
wittgenstein's philosophical investigation,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
http://en.wikipedia.org/wiki/philosophical_investigationsadventure game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
action game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games."", 'Action games are typified by fast-paced events and movement which often have to be performed reflexively.', 'Game GenresAction-adventure games Action-adventure games can be described in terms of a blend of the characteristics associated with both adventure and action games, i.e. often involving both exploration and puzzle solving alongside fast-paced action sequences.', 'Action games where the player is ""behind the eyes"" of the game character in a first-person perspective.']",4
action-adventure game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
platform game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games."", 'Traditionally, platform games were side-on 2D in perspective and very popular on earlier gaming platforms.']",2
fighting game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games."", '64- Tomb Raider- Prince of PersiaGame GenresFighting games In fighting games the player typically fights other players or the computer in some form of one-on-one combat.']",2
first-person shooter game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
real-time strategy game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games."", 'Warcraft- Age of EmpiresGame GenresTurn-based strategy games Turn-based games share similar aims to real-time strategy games although players take turns in much the same was as with many traditional board games.']",2
turn-based strategy game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
role playing game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
massively multiplayer online game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
stealth game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
survival horror game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
simulation game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games."", ' Other forms of simulation game aim to provide simulations of forms of management, e.g. football management games, city management (SimCity), railroading, etc.  ']",2
racing game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
sport game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
rythm game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
puzzle game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
board game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
educational game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
serious game,"[""Does this really matter?For some food for thought read Wittgenstein's Philosophical Investigations http://en.wikipedia.org/wiki/Philosophical_Investigationsadventure games; action games; action-adventure games; platform games; fighting games; first-person shooter games; real-time strategy games; turn-based strategy games; role playing games; massively multiplayer online games; stealth games; survival horror games; simulation games; racing games; sports games; rythm games; puzzle games; board games; educational games; serious games.""]",1
term,"['Games are often classified into genres, which purport to define games in terms of having a common style or set of characteristics, e.g. as defined in terms of perspective, gameplay, interaction, objective, etc.', 'Game GenresAction-adventure games Action-adventure games can be described in terms of a blend of the characteristics associated with both adventure and action games, i.e. often involving both exploration and puzzle solving alongside fast-paced action sequences.', ' Often characterised in terms of providing the player with flexibility in terms of character development, problem resolution, etc.']",5
a common style,"['Games are often classified into genres, which purport to define games in terms of having a common style or set of characteristics, e.g. as defined in terms of perspective, gameplay, interaction, objective, etc.']",1
set,"['Games are often classified into genres, which purport to define games in terms of having a common style or set of characteristics, e.g. as defined in terms of perspective, gameplay, interaction, objective, etc.']",1
characteristic,"['Games are often classified into genres, which purport to define games in terms of having a common style or set of characteristics, e.g. as defined in terms of perspective, gameplay, interaction, objective, etc.']",1
perspective,"['Games are often classified into genres, which purport to define games in terms of having a common style or set of characteristics, e.g. as defined in terms of perspective, gameplay, interaction, objective, etc.', 'Traditionally, platform games were side-on 2D in perspective and very popular on earlier gaming platforms.']",2
gameplay,"['Games are often classified into genres, which purport to define games in terms of having a common style or set of characteristics, e.g. as defined in terms of perspective, gameplay, interaction, objective, etc.']",1
interaction,"['Games are often classified into genres, which purport to define games in terms of having a common style or set of characteristics, e.g. as defined in terms of perspective, gameplay, interaction, objective, etc.']",1
objective,"['Games are often classified into genres, which purport to define games in terms of having a common style or set of characteristics, e.g. as defined in terms of perspective, gameplay, interaction, objective, etc.']",1
game genresadventure game,['Game GenresAdventure games'],1
the player,"['Typically the player is the protagonist of a story and in order to progress must solve puzzles.', '64- Tomb Raider- Prince of PersiaGame GenresFighting games In fighting games the player typically fights other players or the computer in some form of one-on-one combat.', 'Action games where the player is ""behind the eyes"" of the game character in a first-person perspective.', ' Often characterised in terms of providing the player with flexibility in terms of character development, problem resolution, etc.', 'Game GenresRacing games Racing games typically place the player behind the wheel and involve competing in a race against other drivers and/or time.', 'Rhythm games require the player to undertake some action (e.g. follow a sequence of movement or develop specific rhythms) in response to some stimulus (often music).', 'Game GenresPuzzle games Puzzle games often require the player to solve puzzles or problems and can involve the exercise of logic, memory, pattern matching, reaction time, etc.']",7
the protagonist,"['Typically the player is the protagonist of a story and in order to progress must solve puzzles.', 'Legend of Zelda- Jak 3- Metroid Prime 2Game GenresPlatform games aka platformers This genre often requires the protagonist to run and jump between surfaces (i.e. platforms) whilst avoiding game objects and the detrimental effects of gravity.']",2
a story,['Typically the player is the protagonist of a story and in order to progress must solve puzzles.'],1
order,['Typically the player is the protagonist of a story and in order to progress must solve puzzles.'],1
puzzle,"['Typically the player is the protagonist of a story and in order to progress must solve puzzles.', 'Game GenresAction-adventure games Action-adventure games can be described in terms of a blend of the characteristics associated with both adventure and action games, i.e. often involving both exploration and puzzle solving alongside fast-paced action sequences.', 'Game GenresPuzzle games Puzzle games often require the player to solve puzzles or problems and can involve the exercise of logic, memory, pattern matching, reaction time, etc.']",3
the puzzle,"['The puzzles can often involve manipulating and interacting with in-game objects, characters, etc.']",1
character,"['The puzzles can often involve manipulating and interacting with in-game objects, characters, etc.']",1
text-based adventure,"[""Text-based adventures and graphical Examples:- Zork- King's Quest - Grim Fandango - FahrenheitYou can play the original Zork at:http://thcnet.net/error/index.phpGame GenresAction games""]",1
graphical examples:- zork- king's quest-grim fandango,"[""Text-based adventures and graphical Examples:- Zork- King's Quest - Grim Fandango - FahrenheitYou can play the original Zork at:http://thcnet.net/error/index.phpGame GenresAction games""]",1
-fahrenheityou,"[""Text-based adventures and graphical Examples:- Zork- King's Quest - Grim Fandango - FahrenheitYou can play the original Zork at:http://thcnet.net/error/index.phpGame GenresAction games""]",1
the original zork,"[""Text-based adventures and graphical Examples:- Zork- King's Quest - Grim Fandango - FahrenheitYou can play the original Zork at:http://thcnet.net/error/index.phpGame GenresAction games""]",1
http://thcnet.net/error,"[""Text-based adventures and graphical Examples:- Zork- King's Quest - Grim Fandango - FahrenheitYou can play the original Zork at:http://thcnet.net/error/index.phpGame GenresAction games""]",1
a number,"['A number of other action-oriented genres can be broadly classified as belonging to this genre.', 'Although a number of FPS games also support third-person views.', 'F.E.A.R.Game GenresReal-time strategy (RTS) games RTS games typically defined a number of goals around resource collection, base and unit construction and engagement in combat with other players or computer opponents who also share similar goals.']",3
other action-oriented genre,['A number of other action-oriented genres can be broadly classified as belonging to this genre.'],1
this genre,"['A number of other action-oriented genres can be broadly classified as belonging to this genre.', 'Adventure on Atari 2600 can be considered as initially defining this genre.', 'Legend of Zelda- Jak 3- Metroid Prime 2Game GenresPlatform games aka platformers This genre often requires the protagonist to run and jump between surfaces (i.e. platforms) whilst avoiding game objects and the detrimental effects of gravity.', 'Notable examples of this genre include:-']",4
fast-paced event,['Action games are typified by fast-paced events and movement which often have to be performed reflexively.'],1
movement,"['Action games are typified by fast-paced events and movement which often have to be performed reflexively.', 'Rhythm games require the player to undertake some action (e.g. follow a sequence of movement or develop specific rhythms) in response to some stimulus (often music).']",2
pong,['Games such as Pong and Space Invaders initially defined the genre.'],1
space invader,['Games such as Pong and Space Invaders initially defined the genre.'],1
the genre,"['Games such as Pong and Space Invaders initially defined the genre.', 'The genre has declined in popularity in recent years, although some titles have successfully redefined the genre to include 3D environments.']",3
game genresaction-adventure game action-adventure game,"['Game GenresAction-adventure games Action-adventure games can be described in terms of a blend of the characteristics associated with both adventure and action games, i.e. often involving both exploration and puzzle solving alongside fast-paced action sequences.']",1
a blend,"['Game GenresAction-adventure games Action-adventure games can be described in terms of a blend of the characteristics associated with both adventure and action games, i.e. often involving both exploration and puzzle solving alongside fast-paced action sequences.']",1
the characteristic,"['Game GenresAction-adventure games Action-adventure games can be described in terms of a blend of the characteristics associated with both adventure and action games, i.e. often involving both exploration and puzzle solving alongside fast-paced action sequences.']",1
both adventure,"['Game GenresAction-adventure games Action-adventure games can be described in terms of a blend of the characteristics associated with both adventure and action games, i.e. often involving both exploration and puzzle solving alongside fast-paced action sequences.']",1
both exploration,"['Game GenresAction-adventure games Action-adventure games can be described in terms of a blend of the characteristics associated with both adventure and action games, i.e. often involving both exploration and puzzle solving alongside fast-paced action sequences.']",1
fast-paced action sequence,"['Game GenresAction-adventure games Action-adventure games can be described in terms of a blend of the characteristics associated with both adventure and action games, i.e. often involving both exploration and puzzle solving alongside fast-paced action sequences.']",1
adventure,['Adventure on Atari 2600 can be considered as initially defining this genre.'],1
other notable more recent ) example,['Other notable (more recent) examples include:-'],1
legend,['Legend of Zelda- Jak 3- Metroid Prime 2Game GenresPlatform games aka platformers This genre often requires the protagonist to run and jump between surfaces (i.e. platforms) whilst avoiding game objects and the detrimental effects of gravity.'],1
3- metroid prime 2game genresplatform game,['Legend of Zelda- Jak 3- Metroid Prime 2Game GenresPlatform games aka platformers This genre often requires the protagonist to run and jump between surfaces (i.e. platforms) whilst avoiding game objects and the detrimental effects of gravity.'],1
platformer,['Legend of Zelda- Jak 3- Metroid Prime 2Game GenresPlatform games aka platformers This genre often requires the protagonist to run and jump between surfaces (i.e. platforms) whilst avoiding game objects and the detrimental effects of gravity.'],1
surface,['Legend of Zelda- Jak 3- Metroid Prime 2Game GenresPlatform games aka platformers This genre often requires the protagonist to run and jump between surfaces (i.e. platforms) whilst avoiding game objects and the detrimental effects of gravity.'],1
game object,['Legend of Zelda- Jak 3- Metroid Prime 2Game GenresPlatform games aka platformers This genre often requires the protagonist to run and jump between surfaces (i.e. platforms) whilst avoiding game objects and the detrimental effects of gravity.'],1
the detrimental effect,['Legend of Zelda- Jak 3- Metroid Prime 2Game GenresPlatform games aka platformers This genre often requires the protagonist to run and jump between surfaces (i.e. platforms) whilst avoiding game objects and the detrimental effects of gravity.'],1
gravity,['Legend of Zelda- Jak 3- Metroid Prime 2Game GenresPlatform games aka platformers This genre often requires the protagonist to run and jump between surfaces (i.e. platforms) whilst avoiding game objects and the detrimental effects of gravity.'],1
side,"['Traditionally, platform games were side-on 2D in perspective and very popular on earlier gaming platforms.']",1
early gaming platform,"['Traditionally, platform games were side-on 2D in perspective and very popular on earlier gaming platforms.']",1
popularity,"['The genre has declined in popularity in recent years, although some titles have successfully redefined the genre to include 3D environments.']",1
recent year,"['The genre has declined in popularity in recent years, although some titles have successfully redefined the genre to include 3D environments.']",1
some title,"['The genre has declined in popularity in recent years, although some titles have successfully redefined the genre to include 3D environments.']",1
3d environment,"['The genre has declined in popularity in recent years, although some titles have successfully redefined the genre to include 3D environments.']",1
exemplos:- pitfall,[' Exemplos:- Pitfall! -'],1
super mario,['Super Mario Bros- Sonic the Hedgehog - Super Mario'],1
the hedgehog-super mario,['Super Mario Bros- Sonic the Hedgehog - Super Mario'],1
raider- prince,['64- Tomb Raider- Prince of PersiaGame GenresFighting games In fighting games the player typically fights other players or the computer in some form of one-on-one combat.'],1
persiagame genresfighting game,['64- Tomb Raider- Prince of PersiaGame GenresFighting games In fighting games the player typically fights other players or the computer in some form of one-on-one combat.'],1
other player,"['64- Tomb Raider- Prince of PersiaGame GenresFighting games In fighting games the player typically fights other players or the computer in some form of one-on-one combat.', 'F.E.A.R.Game GenresReal-time strategy (RTS) games RTS games typically defined a number of goals around resource collection, base and unit construction and engagement in combat with other players or computer opponents who also share similar goals.', ""Baldur's Gate- Wasteland- Neverwinter Nights- Elder Scrolls OblivionGame GenresMassively multiplayer online role-playing games (MMRPGs) Typically a RPG set in a persistent virtual world populated by thousands of other players.""]",3
the computer,['64- Tomb Raider- Prince of PersiaGame GenresFighting games In fighting games the player typically fights other players or the computer in some form of one-on-one combat.'],1
some form,['64- Tomb Raider- Prince of PersiaGame GenresFighting games In fighting games the player typically fights other players or the computer in some form of one-on-one combat.'],1
one-on-one combat,['64- Tomb Raider- Prince of PersiaGame GenresFighting games In fighting games the player typically fights other players or the computer in some form of one-on-one combat.'],1
notable classic,['Notable classics include:- Double Dragon- Mortal Kombat- Street Fighter  '],1
more recent rendition,['More recent renditions include:- Virtua Fighter-'],1
genresfirst-person,['TekkenGame GenresFirst-person shooter (FPS) games'],1
shooter,['TekkenGame GenresFirst-person shooter (FPS) games'],1
fps,['TekkenGame GenresFirst-person shooter (FPS) games'],1
the eye,"['Action games where the player is ""behind the eyes"" of the game character in a first-person perspective.']",1
the game character,"['Action games where the player is ""behind the eyes"" of the game character in a first-person perspective.']",1
a first-person perspective,"['Action games where the player is ""behind the eyes"" of the game character in a first-person perspective.']",1
