Genres_07_nouns.csv
Unique nouns: 252, Total nouns: 522
Total time: Uncomputed,Cost per noun: Uncomputed
corner,"['A 1981 catalog for the Atari VCS uses 8 headings: Skill Gallery, Space Station, Classics Corner, Adventure Territory, Race Track, Sports Arena, Combat Zone, and Learning Center.']",1
adventure,"['A 1981 catalog for the Atari VCS uses 8 headings: Skill Gallery, Space Station, Classics Corner, Adventure Territory, Race Track, Sports Arena, Combat Zone, and Learning Center.', '[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.', 'For example, the seminal text adventure game Colossal Cave Adventure directly inspired the Atari VCS game Adventure , but incorporating joystick control as in an action game rather than typed commands.', 'Adventure served as the prototype of the action-adventure game genre that would be popularized by The Legend of Zelda .']",7
territory,"['A 1981 catalog for the Atari VCS uses 8 headings: Skill Gallery, Space Station, Classics Corner, Adventure Territory, Race Track, Sports Arena, Combat Zone, and Learning Center.']",1
race,"['A 1981 catalog for the Atari VCS uses 8 headings: Skill Gallery, Space Station, Classics Corner, Adventure Territory, Race Track, Sports Arena, Combat Zone, and Learning Center.']",1
track,"['A 1981 catalog for the Atari VCS uses 8 headings: Skill Gallery, Space Station, Classics Corner, Adventure Territory, Race Track, Sports Arena, Combat Zone, and Learning Center.']",1
sports,"['A 1981 catalog for the Atari VCS uses 8 headings: Skill Gallery, Space Station, Classics Corner, Adventure Territory, Race Track, Sports Arena, Combat Zone, and Learning Center.', '[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.']",2
arena,"['A 1981 catalog for the Atari VCS uses 8 headings: Skill Gallery, Space Station, Classics Corner, Adventure Territory, Race Track, Sports Arena, Combat Zone, and Learning Center.']",1
combat,"['A 1981 catalog for the Atari VCS uses 8 headings: Skill Gallery, Space Station, Classics Corner, Adventure Territory, Race Track, Sports Arena, Combat Zone, and Learning Center.']",1
zone,"['A 1981 catalog for the Atari VCS uses 8 headings: Skill Gallery, Space Station, Classics Corner, Adventure Territory, Race Track, Sports Arena, Combat Zone, and Learning Center.']",1
learning,"['A 1981 catalog for the Atari VCS uses 8 headings: Skill Gallery, Space Station, Classics Corner, Adventure Territory, Race Track, Sports Arena, Combat Zone, and Learning Center.']",1
center,"['A 1981 catalog for the Atari VCS uses 8 headings: Skill Gallery, Space Station, Classics Corner, Adventure Territory, Race Track, Sports Arena, Combat Zone, and Learning Center.']",1
classic,"['[5] (""Classics"", in this case, refers to chess and checkers.)']",1
case,"['[5] (""Classics"", in this case, refers to chess and checkers.)']",1
chess,"['[5] (""Classics"", in this case, refers to chess and checkers.)']",1
checker,"['[5] (""Classics"", in this case, refers to chess and checkers.)']",1
tom,"[""In Tom Hirschfeld's 1981 book How to Master the Video Games , he divides the games into broad categories in the table of contents: Space Invaders -type, Asteroids -type, maze, reflex, and miscellaneous.""]",1
hirschfeld,"[""In Tom Hirschfeld's 1981 book How to Master the Video Games , he divides the games into broad categories in the table of contents: Space Invaders -type, Asteroids -type, maze, reflex, and miscellaneous.""]",1
master,"[""In Tom Hirschfeld's 1981 book How to Master the Video Games , he divides the games into broad categories in the table of contents: Space Invaders -type, Asteroids -type, maze, reflex, and miscellaneous.""]",1
games,"[""In Tom Hirschfeld's 1981 book How to Master the Video Games , he divides the games into broad categories in the table of contents: Space Invaders -type, Asteroids -type, maze, reflex, and miscellaneous."", '[17] The same term was used by the US and UK press in 1983, including magazines Electronic Games and TV Gamer.']",2
table,"[""In Tom Hirschfeld's 1981 book How to Master the Video Games , he divides the games into broad categories in the table of contents: Space Invaders -type, Asteroids -type, maze, reflex, and miscellaneous.""]",1
content,"[""In Tom Hirschfeld's 1981 book How to Master the Video Games , he divides the games into broad categories in the table of contents: Space Invaders -type, Asteroids -type, maze, reflex, and miscellaneous.""]",1
invaders,"[""In Tom Hirschfeld's 1981 book How to Master the Video Games , he divides the games into broad categories in the table of contents: Space Invaders -type, Asteroids -type, maze, reflex, and miscellaneous."", '[7] Though one could state that Space Invaders is a science fiction video game, author Mark J.P. Wolf wrote that such a classification ""ignores the fundamental differences and similarities which are to be found in the player\'s experience of the game"".', 'The platform game genre started off as ""climbing games"", based on Steve Bloom\'s 1982 book Video Invaders, as they were inspired by games like Donkey Kong that featured ladders and jumping.']",3
-type,"[""In Tom Hirschfeld's 1981 book How to Master the Video Games , he divides the games into broad categories in the table of contents: Space Invaders -type, Asteroids -type, maze, reflex, and miscellaneous.""]",2
asteroids,"[""In Tom Hirschfeld's 1981 book How to Master the Video Games , he divides the games into broad categories in the table of contents: Space Invaders -type, Asteroids -type, maze, reflex, and miscellaneous.""]",1
maze,"[""In Tom Hirschfeld's 1981 book How to Master the Video Games , he divides the games into broad categories in the table of contents: Space Invaders -type, Asteroids -type, maze, reflex, and miscellaneous.""]",1
correspond,['[6] The first two of these correspond to the still-used genres of fixed shooter and multidirectional shooter .'],1
genre,"['[6] The first two of these correspond to the still-used genres of fixed shooter and multidirectional shooter .', 'To assure they would get these licenses, console developers tended to stay with gameplay of previously published games for that console, thus causing groups of games within the same genre to grow.', '[2] [13] Subsequently, retailers displayed games grouped by genres, and market research firms found that players had preferences for certain types over others, based on region, and developers could plan out future strategies through this.', 'Targeting high-value, low-risk video game genres were key for some publishers, and small and independent developers were typically forced to compete by abandoning more experimental gameplay and settling into the same genres used by larger publishers.', '[2]\n\nAs hardware capabilities have increased, new genres have become possible, with examples being increased memory , the move from 2D to 3D, new peripherals , online functionalities, and location-based mechanics.', '[14] Through indie games, a revival of experimental gameplay had emerged, and several new genres have emerged since then.', 'The use of ""Doom clone"" (red) versus ""first-person shooter"" (blue) over time\n\nDue to ""direct and active participation"" of the player, video game genres differ from literary and film genres .', '[1]\n\nLike film genres, the names of video game genres have come about generally as a common understanding between the audience and the producers.', '[7] Descriptive names of genres take into account the goals of the game, the protagonist and even the perspective offered to the player.', '[15] Whereas "" shooter game "" is a genre name, ""first-person shooter"" and "" third-person shooter "" are common subgenres of the shooter genre.', '\n\nGenre names are not fixed and may change over time because of the nature of audience-producer agreement on genre naming.', 'The platform game genre started off as ""climbing games"", based on Steve Bloom\'s 1982 book Video Invaders, as they were inspired by games like Donkey Kong that featured ladders and jumping.', '[20] [21]\n\nNew genres emerge continuously throughout the history of video games, often due to the cross-pollination of ideas borrowed from different games into new ones.', 'Adventure served as the prototype of the action-adventure game genre that would be popularized by The Legend of Zelda .', '[22]\n\nThe target audience, underlying theme or purpose of a game are sometimes used as a genre identifier, such as with "" Christian game "" and "" serious game "" respectively.', 'However, because these terms do not indicate anything about the gameplay of a video game, these are not considered genres.', '[2]\n\nMain article: List of video game genres\n\nVideo game genres vary in specificity, with popular video game reviews using genre names varying from "" action "" to ""baseball"".', '[23]\n\nA game may combine aspects of multiple genres in such a way that it becomes hard to classify under existing genres.', '[24]\n\nElements of the role-playing genre, which focuses on storytelling and character growth, have been implemented in many different genres of video games.', '[25]\n\nIn addition to gameplay elements, some games may be categorized by other schemes, such are typically not used as genres: [1]\n\nBy platform: generally to the nature of the computer hardware that the game is played on and not the specific branding.', 'This would include game genres like mobile games for smartphone , tablet computers , or other similar portable devices; and browser games that can be played in a web browser .', 'According to some analysts, the percentage of each broad genre in the best-selling physical games worldwide is broken down as follows.', '[26] [27] [28]\n\nGenre']",31
shooter,"['[6] The first two of these correspond to the still-used genres of fixed shooter and multidirectional shooter .', 'The use of ""Doom clone"" (red) versus ""first-person shooter"" (blue) over time\n\nDue to ""direct and active participation"" of the player, video game genres differ from literary and film genres .', 'For example, a first-person shooter is a game that is played from a first-person perspective and involves the practice of shooting.', '[15] Whereas "" shooter game "" is a genre name, ""first-person shooter"" and "" third-person shooter "" are common subgenres of the shooter genre.', '[18] [19] First-person shooters were originally known as ""Doom clones"" in the years following 1993\'s Doom , while the term ""first-person shooters"" became more common by around 2000.']",8
chris,['\n\nChris Crawford attempted to classify video games in his 1984 book The Art of Computer Game Design .'],1
crawford,"['\n\nChris Crawford attempted to classify video games in his 1984 book The Art of Computer Game Design .', ""Crawford primarily focused on the player's experience and activities required for gameplay.""]",2
art,['\n\nChris Crawford attempted to classify video games in his 1984 book The Art of Computer Game Design .'],1
computer,"['\n\nChris Crawford attempted to classify video games in his 1984 book The Art of Computer Game Design .', '[7] He wrote, ""the state of computer game design is changing quickly.', '[2]\n\nWith the industry expanding in the 1990s and budgets for video games began growing, large publishers like Electronic Arts began to form to handle the marketing and publication of games, both for consoles and personal computers.', '[25]\n\nIn addition to gameplay elements, some games may be categorized by other schemes, such are typically not used as genres: [1]\n\nBy platform: generally to the nature of the computer hardware that the game is played on and not the specific branding.', 'This would include game genres like mobile games for smartphone , tablet computers , or other similar portable devices; and browser games that can be played in a web browser .', 'Identification of the type of hardware a game is played on implied certain limits to the type of gameplay that is available; a mobile game will typically lack as much action compared to a game playable on a home console or computer due to limitations on player input.']",6
design,"['\n\nChris Crawford attempted to classify video games in his 1984 book The Art of Computer Game Design .', '[7] He wrote, ""the state of computer game design is changing quickly.']",2
player,"[""Crawford primarily focused on the player's experience and activities required for gameplay."", '[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.', '[2] [13] Subsequently, retailers displayed games grouped by genres, and market research firms found that players had preferences for certain types over others, based on region, and developers could plan out future strategies through this.', 'The use of ""Doom clone"" (red) versus ""first-person shooter"" (blue) over time\n\nDue to ""direct and active participation"" of the player, video game genres differ from literary and film genres .', '[7] Though one could state that Space Invaders is a science fiction video game, author Mark J.P. Wolf wrote that such a classification ""ignores the fundamental differences and similarities which are to be found in the player\'s experience of the game"".', '[7] Descriptive names of genres take into account the goals of the game, the protagonist and even the perspective offered to the player.', 'Identification of the type of hardware a game is played on implied certain limits to the type of gameplay that is available; a mobile game will typically lack as much action compared to a game playable on a home console or computer due to limitations on player input.', 'By mode: referring to whether a game is single player , multiplayer , or variations on that, including massively multiplayer online (MMO) games, cooperative games , player versus environment (PvE) or player versus player (PvP) games, and so forth.']",11
experience,"[""Crawford primarily focused on the player's experience and activities required for gameplay."", '[7] Though one could state that Space Invaders is a science fiction video game, author Mark J.P. Wolf wrote that such a classification ""ignores the fundamental differences and similarities which are to be found in the player\'s experience of the game"".', 'This is because the addition of a story and character enhancement to an action, strategy or puzzle video game does not take away from its core gameplay, but adds an incentive other than survival to the experience.']",3
activity,"[""Crawford primarily focused on the player's experience and activities required for gameplay.""]",1
gameplay,"[""Crawford primarily focused on the player's experience and activities required for gameplay."", 'To assure they would get these licenses, console developers tended to stay with gameplay of previously published games for that console, thus causing groups of games within the same genre to grow.', 'Targeting high-value, low-risk video game genres were key for some publishers, and small and independent developers were typically forced to compete by abandoning more experimental gameplay and settling into the same genres used by larger publishers.', '[2] Experimental gameplay from indie game development drew more attention in the late 2000s and 2010s aided by independent digital distribution, as large publishers focused on triple-A titles were extremely risk-averse.', '[14] Through indie games, a revival of experimental gameplay had emerged, and several new genres have emerged since then.', 'However, because these terms do not indicate anything about the gameplay of a video game, these are not considered genres.', 'This is because the addition of a story and character enhancement to an action, strategy or puzzle video game does not take away from its core gameplay, but adds an incentive other than survival to the experience.', '[25]\n\nIn addition to gameplay elements, some games may be categorized by other schemes, such are typically not used as genres: [1]\n\nBy platform: generally to the nature of the computer hardware that the game is played on and not the specific branding.', 'Identification of the type of hardware a game is played on implied certain limits to the type of gameplay that is available; a mobile game will typically lack as much action compared to a game playable on a home console or computer due to limitations on player input.']",9
state,"['[7] He wrote, ""the state of computer game design is changing quickly.']",1
taxonomy,"['We would therefore expect the taxonomy presented [in this book] to become obsolete or inadequate in a short time.""']",1
time,"['We would therefore expect the taxonomy presented [in this book] to become obsolete or inadequate in a short time.""', '[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.', 'The use of ""Doom clone"" (red) versus ""first-person shooter"" (blue) over time\n\nDue to ""direct and active participation"" of the player, video game genres differ from literary and film genres .', '[16] Other examples of such prefixes are real-time , turn based , top-down and side-scrolling .', '\n\nGenre names are not fixed and may change over time because of the nature of audience-producer agreement on genre naming.']",5
nintendo,"['[8]\n\nNintendo , in bringing its Famicom system into the North American market as the Nintendo Entertainment System in 1985, looked to avoid the issues with loss of publishing control that had led to the 1983 video game crash and to prevent unauthorized games from being released for the system.', '[9] To solve this, Nintendo required approval of all games for the NES.', '[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.', '[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",6
famicom,"['[8]\n\nNintendo , in bringing its Famicom system into the North American market as the Nintendo Entertainment System in 1985, looked to avoid the issues with loss of publishing control that had led to the 1983 video game crash and to prevent unauthorized games from being released for the system.']",1
system,"['[8]\n\nNintendo , in bringing its Famicom system into the North American market as the Nintendo Entertainment System in 1985, looked to avoid the issues with loss of publishing control that had led to the 1983 video game crash and to prevent unauthorized games from being released for the system.', '[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.', '[11] [12]\n\nConsoles manufacturers that followed the NES followed similar behavior in requiring licenses to develop games for their systems.']",5
market,"['[8]\n\nNintendo , in bringing its Famicom system into the North American market as the Nintendo Entertainment System in 1985, looked to avoid the issues with loss of publishing control that had led to the 1983 video game crash and to prevent unauthorized games from being released for the system.', '[2] [13] Subsequently, retailers displayed games grouped by genres, and market research firms found that players had preferences for certain types over others, based on region, and developers could plan out future strategies through this.']",2
entertainment,"['[8]\n\nNintendo , in bringing its Famicom system into the North American market as the Nintendo Entertainment System in 1985, looked to avoid the issues with loss of publishing control that had led to the 1983 video game crash and to prevent unauthorized games from being released for the system.', '[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",2
issue,"['[8]\n\nNintendo , in bringing its Famicom system into the North American market as the Nintendo Entertainment System in 1985, looked to avoid the issues with loss of publishing control that had led to the 1983 video game crash and to prevent unauthorized games from being released for the system.']",1
loss,"['[8]\n\nNintendo , in bringing its Famicom system into the North American market as the Nintendo Entertainment System in 1985, looked to avoid the issues with loss of publishing control that had led to the 1983 video game crash and to prevent unauthorized games from being released for the system.']",1
publishing,"['[8]\n\nNintendo , in bringing its Famicom system into the North American market as the Nintendo Entertainment System in 1985, looked to avoid the issues with loss of publishing control that had led to the 1983 video game crash and to prevent unauthorized games from being released for the system.']",1
control,"['[8]\n\nNintendo , in bringing its Famicom system into the North American market as the Nintendo Entertainment System in 1985, looked to avoid the issues with loss of publishing control that had led to the 1983 video game crash and to prevent unauthorized games from being released for the system.', 'For example, the seminal text adventure game Colossal Cave Adventure directly inspired the Atari VCS game Adventure , but incorporating joystick control as in an action game rather than typed commands.']",2
crash,"['[8]\n\nNintendo , in bringing its Famicom system into the North American market as the Nintendo Entertainment System in 1985, looked to avoid the issues with loss of publishing control that had led to the 1983 video game crash and to prevent unauthorized games from being released for the system.']",1
approval,"['[9] To solve this, Nintendo required approval of all games for the NES.']",1
nes,"['[9] To solve this, Nintendo required approval of all games for the NES.', '[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.', '[11] [12]\n\nConsoles manufacturers that followed the NES followed similar behavior in requiring licenses to develop games for their systems.']",3
series,"['[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.', '[10] By the time of the Game Boy and Super Nintendo Entertainment System , Nintendo had retired the Arcade, Light-Gun, Robot, Programmable, and Educational series, but added in classifications for RPG & Simulation and Puzzle games.']",3
action,"['[2] To support this, Nintendo classified games into eight major series: Adventure, Action, Sports, Light-Gun, Programmable, Arcade, Robot, and Educational; the series description appeared on early ""black box"" covers and subsequently used in the NES Player\'s Guide.', 'For example, the seminal text adventure game Colossal Cave Adventure directly inspired the Atari VCS game Adventure , but incorporating joystick control as in an action game rather than typed commands.', 'Adventure served as the prototype of the action-adventure game genre that would be popularized by The Legend of Zelda .', '[2]\n\nMain article: List of video game genres\n\nVideo game genres vary in specificity, with popular video game reviews using genre names varying from "" action "" to ""baseball"".', 'This is because the addition of a story and character enhancement to an action, strategy or puzzle video game does not take away from its core gameplay, but adds an incentive other than survival to the experience.', 'Identification of the type of hardware a game is played on implied certain limits to the type of gameplay that is available; a mobile game will typically lack as much action compared to a game playable on a home console or computer due to limitations on player input.']",6
