VideoGameGenres_01_nouns.csv
Unique nouns: 721, Total nouns: 1477
Total time: Uncomputed,Cost per noun: Uncomputed
culture,"['\n\nThe gaming industry is considered to be one of the most exciting industries in tech because of its importance to culture, entertainment and technological advancement.', 'Its importance to culture, social networking and entertainment cannot be understated.']",4
entertainment,"['\n\nThe gaming industry is considered to be one of the most exciting industries in tech because of its importance to culture, entertainment and technological advancement.', '\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.', 'Its importance to culture, social networking and entertainment cannot be understated.', 'The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.', 'The gaming industry of today is a $200 billion behemoth that is constantly pushing the boundaries of technology and entertainment.', '\n\nGaming Equipment + Technology\n\nAdvances in technology have made it possible to game from pretty much everywhere- including your phone- which is becoming one of the most popular forms of entertainment on the planet.', 'Gaming consoles are truly pushing the limits of consumer entertainment technology.', 'Games like Fortnite, League of Legends and Minecraft have made gaming one of the most popular forms of entertainment in the world today.']",16
advancement,"['\n\nThe gaming industry is considered to be one of the most exciting industries in tech because of its importance to culture, entertainment and technological advancement.']",2
the gaming industry,"['\n\nThe gaming industry is considered to be one of the most exciting industries in tech because of its importance to culture, entertainment and technological advancement.', '\n\nGaming Industry Overview\n\nThe gaming industry is arguably one of the most important and innovative sectors in tech today.', ""\n\nNobody could imagine what the gaming industry would blossom into when they were messing around with Pong joysticks in their basements and competing against their friends for the highest Pac-Man scores in the 1970s and '80s."", 'The gaming industry of today is a $200 billion behemoth that is constantly pushing the boundaries of technology and entertainment.', '\n\nStreaming has also been a massive success for the gaming industry and gamers alike.', 'The meteoric rise of the gaming industry is just getting started.', 'Still in its infancy, quantum computing has the ability to completely upend the gaming industry (and world) as we know it.', 'These computers dwarf anything that computers can do now, and this technology is primed to make an impact in the gaming industry.', 'These computers also fix a huge problem currently plaguing the gaming industry; predictability.', '\n\nMobile Gaming\n\nMobile gaming makes up about 45% of the total market share of the gaming industry with almost one-third of the entire global population having played a gaming app in 2019.', '\n\nVideo Game Programmer\n\nVideo game programmers are some of the most sought-after individuals in the gaming industry.', 'However, these testers need to have an eye for details, a tolerance for repetition and an intense passion for the gaming industry.']",12
the most exciting industries,"['\n\nThe gaming industry is considered to be one of the most exciting industries in tech because of its importance to culture, entertainment and technological advancement.']",1
its importance,"['\n\nThe gaming industry is considered to be one of the most exciting industries in tech because of its importance to culture, entertainment and technological advancement.', 'Its importance to culture, social networking and entertainment cannot be understated.']",2
pc,"['PC, console and mobile gaming companies are using the latest in tech to bring their games to the screens of more than two billion people all over the globe.', 'Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.', '\n\nPC Gaming', 'PCs have had a meteoric rise in gameplay with more than 1.2 billion people using computers as their gaming tool of choice.', 'Gaming PCs have their own dedicated RAM space, GPUs and cooling systems that help to efficiently run games in real-time.', 'The job outlook for game design looks really steady because of the enormous rise in console, PC and mobile gaming.']",8
console,"['PC, console and mobile gaming companies are using the latest in tech to bring their games to the screens of more than two billion people all over the globe.', 'Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', 'The battle over console gaming is being waged by Microsoft (Xbox), Sony (Playstation) and Nintendo, with Google acting as a new competitor with their cloud-based gaming platform, Stadia .', 'These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.', ""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection."", '\n\nGaming Equipment + Technology\n\nConsole Gaming\n\nConsole gaming is the original (and probably most well-known) form of digital gaming.', 'In the early days, Nintendo and Sega dominated the market for consoles.', 'Today, Xbox and Playstation have become the two most popular consoles, offering millions of players the ability to experience the latest in gaming technology.', 'Consoles have been a good indicator of the tech market as a whole.', 'In the beginning, consoles were simple joysticks just technologically-ept enough to run simple games like Pong.', 'Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.', 'Gaming consoles are truly pushing the limits of consumer entertainment technology.', 'Play on your phone, iPad or console.', ""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation."", 'Instead of having to strap on a headset or pop a disc into a console, mobile gaming allows us to play wherever we go and whenever we want.', 'The job outlook for game design looks really steady because of the enormous rise in console, PC and mobile gaming.']",19
company,"['PC, console and mobile gaming companies are using the latest in tech to bring their games to the screens of more than two billion people all over the globe.', '\n\nTop Gaming Companies Hiring Now\n\nThese gaming companies have plenty of open jobs available right now.', '\n\nView Companies']",4
game,"['PC, console and mobile gaming companies are using the latest in tech to bring their games to the screens of more than two billion people all over the globe.', ""These simple games would turn out to be the bedrock of today's gaming industry and instant cultural phenomena."", 'Not only do we have the continuous advent of new consoles, PCs and devices that are putting us right into the game, but we also have the opportunity to watch some of the best gamers in the world compete in the e-sports arena and online through streaming platforms like Twitch and Mixer.', ""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection."", 'Additionally, PC gaming has opened up a world of opportunities for gamers who are looking for extra ease-of-use and dexterity when casually playing (or competing) their favorite games.', 'Platforms, like Twitch and Youtube Gaming give individual gamers the opportunity to livestream their in-game play to subscribers all over the world.', 'There is a game and a way to play for almost every human, which makes gaming one of the most beloved industries in the world.', 'In the beginning, consoles were simple joysticks just technologically-ept enough to run simple games like Pong.', 'Gaming PCs have their own dedicated RAM space, GPUs and cooling systems that help to efficiently run games in real-time.', 'These bulked-up computers can handle graphically demanding games and can even make it easier for streamers who need a reliable system to manage gaming at a high level and livestreaming their gameplay at the same time.', 'Games like Fortnite, League of Legends and Minecraft have made gaming one of the most popular forms of entertainment in the world today.', 'Who wants to play a game where they know exactly what happens?', '\n\nCloud Gaming\n\nCloud gaming is the newest type of video game technology making headlines.', 'You scroll through a library of games, choose which game you want and automatically start playing the game.', '\n\nVR is changing the way we experience video games.', ""Instead of playing from a third person point-of-view, VR drops people into computer-generated environments to make them feel like they're actually part of the game."", ""\n\nWhether our reality is augmented or virtual, it's clear to see that technology is ushering in a completely new way to participate in, and enjoy, video games."", ""It's easily accessible and has games for every type of gamer."", ""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games."", 'The mobile gaming industry is poised for continual growth as investments in mobile gaming startups have skyrocketed, and creativity opens up avenues for more gamers to enjoy different types of exciting games.', '\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.', ""\n\nPopular Gaming Jobs\n\nVideo Game Designer\n\nThat incredibly intricate, expansive and beautifully-designed game you're playing didn't just appear out of thin air."", 'It took a team of extraordinarily talented video game designers months, even years, to create all the dimensions that a user encounters when playing a game.', 'These designers go through several prototypes of the game before rendering the final, customer-facing version.', 'This requires an ability to be focused and resilient, as well as, an extensive background knowledge of game design techniques, tools and skills.', ""\n\nGame design, especially at the highest level, usually requires a bachelor's or master's degree with a vast knowledge in everything from 3D animation to graphic design and even physics."", 'The job outlook for game design looks really steady because of the enormous rise in console, PC and mobile gaming.', 'The job market for game designers is expected to grow by almost 10% over the next six years.', '\n\nVideo Game Programmer\n\nVideo game programmers are some of the most sought-after individuals in the gaming industry.', 'A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.', ""Most game programmers usually have at least a bachelor's degree, but all need a vast competence of C++ (and other languages) in order to thrive."", 'The market forecast for video game programmers looks strong with a projected job growth of 21% by 2028.', ""Job growth isn't the only positive aspect about being a game programmer."", 'The median salary for video game programmers is more than $103,000 annually, putting programmers up there with some of the most well-paid positions in the US.', '\n\nVideo Game Animator', ""You can't have a high quality game without video game animators."", 'Game animators combine technology and art to create the interactive images and sequences that help tell the story of the game.', ""Animators work closely with designers and programmers to make sure that a game's environment interacts in a way that is natural, fun and helps to progress the game."", 'The video game animation field is projected to grow by about 4% over the next six years.', '\n\nVideo Game Testing and Quality Assurance (QA)', '\n\nGetting paid to play video games might be the ultimate dream job.', 'Luckily, video game testers (better known as video game quality assurance testers) get paid to play, but more importantly, break, video games.', 'Game QA testers push the work of designers, programmers and animators to the limits to ensure that games are free of bugs and allow for gamers to have the freedom to explore in these virtual environments.', 'Testers usually run through what is called matrix testing, where they have to test every permutation and combination of events that could possibly happen in a game to ensure that nothing can break it.', 'There are really no essential educational credentials to have when it comes to QA testing video games.', 'Video game testers are in demand right now (especially in mobile gaming) due to the rapid increase of games being produced.', 'On average, lead video game QA testers make around $55,000 annually.']",59
screen,"['PC, console and mobile gaming companies are using the latest in tech to bring their games to the screens of more than two billion people all over the globe.', '\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.', 'Now, consoles, like the new Xbox Series X, have specially designed microchips that process images and power as efficiently as possible, all the while, being designed for 8K television screens.']",3
people,"['PC, console and mobile gaming companies are using the latest in tech to bring their games to the screens of more than two billion people all over the globe.', 'The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.', 'By 2020, e-sports is projected to have a viewership of more than 70 million people for a final.', 'PCs have had a meteoric rise in gameplay with more than 1.2 billion people using computers as their gaming tool of choice.', ""Instead of playing from a third person point-of-view, VR drops people into computer-generated environments to make them feel like they're actually part of the game."", ""It's recently taken over television as the preferred choice of leisure activity with people spending more than 6.5 hours per week on mobile games."", ""They're the people who bring a designer's work to life through a code.""]",9
globe,"['PC, console and mobile gaming companies are using the latest in tech to bring their games to the screens of more than two billion people all over the globe.', 'The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.']",2
"pc, console and mobile gaming companies","['PC, console and mobile gaming companies are using the latest in tech to bring their games to the screens of more than two billion people all over the globe.']",1
their games,"['PC, console and mobile gaming companies are using the latest in tech to bring their games to the screens of more than two billion people all over the globe.', ""Traditional console makers, like Microsoft, will start to compete with Stadia and Amazon's super-secret cloud gaming platform to make their games available to those anywhere with any decent internet connection.""]",2
the screens,"['PC, console and mobile gaming companies are using the latest in tech to bring their games to the screens of more than two billion people all over the globe.']",1
more than two billion people,"['PC, console and mobile gaming companies are using the latest in tech to bring their games to the screens of more than two billion people all over the globe.', 'The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.']",2
the globe,"['PC, console and mobile gaming companies are using the latest in tech to bring their games to the screens of more than two billion people all over the globe.', 'The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.']",2
overview,"['\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.', '\n\nGaming Industry Overview\n\nThe gaming industry is arguably one of the most important and innovative sectors in tech today.']",3
popular,"['\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.', '\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.', ""\n\nPopular Gaming Jobs\n\nVideo Game Designer\n\nThat incredibly intricate, expansive and beautifully-designed game you're playing didn't just appear out of thin air.""]",3
jobs,"['\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.', '\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.', ""\n\nPopular Gaming Jobs\n\nVideo Game Designer\n\nThat incredibly intricate, expansive and beautifully-designed game you're playing didn't just appear out of thin air.""]",3
boundary,"['\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.', 'The gaming industry of today is a $200 billion behemoth that is constantly pushing the boundaries of technology and entertainment.', 'These consoles are pushing the absolute boundaries of technology by offering gamers state-of-the-art graphics, speeds and processing powers.']",3
experience,"['\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.', 'Cloud-based gaming platforms, like Google Stadia, are making the whole gaming experience seamless and easy to play from anywhere at any time.', 'A designer with more than five years of experience can make an average of $90,270 a year.', 'Those who have 2-4 years of experience are seeing a median salary of $72,520.']",6
gaming industry overview,"['\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.', '\n\nGaming Industry Overview\n\nThe gaming industry is arguably one of the most important and innovative sectors in tech today.']",3
popular gaming jobs,"['\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.', '\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.']",2
the boundaries,"['\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.', 'The gaming industry of today is a $200 billion behemoth that is constantly pushing the boundaries of technology and entertainment.']",2
a totally immersive experience,['\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.'],1
anything,"['\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.', 'These computers dwarf anything that computers can do now, and this technology is primed to make an impact in the gaming industry.']",2
a screen,['\n\nGaming Industry Overview\n\nPopular Gaming Jobs\n\nGaming Industry Overview\n\nGaming is pushing the boundaries of entertainment by providing a totally immersive experience across anything that has a screen.'],1
sector,"['\n\nGaming Industry Overview\n\nThe gaming industry is arguably one of the most important and innovative sectors in tech today.', ""Born from humble beginnings, today's gaming sector is ready to take on any other in tech for the title of the most innovative industry."", '\n\nQuantum computing is a sector to look out for when it comes to gaming.']",3
today,"['\n\nGaming Industry Overview\n\nThe gaming industry is arguably one of the most important and innovative sectors in tech today.', ""These simple games would turn out to be the bedrock of today's gaming industry and instant cultural phenomena."", 'The gaming industry of today is a $200 billion behemoth that is constantly pushing the boundaries of technology and entertainment.', '\n\nThe gaming wars of today are just heating up.', ""Born from humble beginnings, today's gaming sector is ready to take on any other in tech for the title of the most innovative industry."", 'Today, Xbox and Playstation have become the two most popular consoles, offering millions of players the ability to experience the latest in gaming technology.', 'Games like Fortnite, League of Legends and Minecraft have made gaming one of the most popular forms of entertainment in the world today.']",9
the most important and innovative sectors,['\n\nGaming Industry Overview\n\nThe gaming industry is arguably one of the most important and innovative sectors in tech today.'],1
networking,"['Its importance to culture, social networking and entertainment cannot be understated.']",1
social networking,"['Its importance to culture, social networking and entertainment cannot be understated.']",1
term,"['The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.']",1
hollywood,"['The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.']",2
movie,"['The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.']",1
awe,"['The term ""entertainment industry"" is no longer reserved for Hollywood and the movie industry because gaming is now providing one of the most immersive and awe-inspiring forms of entertainment to more than two billion people around the globe.']",1
