737_Pilot_Operating_Manual_nouns.csv
Unique nouns: 1302, Total nouns: 32999
Total time: 1946.541 sec,Cost per noun: 58.988 ms
-,"['It may also be distributed with third-party content developed for X-Plane 11.', 'Setting the Weight, Balance and Fuel in X-Plane .................................................................................... 62 Checklists .................................................................................................................................................... 63', 'The X-Plane B737-800 Unlike other flight simulators, X-Plane employs a technique called ""blade element theory.', '  When you ""fly"" an airplane in X-Plane, there are no artificial rules in place to govern how the aircraft behaves.', ""Due to the use of \\xe2\\x80\\x98Blade Element Theory' in X-Plane, an aircraft must be modeled with great accuracy, in order that it behave like its real-life counterpart."", 'However, despite this, some differences will be apparent, because even the smallest factor plays into the ultimate behavior of the aircraft, both in real life, and in X-Plane.', 'Levers are operated by assigning a peripheral device to the necessary axes in X-Plane (throttle, prop, mixture etc.).', 'This indicates that you are ready to rotate the control counter-clockwise.', 'The Yoke / Stick / Joystick is operated by assigning a peripheral device to the ""roll"" and ""pitch"" axes in X-Plane.', 'The Rudder Pedals are operated by assigning a peripheral device to the ""yaw"" axis in X-Plane.', 'If your rudders also support toe braking, create additional assignments to the ""left toe brake"" and ""right toe brake"" axes in X-Plane.', 'This section of the manual deals with an ""ideal"" scenario, in terms of the assignment of external computer peripherals to operate the X-Plane B737-800 with the highest degree of realism.', '  To simulate this, assign the lateral axis of your yoke (or joystick) to the ""Roll"" command in X-Plane, and the vertical axis to the ""Pitch"" command.', 'To simulate the thrust levers for a B737-800, assign two levers on your quadrant to the ""Throttle 1"" and ""Throttle 2"" property in X-Plane.', '  To simulate this, assign two levers on your quadrant to the ""Mixture 1"" and ""Mixture 2"" properties in X-Plane. .', '  To simulate this, assign a peripheral lever to the ""Flaps"" property in X-Plane. .', '  To simulate this, assign a peripheral lever to the ""Landing gear"" property in X-Plane. .', '  To simulate this, assign the yaw axis of your pedals peripheral device (or a joystick axis) to the ""yaw"" property in X-Plane.', '  To simulate this, assign the brake ""toe-tipping"" motion of each individual pedal (or a joystick axis) to the ""left toe brake"" and ""right toe brake"" property in X-Plane.', 'for the wing (electrical) anti-ice, and engine intake. .', 'Note: All calculations here are based on the X-Plane B737-800, and NOT the real-life B737-800.', 'CG X-Plane (in.). .', 'CG X-Plane (in.).', 'Setting the Weight, Balance and Fuel in X-Plane  After calculating your fuel requirements (see Fuel Calculation) and referencing the Load Sheet Tables, you are ready to configure the weight, balance and fuel for your upcoming flight.', 'In X-Plane, a pre-flight inspection is not merely undertaken to simulate reality, but does in fact have real purpose, because the control surfaces of the aircraft interact directly with the airflow over and around them, just as in real life.']",225
plane,"['It may also be distributed with third-party content developed for X-Plane 11.', 'Setting the Weight, Balance and Fuel in X-Plane .................................................................................... 62 Checklists .................................................................................................................................................... 63', 'The X-Plane B737-800 Unlike other flight simulators, X-Plane employs a technique called ""blade element theory.', '  When you ""fly"" an airplane in X-Plane, there are no artificial rules in place to govern how the aircraft behaves.', ""Due to the use of \\xe2\\x80\\x98Blade Element Theory' in X-Plane, an aircraft must be modeled with great accuracy, in order that it behave like its real-life counterpart."", 'However, despite this, some differences will be apparent, because even the smallest factor plays into the ultimate behavior of the aircraft, both in real life, and in X-Plane.', 'Levers are operated by assigning a peripheral device to the necessary axes in X-Plane (throttle, prop, mixture etc.).', 'The Yoke / Stick / Joystick is operated by assigning a peripheral device to the ""roll"" and ""pitch"" axes in X-Plane.', 'The Rudder Pedals are operated by assigning a peripheral device to the ""yaw"" axis in X-Plane.', 'If your rudders also support toe braking, create additional assignments to the ""left toe brake"" and ""right toe brake"" axes in X-Plane.', '  To simulate this, assign the lateral axis of your yoke (or joystick) to the ""Roll"" command in X-Plane, and the vertical axis to the ""Pitch"" command.', 'To simulate the thrust levers for a B737-800, assign two levers on your quadrant to the ""Throttle 1"" and ""Throttle 2"" property in X-Plane.', '  To simulate this, assign two levers on your quadrant to the ""Mixture 1"" and ""Mixture 2"" properties in X-Plane. .', '  To simulate this, assign a peripheral lever to the ""Flaps"" property in X-Plane. .', '  To simulate this, assign a peripheral lever to the ""Landing gear"" property in X-Plane. .', '  To simulate this, assign the yaw axis of your pedals peripheral device (or a joystick axis) to the ""yaw"" property in X-Plane.', '  To simulate this, assign the brake ""toe-tipping"" motion of each individual pedal (or a joystick axis) to the ""left toe brake"" and ""right toe brake"" property in X-Plane.', 'CG X-Plane (in.). .', 'CG X-Plane (in.).', 'Setting the Weight, Balance and Fuel in X-Plane  After calculating your fuel requirements (see Fuel Calculation) and referencing the Load Sheet Tables, you are ready to configure the weight, balance and fuel for your upcoming flight.']",168
content background,['Contents Background:'],1
the boeing,"['The Boeing 737 ........................................................................................................................ 5 B737-800 Series Specifications ................................................................................................................. 6', 'The Boeing 737', 'The Boeing 737 (all variants including military and cargo not discussed above) is the highest-selling commercial jetliner in history, with over 10,000 deliveries as of 2018.']",3
series specifications,['The Boeing 737 ........................................................................................................................ 5 B737-800 Series Specifications ................................................................................................................. 6'],1
plane b737,"['The X-Plane B737-800 ................................................................................................................................... 7 Views and Controls .......................................................................................................................................', 'The X-Plane B737-800 Unlike other flight simulators, X-Plane employs a technique called ""blade element theory.', 'Note: All calculations here are based on the X-Plane B737-800, and NOT the real-life B737-800.']",3
controls,"['The X-Plane B737-800 ................................................................................................................................... 7 Views and Controls .......................................................................................................................................', 'Views and Controls']",2
""" quick look "" view","['Creating ""Quick Look"" views .....................................................................................................................', 'Creating ""Quick Look"" views Before discussing the controls, we suggest that the pilot establish a series of ""Quick Look"" views that will be helpful later when interacting with this particular aircraft.']",3
the control,"['9 Operating the controls ............................................................................................................................', 'Creating ""Quick Look"" views Before discussing the controls, we suggest that the pilot establish a series of ""Quick Look"" views that will be helpful later when interacting with this particular aircraft.', 'Operating the controls', 'This section covers the basics techniques for the operation of the controls that you will encounter in the cockpit of an X-Plane aircraft.', 'Some rotary dials are operated by positioning the mouse pointer on top of the control, and then a click and drag to the right, or to the left.', 'This indicates that you are ready to rotate the control counter-clockwise.', 'In this section of the manual, the cockpit will be broken down into distinct functional areas, and the controls that are featured in those areas will be identified and described.']",7
assign peripheral device,"['Assigning peripheral devices ...................................................................................................................', ' See: Assigning peripheral devices. . . .']",14
14 a tour,['14 A Tour of the Cockpit ..................................................................................................................................'],1
the cockpit,"['14 A Tour of the Cockpit ..................................................................................................................................', 'To some degree, these correspond (on the keyboard Number Pad) with their physical locations in the cockpit, and are therefore logical and easy to recall later.', 'This section covers the basics techniques for the operation of the controls that you will encounter in the cockpit of an X-Plane aircraft.', 'A Tour of the Cockpit', 'In this section of the manual, the cockpit will be broken down into distinct functional areas, and the controls that are featured in those areas will be identified and described.', 'the cockpit, behind the pilot and first-officer.. . . .']",55
forward overhead panel,['Forward Overhead Panel ........................................................................................................................'],1
flight controls,"['Flight Controls .................................................................................................................................', 'Flight Controls 2.']",2
ac and dc metering,['AC and DC Metering ........................................................................................................................'],1
transfer,"['Transfer ...........................................................................................................................................', 'Transfer 4.']",2
standby power,"['Standby Power & Generator Bus .................................................................................................... 19 5.', 'Standby Power & Generator Bus 19  . . .', 'STANDBY POWER \\xe2\\x80\\x93 ON. . . .', 'STANDBY POWER \\xe2\\x80\\x93 OFF. . . .']",26
generator bus,"['Standby Power & Generator Bus .................................................................................................... 19 5.', 'Standby Power & Generator Bus 19  . . .']",2
fuel ..................................................................................................................................................,['Fuel ..................................................................................................................................................'],1
ice & rain protection,"['Ice & Rain Protection ...................................................................................................................... 21 8.', 'Ice & Rain Protection 8.']",2
temperature control,"['Temperature Control ......................................................................................................................', 'Temperature Control 21  . . .']",2
pneumatics,['Pneumatics ......................................................................................................................................'],1
hydraulics,"['Hydraulics ......................................................................................................................................', 'Hydraulics 22  . . .']",2
aft overhead panel,"['Aft Overhead Panel ................................................................................................................................. 24 1.', 'Aft Overhead Panel']",2
emergency locator transmitter,"['Emergency Locator Transmitter (ELT) .............................................................................................', 'Emergency Locator Transmitter (ELT) 2.']",2
elt,"['Emergency Locator Transmitter (ELT) .............................................................................................', 'of the Emergency Locator Transmitter (ELT).. . . .', 'Emergency Locator Transmitter (ELT) 2.']",50
dome light,"['Dome Light ......................................................................................................................................', 'Dome Light  25  . . .']",2
audio control,"['Audio Control ..................................................................................................................................', 'Audio Control 4.', ""See: Audio Control and For localizer and ILS approaches: EHSI Control Panel NAV1 works in conjunction with the pilot's EHSI, and Autopilot A. NAV2 works in conjunction with the first-officer's EHSI, and Autopilot B. 46  . . ."", 'Audio Control See: Audio Control 47  . . .']",5
electronic engine control,"['Electronic Engine Control (EEC) ......................................................................................................', 'Electronic Engine Control (EEC) 26  . . .']",2
eec,"['Electronic Engine Control (EEC) ......................................................................................................', 'Electronic Engine Control (EEC) 26  . . .']",2
......................................................................................................,['Electronic Engine Control (EEC) ......................................................................................................'],1
26 primary instrument panels,['26 Primary Instrument Panels .....................................................................................................................'],1
28 electronic attitude director indicator,['28 Electronic Attitude Director Indicator (EADI)......................................................................................'],1
eadi,"['28 Electronic Attitude Director Indicator (EADI)......................................................................................', 'Primary Instrument Panels Electronic Attitude Director Indicator (EADI)', 'Electronic Attitude Director Indicator (EADI)']",4
electronic horizontal situation indicator,"['Electronic Horizontal Situation Indicator (EHSI) .................................................................................', 'Electronic Horizontal Situation Indicator (EHSI)', ' 35  Electronic Horizontal Situation Indicator (EHSI)']",5
ehsi,"['Electronic Horizontal Situation Indicator (EHSI) .................................................................................', '34 Electronic Horizontal Situation Indicator (EHSI)', 'Electronic Horizontal Situation Indicator (EHSI)', 'This instrument provides redundancy in the event of a failure of the primary EADI and EHSI and combines the functions of both into a single unit.', ' 35  Electronic Horizontal Situation Indicator (EHSI)']",7
29 backup eadi / ehsi,['29 Backup EADI/EHSI ...............................................................................................................................'],1
29 instrument lighting control panel,['29 Instrument Lighting Control Panel ......................................................................................................'],1
chronometer,['Chronometer ....................................................................................................................................... 30'],1
tiller,['Tiller ....................................................................................................................................................'],1
31 annunciator,['31 Annunciators ....................................................................................................................................... 31 2  .'],1
electronic attitude director indicator,"['Electronic Attitude Director Indicator (EADI) Components .............................................................. 32', 'Electronic Attitude Director Indicator (EADI)']",3
eadi ) component,['Electronic Attitude Director Indicator (EADI) Components .............................................................. 32'],1
mach number,"['Mach Number .....................................................................................................................................', 'Mach Number. .']",42
32 fmc spd,['32 FMC SPD ..............................................................................................................................................'],1
32 vnav,['32 VNAV ...................................................................................................................................................'],1
32 altitude pre,['32 Altitude Pre-Set ................................................................................................................................... 32'],1
altitude scale,"['Altitude Scale ......................................................................................................................................', 'Altitude Scale. . . .']",41
flight director horizontal deviation bar,"['Flight Director Horizontal Deviation Bar .............................................................................................', 'Flight Director Horizontal Deviation Bar. .']",41
33 current altitude,['33 Current Altitude ..................................................................................................................................'],1
33 ils vertical deviation scale,['33 ILS Vertical Deviation Scale .................................................................................................................'],1
33 static reference lines,['33 Static Reference Lines .........................................................................................................................'],1
airspeed scale,"['Airspeed Scale .....................................................................................................................................', 'Airspeed Scale. . . .']",41
33 current airspeed,['33 Current Airspeed .................................................................................................................................'],1
33 flight director vertical deviation bar,['33 Flight Director Vertical Deviation Bar .................................................................................................'],1
altitude,"['Altitude Above Ground (AGL) .............................................................................................................', 'landing altitude for the termination of the flight (in. .', 'The autopilot will manage altitude according to the programmed flight plan.. .', 'Altitude Above Ground (AGL). .', 'Altitude Above Ground (from the radio-altimeter) between 0 and 2,500 feet. .']",172
ground,"['Altitude Above Ground (AGL) .............................................................................................................', 'The GRD PWR switch engages the use of ground. .', 'Altitude Above Ground (AGL). .', 'Altitude Above Ground (from the radio-altimeter) between 0 and 2,500 feet. .', 'ENGINE 1 \\xe2\\x80\\x93 GRD (GROUND). . . .', 'ENGINE 2 \\xe2\\x80\\x93 GRD (GROUND). . . .']",171
agl,"['Altitude Above Ground (AGL) .............................................................................................................', 'Altitude Above Ground (AGL). .']",41
33 head bug,['33 Heading Bug ........................................................................................................................................ 33'],1
magnetic heading,"['Magnetic Heading ...............................................................................................................................', 'Magnetic Heading. .']",41
33 altimeter setting,['33 Altimeter Setting .................................................................................................................................'],1
33 electronic horizontal situation indicator ehsi ) component,['33 Electronic Horizontal Situation Indicator (EHSI) Components ..........................................................'],1
34 electronic horizontal situation indicator,['34 Electronic Horizontal Situation Indicator (EHSI)'],1
control panel,"['Control Panel ........................................................', ""Control Panel Engine Instrument Panel / Autopilot Panel Co-Pilot's EFIS (Electronic Flight Instrument System) Control Panel 10  ."", ' Control panels are located on either side of the center console, for access by pilot and first-officer.']",4
flight path vector display,"['Flight Path Vector Display ...................................................................................................................', 'Flight Path Vector Display. .']",38
36 mtrs,['36 MTRS ...................................................................................................................................................'],1
36 baro rotary,['36 Baro Rotary .........................................................................................................................................'],1
36 vor,['36 VOR 2 ..................................................................................................................................................'],1
map display distance .......................................................................................................................... 36 feature buttons,['Map Display Distance .......................................................................................................................... 36 Features Buttons .................................................................................................................................'],1
36 mins reference selector,['36 MINS Reference Selector ....................................................................................................................'],1
....................................................................................................................,['36 MINS Reference Selector ....................................................................................................................'],1
36 vor 1 .................................................................................................................................................. 36 ehsi mode,['36 VOR 1 .................................................................................................................................................. 36 EHSI Mode ...........................................................................................................................................'],1
37 center panel,['37 Center Panel ............................................................................................................................................'],1
engine indications,"['38 Upper EICAS (Engine Indications and Crew Alerting System) Display ................................................', 'Lower EICAS (Engine Indications and Crew Alerting System) Display ................................................ 41', 'Upper EICAS (Engine Indications and Crew Alerting System) Display 39   40', 'Lower EICAS (Engine Indications and Crew Alerting System) Display 41  . . .']",4
crew alerting system,"['38 Upper EICAS (Engine Indications and Crew Alerting System) Display ................................................', 'Lower EICAS (Engine Indications and Crew Alerting System) Display ................................................ 41', 'Upper EICAS (Engine Indications and Crew Alerting System) Display 39   40', 'Lower EICAS (Engine Indications and Crew Alerting System) Display 41  . . .']",4
fms control display units,"['FMS Control Display Units (CDUs) ..........................................................................................................', 'FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.']",2
cdus,"['FMS Control Display Units (CDUs) ..........................................................................................................', 'FMS Control Display Units (CDUs) See the (separate) X-Plane 11 Flight Management System (FMS) Manual for comprehensive instructions in relation to the function and operation of the Flight Management System installed in this aircraft.']",2
center pedestal,['Center Pedestal .......................................................................................................................................'],1
thrust lever,"['Thrust Levers .......................................................................................................................................', 'The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.']",2
speed brake lever,['Speed Brake Lever ...............................................................................................................................'],1
44 flap lever,['44 Flap Lever ............................................................................................................................................'],1
44 pitch trim wheel,['44 Pitch Trim Wheel .................................................................................................................................'],1
45 fuel control levers,['45 Fuel Control Levers .............................................................................................................................'],1
45 vhf,['45 VHF (Comm) Radios ............................................................................................................................ 46 NAV Radios .......................................................................................................................................... 46 Transponder ........................................................................................................................................'],1
comm ) radios,['45 VHF (Comm) Radios ............................................................................................................................ 46 NAV Radios .......................................................................................................................................... 46 Transponder ........................................................................................................................................'],1
nav radios,['45 VHF (Comm) Radios ............................................................................................................................ 46 NAV Radios .......................................................................................................................................... 46 Transponder ........................................................................................................................................'],1
transponder,"['45 VHF (Comm) Radios ............................................................................................................................ 46 NAV Radios .......................................................................................................................................... 46 Transponder ........................................................................................................................................', 'Transponder', 'TRANSPONDER']",34
47 audio control,['47 Audio Control ......................................................................................................................................'],1
lighting,"['Lighting ................................................................................................................................................', 'The X-Plane B737-800 features a detailed 3-D cockpit with a great many of the primary controls and systems modeled, including: Flight controls (yoke, rudder pedals, thrust levers, prop levers, condition levers), electrical systems, pneumatic systems, navigation aids, radios, autopilot, interior and exterior lighting, and fuel systems.', ""The forward overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems."", ""The aft overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems."", ""the overhead cockpit \\xe2\\x80\\x98dome' lighting.. ."", ""the overhead cockpit \\xe2\\x80\\x98dome' lighting.. . . .""]",52
trim,"['Trim .....................................................................................................................................................', ' STAB OUT OF TRIM: Illuminates when the auto-pilot is engaged Every annunciator light on this panel may be illuminated by moving the LIGHTS switch to and a high degree of trim has TEST.']",3
48 autopilot operation,['48 Autopilot Operation ....................................................................................................................................'],1
49 auto-land,['49 Auto-Land ................................................................................................................................................'],1
flight planning,"['Flight Planning .............................................................................................................................................', 'Flight Planning', 'Flight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, Air Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).']",3
55 fuel calculation,['55 Fuel Calculation ...........................................................................................................................................'],1
56 load sheet tables,['56 Load Sheet Tables .......................................................................................................................................'],1
the weight,"['Setting the Weight, Balance and Fuel in X-Plane .................................................................................... 62 Checklists .................................................................................................................................................... 63', 'Setting the Weight, Balance and Fuel in X-Plane  After calculating your fuel requirements (see Fuel Calculation) and referencing the Load Sheet Tables, you are ready to configure the weight, balance and fuel for your upcoming flight.']",3
balance,"['Setting the Weight, Balance and Fuel in X-Plane .................................................................................... 62 Checklists .................................................................................................................................................... 63', 'Setting the Weight, Balance and Fuel in X-Plane  After calculating your fuel requirements (see Fuel Calculation) and referencing the Load Sheet Tables, you are ready to configure the weight, balance and fuel for your upcoming flight.', ""Select the B737-800 from the flight menu, and click on the \\xe2\\x80\\x98Customize' button, followed by the \\xe2\\x80\\x98Weight, Balance & Fuel' button.""]",4
fuel,"['Setting the Weight, Balance and Fuel in X-Plane .................................................................................... 62 Checklists .................................................................................................................................................... 63', 'thrust Fuel:', '  Fuel -----------------------------------------', 'These are manually actuated by the flight crew to introduce fuel to the engines during the start procedure.', 'This panel controls the fuel flow and fuel. .', 'Fuel is. .', 'of the engines may source fuel from any. .', 'Fuel 6.', 'Fuel Control Levers The Fuel Control Levers are manually actuated by the pilot to introduce fuel into the engines, or cut-off fuel from the engines.', 'During startup, the pilot moves the lever to the up position to introduce fuel when the jet turbine has achieved the desired rotation speed.', 'During shutdown, the pilot moves the lever to the down position to close the supply of fuel to the engine.', 'Add 500 lbs. of fuel for every 10-minutes of taxi-time.', 'Setting the Weight, Balance and Fuel in X-Plane  After calculating your fuel requirements (see Fuel Calculation) and referencing the Load Sheet Tables, you are ready to configure the weight, balance and fuel for your upcoming flight.', ""Select the B737-800 from the flight menu, and click on the \\xe2\\x80\\x98Customize' button, followed by the \\xe2\\x80\\x98Weight, Balance & Fuel' button.""]",171
62 checklists,"['Setting the Weight, Balance and Fuel in X-Plane .................................................................................... 62 Checklists .................................................................................................................................................... 63']",1
pre-flight exterior inspection,"['Pre-Flight Exterior Inspection .................................................................................................................', 'Pre-Flight Exterior Inspection']",2
.................................................................................................................,['Pre-Flight Exterior Inspection .................................................................................................................'],1
cold,['Cold and Dark to Engine Start .................................................................................................................'],1
dark,"['Cold and Dark to Engine Start .................................................................................................................', 'Cold and Dark to Engine Start']",2
engine start,"['Cold and Dark to Engine Start .................................................................................................................', ""The forward overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems."", 'preliminary source of power prior to engine start.. .', ""The aft overhead panel comprises a collection of smaller panels that manage the aircraft's electrical, pneumatic, lighting, pressurization, engine start, and other systems."", 'Cold and Dark to Engine Start', 'The following check list is a sub-set of the real procedures, and includes only the essential steps leading to engine start: 65  . . .']",59
taxi,"['Before Taxi ..............................................................................................................................................', 'Before Taxi 73  . . .']",2
takeoff,"['Before Takeoff.........................................................................................................................................', 'After Takeoff ...........................................................................................................................................', 'The B737-800 is equipped with a Flap lever, which controls the deployment of the flaps for takeoff and landing.', 'The rudders keep the aircraft straight during takeoff and landing, and help make coordinated turns.', 'SET FOR TAKEOFF (+ 10 Degrees). . . .', 'Before Takeoff 76  . . .', '  After Takeoff 77  . . .']",20
cruise,"['Cruise ...................................................................................................................................................... 78', 'Cruise 78  . . .']",2
landing,"['Before Landing ........................................................................................................................................', 'Landing .................................................................................................................................................... 80', 'After Landing ...........................................................................................................................................', 'The B737-800 is equipped with a Flap lever, which controls the deployment of the flaps for takeoff and landing.', 'The rudders keep the aircraft straight during takeoff and landing, and help make coordinated turns.', '  SPEED BRAKE ARMED: Automatic speed-brake deployment is armed for landing.']",6
