Genres_08_nouns.csv
Unique nouns: 142, Total nouns: 312
Total time: Uncomputed,Cost per noun: Uncomputed
revenue,"['The industry generates revenues from gaming content, in-game purchases, and hardware and accessories for better gameplay.']",1
gaming,"['The industry generates revenues from gaming content, in-game purchases, and hardware and accessories for better gameplay.', 'Games are played on computers, mobile devices, and dedicated gaming consoles.', 'As computing power grows and as virtual reality and augmented reality technology becomes mainstream, more complex gaming environments will become possible.']",3
content,"['The industry generates revenues from gaming content, in-game purchases, and hardware and accessories for better gameplay.']",1
purchase,"['The industry generates revenues from gaming content, in-game purchases, and hardware and accessories for better gameplay.']",1
hardware,"['The industry generates revenues from gaming content, in-game purchases, and hardware and accessories for better gameplay.']",1
accessory,"['The industry generates revenues from gaming content, in-game purchases, and hardware and accessories for better gameplay.']",1
gameplay,"['The industry generates revenues from gaming content, in-game purchases, and hardware and accessories for better gameplay.', '\n\nGames can be organized by gameplay characteristics, objective type, and subject type (for example, sports, action, or racing).', 'There are MMOs across a range of different gameplay types and genres.']",3
computer,"['Games are played on computers, mobile devices, and dedicated gaming consoles.', 'The objective is usually to destroy computer-generated entities and to defeat other teams in the environment.', 'These games require network-capable platforms such as smart phones, computers, and internet-connected game consoles.']",3
mobile,"['Games are played on computers, mobile devices, and dedicated gaming consoles.']",1
device,"['Games are played on computers, mobile devices, and dedicated gaming consoles.']",1
console,"['Games are played on computers, mobile devices, and dedicated gaming consoles.', 'These games require network-capable platforms such as smart phones, computers, and internet-connected game consoles.']",2
characteristic,"['\n\nGames can be organized by gameplay characteristics, objective type, and subject type (for example, sports, action, or racing).']",1
type,"['\n\nGames can be organized by gameplay characteristics, objective type, and subject type (for example, sports, action, or racing).', 'There are MMOs across a range of different gameplay types and genres.']",3
example,"['\n\nGames can be organized by gameplay characteristics, objective type, and subject type (for example, sports, action, or racing).', 'For example, controlling a gold mine within a game allows a player to fund the construction of buildings and the creation (or training) of new population units, which are in turn helpful in future missions.', ""For example, 'support' roles provide peripheral assistance to a team and its allies, for example by distracting or slightly harming enemies while the central members of the team fight them."", '\n\nDC Universe Online is an example of an MMO.']",5
sport,"['\n\nGames can be organized by gameplay characteristics, objective type, and subject type (for example, sports, action, or racing).', 'MMOs can be FPS, RPG, or RTS, across fields as diverse as combat, sports, racing, social, and others.']",2
action,"['\n\nGames can be organized by gameplay characteristics, objective type, and subject type (for example, sports, action, or racing).', '\n\nFPS: First Person Shooter\n\nAction games are currently the most popular genre of games, and FPS games form the most popular sub-genre within action games.', '\n\nMOBA games are a fusion of action games, role playing games and real time strategy games.', ""MOBA is often referred to as 'A-RTS' or action real-time strategy, though 'strategy' in this case refers to how a team collaborates and plays the map to succeed."", '\n\nRPG: Role Playing Game\n\nIn RPGs, a player controls the actions of a character in a well-defined fantasy or science fiction universe.']",6
post,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others).""]",1
non,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others).""]",1
-,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others)."", 'Some MMORPG communities have developed their own sub-cultures that have their own slang, influencers, and social rules.']",2
gamer,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others).""]",1
overview,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others).""]",1
abbreviation,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others).""]",1
fps,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others)."", '\n\nFPS: First Person Shooter\n\nAction games are currently the most popular genre of games, and FPS games form the most popular sub-genre within action games.', 'FPS games feature three dimensional environments and are centered around weapon-based combat in the first-person perspective (so that the player sees the environment as the character would see it).', '\n\nTPS or Third Person Shooters are similar to FPS games, except that the player views the character they are controlling from behind.', 'MMOs can be FPS, RPG, or RTS, across fields as diverse as combat, sports, racing, social, and others.']",6
rts,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others)."", '\n\nRTS: Real Time Strategy', ""In RTS games, players maneuver units under their control to defeat their opponents' assets and secure key areas on a map."", 'The tasks a player must perform to succeed in an RTS game usually grow in complexity as the levels progress.', ""MOBA is often referred to as 'A-RTS' or action real-time strategy, though 'strategy' in this case refers to how a team collaborates and plays the map to succeed."", 'MMOs can be FPS, RPG, or RTS, across fields as diverse as combat, sports, racing, social, and others.']",6
moba,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others)."", '\n\nMOBA: Multiplayer Online Battle Arena\n\nIn MOBA games, the player controls a single character in a team, which competes with other teams in an environment.', 'In most MOBA games, each player assumes a specific role on the team.', '\n\nMOBA games are a fusion of action games, role playing games and real time strategy games.', ""MOBA is often referred to as 'A-RTS' or action real-time strategy, though 'strategy' in this case refers to how a team collaborates and plays the map to succeed.""]",6
rpg,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others)."", '\n\nRPG: Role Playing Game\n\nIn RPGs, a player controls the actions of a character in a well-defined fantasy or science fiction universe.', 'Most RPGs include comprehensive 3D experiences.', 'MMOs can be FPS, RPG, or RTS, across fields as diverse as combat, sports, racing, social, and others.', '\n\nMMORPG: Massively Multiplayer Online Role Playing Games\n\nMMORPGs are a combination of MMOs and RPGs.']",6
mmo,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others)."", '\n\nMMO: Massively Multiplayer Online\n\nMMO games usually feature enormous persistent open worlds and have thousands of users playing on the same server.', '\n\nDC Universe Online is an example of an MMO.']",4
mmorpg,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others)."", '\n\nMMORPG: Massively Multiplayer Online Role Playing Games\n\nMMORPGs are a combination of MMOs and RPGs.', 'Popular MMORPGs are based on fantasy themes that include elements of crime, sorcery, and science fiction.', 'Some MMORPG communities have developed their own sub-cultures that have their own slang, influencers, and social rules.', '\n\nWorld of Warcraft is a popular MMORPG with over 10 million subscribers.']",6
other,"[""\n\nThis post seeks to provide non-gamers with an overview of the industry's most commonly used abbreviations: FPS, RTS, MOBA, RPG, MMO, and MMORPG (among others)."", 'MMOs can be FPS, RPG, or RTS, across fields as diverse as combat, sports, racing, social, and others.']",2
person,"['\n\nFPS: First Person Shooter\n\nAction games are currently the most popular genre of games, and FPS games form the most popular sub-genre within action games.', 'FPS games feature three dimensional environments and are centered around weapon-based combat in the first-person perspective (so that the player sees the environment as the character would see it).', '\n\nA first person shooter game.', '\n\nTPS or Third Person Shooters are similar to FPS games, except that the player views the character they are controlling from behind.']",4
shooter,"['\n\nFPS: First Person Shooter\n\nAction games are currently the most popular genre of games, and FPS games form the most popular sub-genre within action games.']",1
genre,"['\n\nFPS: First Person Shooter\n\nAction games are currently the most popular genre of games, and FPS games form the most popular sub-genre within action games.', 'There are MMOs across a range of different gameplay types and genres.', 'Conclusion\n\nAs the video game industry continues to grow rapidly and globally, these game genres will continue to evolve.']",4
sub,"['\n\nFPS: First Person Shooter\n\nAction games are currently the most popular genre of games, and FPS games form the most popular sub-genre within action games.', 'Some MMORPG communities have developed their own sub-cultures that have their own slang, influencers, and social rules.']",2
environment,"['FPS games feature three dimensional environments and are centered around weapon-based combat in the first-person perspective (so that the player sees the environment as the character would see it).', 'In most environments, it is possible to create more population units and to build civilian and military structures within the game.', '\n\nMOBA: Multiplayer Online Battle Arena\n\nIn MOBA games, the player controls a single character in a team, which competes with other teams in an environment.', 'The objective is usually to destroy computer-generated entities and to defeat other teams in the environment.', 'Various roles exist in these environments.', 'In these environments, character development occurs through narrative elements and storytelling.', 'As computing power grows and as virtual reality and augmented reality technology becomes mainstream, more complex gaming environments will become possible.']",8
weapon,['FPS games feature three dimensional environments and are centered around weapon-based combat in the first-person perspective (so that the player sees the environment as the character would see it).'],1
combat,"['FPS games feature three dimensional environments and are centered around weapon-based combat in the first-person perspective (so that the player sees the environment as the character would see it).', 'MMOs can be FPS, RPG, or RTS, across fields as diverse as combat, sports, racing, social, and others.']",2
perspective,['FPS games feature three dimensional environments and are centered around weapon-based combat in the first-person perspective (so that the player sees the environment as the character would see it).'],1
player,"['FPS games feature three dimensional environments and are centered around weapon-based combat in the first-person perspective (so that the player sees the environment as the character would see it).', '\n\nTPS or Third Person Shooters are similar to FPS games, except that the player views the character they are controlling from behind.', ""In RTS games, players maneuver units under their control to defeat their opponents' assets and secure key areas on a map."", 'For example, controlling a gold mine within a game allows a player to fund the construction of buildings and the creation (or training) of new population units, which are in turn helpful in future missions.', 'The tasks a player must perform to succeed in an RTS game usually grow in complexity as the levels progress.', '\n\nMOBA: Multiplayer Online Battle Arena\n\nIn MOBA games, the player controls a single character in a team, which competes with other teams in an environment.', 'In most MOBA games, each player assumes a specific role on the team.', '\n\nRPG: Role Playing Game\n\nIn RPGs, a player controls the actions of a character in a well-defined fantasy or science fiction universe.', 'Players can often do things that are not possible in real life.', 'The aim is usually for the player to complete a series of quests to reach the conclusion of a central storyline.', 'In MMOs, players can cooperate and interact with one another on a large scale.', 'They feature very large numbers of players interacting with one another in a constantly open virtual world.', ""The player assumes the role of a character and can collaborate or compete with other players in the game's persistent world."", 'The world continues to exist and evolve while the player is offline or away from the game.']",15
character,"['FPS games feature three dimensional environments and are centered around weapon-based combat in the first-person perspective (so that the player sees the environment as the character would see it).', '\n\nTPS or Third Person Shooters are similar to FPS games, except that the player views the character they are controlling from behind.', '\n\nMOBA: Multiplayer Online Battle Arena\n\nIn MOBA games, the player controls a single character in a team, which competes with other teams in an environment.', '\n\nRPG: Role Playing Game\n\nIn RPGs, a player controls the actions of a character in a well-defined fantasy or science fiction universe.', 'In these environments, character development occurs through narrative elements and storytelling.', ""The player assumes the role of a character and can collaborate or compete with other players in the game's persistent world.""]",6
tps,"['\n\nTPS or Third Person Shooters are similar to FPS games, except that the player views the character they are controlling from behind.']",1
shooters,"['\n\nTPS or Third Person Shooters are similar to FPS games, except that the player views the character they are controlling from behind.']",1
real,['\n\nRTS: Real Time Strategy'],1
strategy,"['\n\nRTS: Real Time Strategy', 'AD is a real time strategy game.', '\n\nMOBA games are a fusion of action games, role playing games and real time strategy games.', ""MOBA is often referred to as 'A-RTS' or action real-time strategy, though 'strategy' in this case refers to how a team collaborates and plays the map to succeed.""]",5
unit,"[""In RTS games, players maneuver units under their control to defeat their opponents' assets and secure key areas on a map."", 'In most environments, it is possible to create more population units and to build civilian and military structures within the game.', 'For example, controlling a gold mine within a game allows a player to fund the construction of buildings and the creation (or training) of new population units, which are in turn helpful in future missions.']",3
control,"[""In RTS games, players maneuver units under their control to defeat their opponents' assets and secure key areas on a map.""]",1
opponent,"[""In RTS games, players maneuver units under their control to defeat their opponents' assets and secure key areas on a map.""]",1
asset,"[""In RTS games, players maneuver units under their control to defeat their opponents' assets and secure key areas on a map.""]",1
area,"[""In RTS games, players maneuver units under their control to defeat their opponents' assets and secure key areas on a map.""]",1
map,"[""In RTS games, players maneuver units under their control to defeat their opponents' assets and secure key areas on a map."", ""MOBA is often referred to as 'A-RTS' or action real-time strategy, though 'strategy' in this case refers to how a team collaborates and plays the map to succeed.""]",2
population,"['In most environments, it is possible to create more population units and to build civilian and military structures within the game.', 'For example, controlling a gold mine within a game allows a player to fund the construction of buildings and the creation (or training) of new population units, which are in turn helpful in future missions.']",2
structure,"['In most environments, it is possible to create more population units and to build civilian and military structures within the game.']",1
collection,['Collection of a resource is usually a major key to achieving these goals.'],1
resource,['Collection of a resource is usually a major key to achieving these goals.'],1
key,['Collection of a resource is usually a major key to achieving these goals.'],1
goal,['Collection of a resource is usually a major key to achieving these goals.'],1
gold,"['For example, controlling a gold mine within a game allows a player to fund the construction of buildings and the creation (or training) of new population units, which are in turn helpful in future missions.']",1
mine,"['For example, controlling a gold mine within a game allows a player to fund the construction of buildings and the creation (or training) of new population units, which are in turn helpful in future missions.']",1
construction,"['For example, controlling a gold mine within a game allows a player to fund the construction of buildings and the creation (or training) of new population units, which are in turn helpful in future missions.']",1
building,"['For example, controlling a gold mine within a game allows a player to fund the construction of buildings and the creation (or training) of new population units, which are in turn helpful in future missions.']",1
creation,"['For example, controlling a gold mine within a game allows a player to fund the construction of buildings and the creation (or training) of new population units, which are in turn helpful in future missions.']",1
turn,"['For example, controlling a gold mine within a game allows a player to fund the construction of buildings and the creation (or training) of new population units, which are in turn helpful in future missions.']",1
mission,"['For example, controlling a gold mine within a game allows a player to fund the construction of buildings and the creation (or training) of new population units, which are in turn helpful in future missions.']",1
task,['The tasks a player must perform to succeed in an RTS game usually grow in complexity as the levels progress.'],1
complexity,['The tasks a player must perform to succeed in an RTS game usually grow in complexity as the levels progress.'],1
level,['The tasks a player must perform to succeed in an RTS game usually grow in complexity as the levels progress.'],1
ad,['AD is a real time strategy game.'],1
multiplayer,"['\n\nMOBA: Multiplayer Online Battle Arena\n\nIn MOBA games, the player controls a single character in a team, which competes with other teams in an environment.', 'Vain Glory is a multiplayer online battle arena game.', '\n\nMMO: Massively Multiplayer Online\n\nMMO games usually feature enormous persistent open worlds and have thousands of users playing on the same server.', '\n\nMMORPG: Massively Multiplayer Online Role Playing Games\n\nMMORPGs are a combination of MMOs and RPGs.']",4
online,"['\n\nMOBA: Multiplayer Online Battle Arena\n\nIn MOBA games, the player controls a single character in a team, which competes with other teams in an environment.', '\n\nMMO: Massively Multiplayer Online\n\nMMO games usually feature enormous persistent open worlds and have thousands of users playing on the same server.', '\n\nDC Universe Online is an example of an MMO.', '\n\nMMORPG: Massively Multiplayer Online Role Playing Games\n\nMMORPGs are a combination of MMOs and RPGs.']",4
battle,"['\n\nMOBA: Multiplayer Online Battle Arena\n\nIn MOBA games, the player controls a single character in a team, which competes with other teams in an environment.', 'Vain Glory is a multiplayer online battle arena game.']",2
arena,"['\n\nMOBA: Multiplayer Online Battle Arena\n\nIn MOBA games, the player controls a single character in a team, which competes with other teams in an environment.', 'Vain Glory is a multiplayer online battle arena game.']",2
team,"['\n\nMOBA: Multiplayer Online Battle Arena\n\nIn MOBA games, the player controls a single character in a team, which competes with other teams in an environment.', 'The objective is usually to destroy computer-generated entities and to defeat other teams in the environment.', 'In most MOBA games, each player assumes a specific role on the team.', ""For example, 'support' roles provide peripheral assistance to a team and its allies, for example by distracting or slightly harming enemies while the central members of the team fight them."", ""MOBA is often referred to as 'A-RTS' or action real-time strategy, though 'strategy' in this case refers to how a team collaborates and plays the map to succeed.""]",7
objective,['The objective is usually to destroy computer-generated entities and to defeat other teams in the environment.'],1
entity,['The objective is usually to destroy computer-generated entities and to defeat other teams in the environment.'],1
role,"['In most MOBA games, each player assumes a specific role on the team.', 'Various roles exist in these environments.', ""For example, 'support' roles provide peripheral assistance to a team and its allies, for example by distracting or slightly harming enemies while the central members of the team fight them."", '\n\nMOBA games are a fusion of action games, role playing games and real time strategy games.', '\n\nRPG: Role Playing Game\n\nIn RPGs, a player controls the actions of a character in a well-defined fantasy or science fiction universe.', '\n\nFinal Fantasy is a role playing game.', '\n\nMMORPG: Massively Multiplayer Online Role Playing Games\n\nMMORPGs are a combination of MMOs and RPGs.', ""The player assumes the role of a character and can collaborate or compete with other players in the game's persistent world.""]",8
support,"[""For example, 'support' roles provide peripheral assistance to a team and its allies, for example by distracting or slightly harming enemies while the central members of the team fight them.""]",1
assistance,"[""For example, 'support' roles provide peripheral assistance to a team and its allies, for example by distracting or slightly harming enemies while the central members of the team fight them.""]",1
ally,"[""For example, 'support' roles provide peripheral assistance to a team and its allies, for example by distracting or slightly harming enemies while the central members of the team fight them.""]",1
enemy,"[""For example, 'support' roles provide peripheral assistance to a team and its allies, for example by distracting or slightly harming enemies while the central members of the team fight them.""]",1
member,"[""For example, 'support' roles provide peripheral assistance to a team and its allies, for example by distracting or slightly harming enemies while the central members of the team fight them.""]",1
vain,['Vain Glory is a multiplayer online battle arena game.'],1
glory,['Vain Glory is a multiplayer online battle arena game.'],1
fusion,"['\n\nMOBA games are a fusion of action games, role playing games and real time strategy games.']",1
playing,"['\n\nMOBA games are a fusion of action games, role playing games and real time strategy games.', '\n\nRPG: Role Playing Game\n\nIn RPGs, a player controls the actions of a character in a well-defined fantasy or science fiction universe.', '\n\nFinal Fantasy is a role playing game.', '\n\nMMORPG: Massively Multiplayer Online Role Playing Games\n\nMMORPGs are a combination of MMOs and RPGs.']",4
a,"[""MOBA is often referred to as 'A-RTS' or action real-time strategy, though 'strategy' in this case refers to how a team collaborates and plays the map to succeed.""]",1
case,"[""MOBA is often referred to as 'A-RTS' or action real-time strategy, though 'strategy' in this case refers to how a team collaborates and plays the map to succeed.""]",1
fantasy,"['\n\nRPG: Role Playing Game\n\nIn RPGs, a player controls the actions of a character in a well-defined fantasy or science fiction universe.', '\n\nFinal Fantasy is a role playing game.', 'Popular MMORPGs are based on fantasy themes that include elements of crime, sorcery, and science fiction.']",3
science,"['\n\nRPG: Role Playing Game\n\nIn RPGs, a player controls the actions of a character in a well-defined fantasy or science fiction universe.', 'Popular MMORPGs are based on fantasy themes that include elements of crime, sorcery, and science fiction.']",2
fiction,"['\n\nRPG: Role Playing Game\n\nIn RPGs, a player controls the actions of a character in a well-defined fantasy or science fiction universe.', 'Popular MMORPGs are based on fantasy themes that include elements of crime, sorcery, and science fiction.']",2
universe,"['\n\nRPG: Role Playing Game\n\nIn RPGs, a player controls the actions of a character in a well-defined fantasy or science fiction universe.', '\n\nDC Universe Online is an example of an MMO.']",2
thing,['Players can often do things that are not possible in real life.'],1
life,['Players can often do things that are not possible in real life.'],1
aim,['The aim is usually for the player to complete a series of quests to reach the conclusion of a central storyline.'],1
series,['The aim is usually for the player to complete a series of quests to reach the conclusion of a central storyline.'],1
quest,['The aim is usually for the player to complete a series of quests to reach the conclusion of a central storyline.'],1
conclusion,"['The aim is usually for the player to complete a series of quests to reach the conclusion of a central storyline.', 'Conclusion\n\nAs the video game industry continues to grow rapidly and globally, these game genres will continue to evolve.']",2
storyline,['The aim is usually for the player to complete a series of quests to reach the conclusion of a central storyline.'],1
development,"['In these environments, character development occurs through narrative elements and storytelling.']",1
element,"['In these environments, character development occurs through narrative elements and storytelling.', 'Popular MMORPGs are based on fantasy themes that include elements of crime, sorcery, and science fiction.']",2
storytelling,"['In these environments, character development occurs through narrative elements and storytelling.']",1
experience,['Most RPGs include comprehensive 3D experiences.'],1
final,['\n\nFinal Fantasy is a role playing game.'],1
massively,"['\n\nMMO: Massively Multiplayer Online\n\nMMO games usually feature enormous persistent open worlds and have thousands of users playing on the same server.', '\n\nMMORPG: Massively Multiplayer Online Role Playing Games\n\nMMORPGs are a combination of MMOs and RPGs.']",2
world,"['\n\nMMO: Massively Multiplayer Online\n\nMMO games usually feature enormous persistent open worlds and have thousands of users playing on the same server.', 'They feature very large numbers of players interacting with one another in a constantly open virtual world.', ""The player assumes the role of a character and can collaborate or compete with other players in the game's persistent world."", 'The world continues to exist and evolve while the player is offline or away from the game.', '\n\nWorld of Warcraft is a popular MMORPG with over 10 million subscribers.']",5
thousand,['\n\nMMO: Massively Multiplayer Online\n\nMMO games usually feature enormous persistent open worlds and have thousands of users playing on the same server.'],1
user,['\n\nMMO: Massively Multiplayer Online\n\nMMO games usually feature enormous persistent open worlds and have thousands of users playing on the same server.'],1
server,['\n\nMMO: Massively Multiplayer Online\n\nMMO games usually feature enormous persistent open worlds and have thousands of users playing on the same server.'],1
network,"['These games require network-capable platforms such as smart phones, computers, and internet-connected game consoles.']",1
platform,"['These games require network-capable platforms such as smart phones, computers, and internet-connected game consoles.']",1
phone,"['These games require network-capable platforms such as smart phones, computers, and internet-connected game consoles.']",1
internet,"['These games require network-capable platforms such as smart phones, computers, and internet-connected game consoles.']",1
mmos,"['In MMOs, players can cooperate and interact with one another on a large scale.', 'There are MMOs across a range of different gameplay types and genres.', 'MMOs can be FPS, RPG, or RTS, across fields as diverse as combat, sports, racing, social, and others.', '\n\nMMORPG: Massively Multiplayer Online Role Playing Games\n\nMMORPGs are a combination of MMOs and RPGs.']",4
scale,"['In MMOs, players can cooperate and interact with one another on a large scale.']",1
range,['There are MMOs across a range of different gameplay types and genres.'],1
field,"['MMOs can be FPS, RPG, or RTS, across fields as diverse as combat, sports, racing, social, and others.']",1
racing,"['MMOs can be FPS, RPG, or RTS, across fields as diverse as combat, sports, racing, social, and others.']",1
dc,['\n\nDC Universe Online is an example of an MMO.'],1
games,['\n\nMMORPG: Massively Multiplayer Online Role Playing Games\n\nMMORPGs are a combination of MMOs and RPGs.'],1
combination,['\n\nMMORPG: Massively Multiplayer Online Role Playing Games\n\nMMORPGs are a combination of MMOs and RPGs.'],1
number,['They feature very large numbers of players interacting with one another in a constantly open virtual world.'],1
theme,"['Popular MMORPGs are based on fantasy themes that include elements of crime, sorcery, and science fiction.']",1
crime,"['Popular MMORPGs are based on fantasy themes that include elements of crime, sorcery, and science fiction.']",1
sorcery,"['Popular MMORPGs are based on fantasy themes that include elements of crime, sorcery, and science fiction.']",1
community,"['Some MMORPG communities have developed their own sub-cultures that have their own slang, influencers, and social rules.']",1
culture,"['Some MMORPG communities have developed their own sub-cultures that have their own slang, influencers, and social rules.']",1
slang,"['Some MMORPG communities have developed their own sub-cultures that have their own slang, influencers, and social rules.']",1
influencer,"['Some MMORPG communities have developed their own sub-cultures that have their own slang, influencers, and social rules.']",1
rule,"['Some MMORPG communities have developed their own sub-cultures that have their own slang, influencers, and social rules.']",1
warcraft,['\n\nWorld of Warcraft is a popular MMORPG with over 10 million subscribers.'],1
subscriber,['\n\nWorld of Warcraft is a popular MMORPG with over 10 million subscribers.'],1
power,"['As computing power grows and as virtual reality and augmented reality technology becomes mainstream, more complex gaming environments will become possible.']",1
reality,"['As computing power grows and as virtual reality and augmented reality technology becomes mainstream, more complex gaming environments will become possible.']",2
technology,"['As computing power grows and as virtual reality and augmented reality technology becomes mainstream, more complex gaming environments will become possible.']",1
