syllabus437_nouns.csv
Unique nouns: 396,Total nouns: 485
Total time: 2.346 sec,Cost per noun: 4.836 ms
social science,"['It is a key area of artificial intelligence and has applications in many domains, including biology, social science, statistics, and image processing.']",1
statistic,"['It is a key area of artificial intelligence and has applications in many domains, including biology, social science, statistics, and image processing.', 'In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",2
image processing,"['It is a key area of artificial intelligence and has applications in many domains, including biology, social science, statistics, and image processing.']",1
this introductory course,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.']",1
key topic,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.']",1
linear model,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.']",1
regression,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.']",1
classification,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.']",1
decision tree,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.', 'WSU Learning Goal (by end of Course topics that Evaluation Outcome course) address the learning outcome Critical and Creative Understand the method \\xef\\x82\\xb7 Decision trees,']",2
support,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.', 'In support of our commitment to the safety of the campus community the University has developed a Campus Safety Plan, http://safetyplan.wsu.edu.']",2
vector machine,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.']",1
kernel method,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.']",1
neural network,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.']",1
deep learning,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.']",1
ensemble method,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.']",1
unsupervised learning and dimension reduction,"['This introductory course covers key topics in machine learning, including linear models for regression and classification, decision trees, support vector machines and kernel methods, neural networks and deep learning, ensemble methods, unsupervised learning and dimension reduction.']",1
course instructor instructor,['Course Instructor Instructor: Diane Cook Teaching assistants Office hours:'],1
diane cook teaching assistant office hour,['Course Instructor Instructor: Diane Cook Teaching assistants Office hours:'],1
appointment,['By appointment over Zoom Prasanth Athaluri https://wsu.zoom.us/j/93838519178?pwd=cTJoS'],1
over zoom prasanth athaluri,['By appointment over Zoom Prasanth Athaluri https://wsu.zoom.us/j/93838519178?pwd=cTJoS'],1
friday,['Hours: Friday 2:30-4:30pm GtJVU9RL29FRlU2YjhEMHU3UT09 https://wsu.zoom.us/j/9752826671?pwd=UFlVUXhFK2ZRMnVQcHRQajdDMnUwUT09'],1
gtjvu9rl29frlu2yjhemhu3ut09,['Hours: Friday 2:30-4:30pm GtJVU9RL29FRlU2YjhEMHU3UT09 https://wsu.zoom.us/j/9752826671?pwd=UFlVUXhFK2ZRMnVQcHRQajdDMnUwUT09'],1
eshwar pilli hour : monday,"['Eshwar Pilli Hours: Mondays 3:30-4:30pm https://wsu.zoom.us/j/2684838573?pwd=ck9Cdy9DbUF6RExHcy95cWJPU1h3UT09 Contact: prasanth.athaluri@wsu.edu, Contact: djcook@wsu.edu eshwarnag.pilli@wsu.edu Prerequisites Required: CptS 223 or CptS 233 or CptS 215 (or equivalent).']",1
https://wsu.zoom.us/j/2684838573?pwd=ck9cdy9dbuf6rexhcy95cwjpu1h3ut09 contact,"['Eshwar Pilli Hours: Mondays 3:30-4:30pm https://wsu.zoom.us/j/2684838573?pwd=ck9Cdy9DbUF6RExHcy95cWJPU1h3UT09 Contact: prasanth.athaluri@wsu.edu, Contact: djcook@wsu.edu eshwarnag.pilli@wsu.edu Prerequisites Required: CptS 223 or CptS 233 or CptS 215 (or equivalent).']",1
prasanth.athaluri@wsu.edu,"['Eshwar Pilli Hours: Mondays 3:30-4:30pm https://wsu.zoom.us/j/2684838573?pwd=ck9Cdy9DbUF6RExHcy95cWJPU1h3UT09 Contact: prasanth.athaluri@wsu.edu, Contact: djcook@wsu.edu eshwarnag.pilli@wsu.edu Prerequisites Required: CptS 223 or CptS 233 or CptS 215 (or equivalent).']",1
", contact","['Eshwar Pilli Hours: Mondays 3:30-4:30pm https://wsu.zoom.us/j/2684838573?pwd=ck9Cdy9DbUF6RExHcy95cWJPU1h3UT09 Contact: prasanth.athaluri@wsu.edu, Contact: djcook@wsu.edu eshwarnag.pilli@wsu.edu Prerequisites Required: CptS 223 or CptS 233 or CptS 215 (or equivalent).']",1
djcook@wsu.edu eshwarnag.pilli@wsu.edu prerequisite,"['Eshwar Pilli Hours: Mondays 3:30-4:30pm https://wsu.zoom.us/j/2684838573?pwd=ck9Cdy9DbUF6RExHcy95cWJPU1h3UT09 Contact: prasanth.athaluri@wsu.edu, Contact: djcook@wsu.edu eshwarnag.pilli@wsu.edu Prerequisites Required: CptS 223 or CptS 233 or CptS 215 (or equivalent).']",1
addition,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
student,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).', 'Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.', 'Students are encouraged to work in teams consisting of 2-3 students.', 'Exams will not be graded for students who are not present during the exam period.', 'Students with Disabilities Reasonable accommodations are available for students with a documented disability.', ""Students who violate WSU's Academic Integrity Policy (identified in Washington Administrative Code (WAC) 504-26-010(3) and -404) will fail the assignment, will not have the option to withdraw from the course pending an appeal, and will be reported to the Office of Student Conduct."", 'Cheating includes, but is not limited to, plagiarism and unauthorized collaboration as defined in the Standards of Conduct for Students, WAC 504-26-010(3).', 'Safety Information Washington State University is committed to maintaining a safe environment for its faculty, staff, and students.']",9
some familiarity,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
basic linear algebra,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
vector,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
matrix,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
matrix-vector computation,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
vector and matrix norm,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
linear independence,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
multivariate calculus,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
derivative,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",2
univariate function,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
multivariate function,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
chain rule,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
basic probability,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
discrete and continuous probability distribution,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
sum rule,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
product rule,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
marginal probability distribution,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
conditional probability distribution,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
joint probability distribution,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
independence,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
conditional independence,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
baye theorem,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
variance,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
covariance,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
expectation,"['In addition, students are expected to have some familiarity with basic linear algebra (vectors, matrices, matrix-vector computations, vector and matrix norms, linear independence), multivariate calculus (derivatives of univariate functions, derivatives of multivariate functions, chain rule), and basic probability and statistics (discrete and continuous probability distributions, sum rule, product rule, marginal probability distributions, conditional probability distributions, joint probability distributions, independence and conditional independence, Bayes Theorem, variance and covariance, expectation).']",1
require instructional material require textbook,['Required Instructional Material Required textbook:'],1
hal daum\xc3\xa9,"['Hal Daum\\xc3\\xa9, A Course in Machine Learning, 2017.']",1
a course,"['Hal Daum\\xc3\\xa9, A Course in Machine Learning, 2017.']",1
download,['Available for download from http://ciml.info/.'],1
http://ciml.info/.,['Available for download from http://ciml.info/.'],1
additional online material,"['Additional online materials may also be recommended for individual lectures, see course schedule.']",1
individual lecture,"['Additional online materials may also be recommended for individual lectures, see course schedule.']",1
course schedule,"['Additional online materials may also be recommended for individual lectures, see course schedule.']",1
assignment description,"['Homework assignment descriptions, submissions, and grades are all handled via Canvas.']",1
submission,"['Homework assignment descriptions, submissions, and grades are all handled via Canvas.']",1
grade,"['Homework assignment descriptions, submissions, and grades are all handled via Canvas.']",1
canvas,"['Homework assignment descriptions, submissions, and grades are all handled via Canvas.', 'Completed homework assignments are due, through Canvas, by 11:59pm on the due date.', 'Three online (through Canvas) exams will be given during the semester.', '\\xef\\x82\\xb7 April 24: Canvas contains a link to a Google Doc for semester projects.', 'Exams Exams will be available on Canvas at the beginning of class on the exam date.', 'Canvas will give you 80 minutes to complete the exam and you should start it no later than 10:30am on the exam date.']",6
outcome,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.', 'This class provides a unique opportunity to strengthen skills in each of the WSU Seven Learning Goals and Outcomes: 1) Critical and Creative Thinking, 2) Quantitative Reasoning, 3) Scientific Literacy, 4) Information Literacy, 5) Communication, 6) Diversity, and 7) Depth, Breadth, and Integration of Learning.']",2
assessment,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.']",1
completion,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.']",1
this course,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.', 'Academic integrity will be strongly enforced in this course.', 'If you have any questions about what is and is not allowed in this course, you should ask course instructors before proceeding.']",3
an understanding,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.']",1
"major supervise, unsupervised and reinforcement learning technique","['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.']",1
a basic understanding,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.']",1
evaluation methodology,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.']",1
a work knowledge,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.']",1
machine learning technology,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.']",1
real-world dataset,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.']",1
experience designing,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.', 'To obtain experience designing, applying, and evaluating machine learning techniques, you will complete a semester project.']",2
machine,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.', 'Exams understand state-of-the- learning, generative art research in machine adversarial networks, learning tensor flow Information Literacy Be able to access and \\xef\\x82\\xb7 Research projects \\xef\\x82\\xb7 Semester project utilize literary resources to understand a machine learning challenge Communication Present the results of a \\xef\\x82\\xb7 Research project \\xef\\x82\\xb7 Project poster research project and presentation service learning orally \\xef\\x82\\xb7 Project demonstration and in writing Diversity Be aware of ethical issues \\xef\\x82\\xb7 Lectures on \\xef\\x82\\xb7 Exams related to machine supervised and \\xef\\x82\\xb7 Semester project learning unsupervised learning Depth, Breadth, and Understand issues related \\xef\\x82\\xb7 Multi-disciplinary \\xef\\x82\\xb7 Semester project Integration of Learning to practical application of research project machine learning technologies Course Requirements (1) Homework Assignments (35%).']",2
technique,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.']",1
team setting,"['Specific Course Learning Outcomes and Assessments Following completion of this course, students should (1) have an understanding of major supervised, unsupervised and reinforcement learning techniques, (2) have a basic understanding of evaluation methodologies, (3) have a working knowledge of how to apply machine learning technologies to real-world datasets, and (4) have gained experience designing and applying machine learning techniques in team settings.']",1
this class,"['This class provides a unique opportunity to strengthen skills in each of the WSU Seven Learning Goals and Outcomes: 1) Critical and Creative Thinking, 2) Quantitative Reasoning, 3) Scientific Literacy, 4) Information Literacy, 5) Communication, 6) Diversity, and 7) Depth, Breadth, and Integration of Learning.', 'Semester Grades A A- B+ B B- C+ C C- D F \\xef\\x82\\xb393% 90% 87% 83% 80% 77% 73% 70% 60% \\xef\\x82\\xa360% Semester Project A requirement for this class is that you design and complete a machine learning project (graded out of 100 points).', 'If you have a disability and may need accommodations to fully participate in this class, please either visit the Access Center (Washington Building 217) or call 509-335-3417 to make an appointment with an Access Advisor.']",3
a unique opportunity,"['This class provides a unique opportunity to strengthen skills in each of the WSU Seven Learning Goals and Outcomes: 1) Critical and Creative Thinking, 2) Quantitative Reasoning, 3) Scientific Literacy, 4) Information Literacy, 5) Communication, 6) Diversity, and 7) Depth, Breadth, and Integration of Learning.']",1
