10 percent net present value,"[['document', ['PAGE 1 Boeing 777-200ER Aircraft Operating Manual Applying schedules, time of day demands and competitive strength to a Boeing flight selection model, it is estimated that flying 777s instead of A340s would result in a revenue advantage of $18 million per airplane (10 percent net present value) for a typical airline.']]]",1,1
10 to 15 second,"[['document', ['The EGPWS displays potentially threatening terrain and gives an audible alert up to a minute in advance of possible terrain conflict, compared with 10 to 15 seconds for previous systems.']]]",1,1
"10,000 foot","[['document', [""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]]]",1,1
"10,000 foot msl","[['document', [""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude."", 'Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.', 'Landing lights on below 10,000 feet MSL.']]]",3,3
"10,000 ft msl","[['document', ['Accelerate to and maintain 250 KIAS below 10,000 ft MSL unless ""no speed restrictions"" issued by ATC.', 'At 10,000 ft MSL: o decrease pitch angle to accelerate to cruise climb speed of 320 KIAS (climb rate around 2000 - 3000 fpm, depending on GW).']]]",2,2
100 ft agl,"[['document', ['At 100 ft AGL with a positive rate of climb, select the gear up.']]]",1,1
100 percent,"[['document', ['The Boeing 777 is the first jetliner to be 100 percent digitally designed using three-dimensional computer graphics.']]]",1,1
1000 fpm,"[['document', ['Reduce climb rate to 1000 fpm as opposed to 2200 fpm.']]]",1,1
11 recommend equipment,"[['document', ['11 Recommended Equipment........................................................................................13']]]",1,1
"115,000 lbs","[['document', [""It received FAR33 certification (rated at 115,000 lbs of thrust) by the U.S. Federal Aviation Administration and the European Community's Joint Airworthiness Authorities in 2002.""]]]",1,1
"12,000 foot","[['document', ['Throttle down to 250 KIAS below 15,000 feet MSL, 240 KIAS below 12,000 feet MSL.']]]",1,1
"12,000 lb","[['document', ['As an example, for a 2000 nautical mile flight leg using the 777-200, the formula would be (12,000 lbs + (2000NM * 22.0)) =']]]",1,1
"12,000 lbs","[['document', ['Amount 12,000 lbs (cid:131)']]]",1,1
"12,400 gallon","[['document', ['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']]]",1,1
14 boeing 777-200er aircraft operating manual,"[['document', ['PAGE 14 Boeing 777-200ER Aircraft Operating Manual (cid:131)']]]",1,1
14 climb,"[['document', ['14 Climb..................................................................................................................15']]]",1,1
14 gate departure,"[['document', ['14 Gate Departure....................................................................................................']]]",1,1
14 takeoff,"[['document', ['14 Takeoff ...............................................................................................................']]]",1,1
"14,000 foot","[['document', ['When flying over long bodies of water, remember that in the event of pressurization problem or an engine failure that requires descent to 14,000 feet MSL for passenger comfort, the fuel burn for your aircraft will increase significantly and may leave you short of your initial destination.']]]",1,1
15 boee 777-200er aircraft operating manual,"[['document', ['PAGE 15 Boeing 777-200ER Aircraft Operating Manual (cid:131) Execute ""']]]",1,1
"15,000 foot msl","[['document', ['Throttle down to 250 KIAS below 15,000 feet MSL, 240 KIAS below 12,000 feet MSL.']]]",1,1
16 boee 777-200er aircraft operate manual,"[['document', ['PAGE 16 Boeing 777-200ER Aircraft Operating Manual SECURING THE AIRCRAFT (cid:131)']]]",1,1
16 taxi,"[['document', ['16 Taxi to Terminal...................................................................................................']]]",1,1
"16,316 km","[['document', ['The 777s seat from 301 to 368 passengers in a three-class configuration with a range of 5,210 nautical miles (9,649 km) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer range) model.']]]",1,1
160 kia,"[['document', ['Slow the aircraft on the glide slope to 160 KIAS and flaps 20\\xc2\\xb0.']]]",1,1
17 boee 777-200er aircraft operate manual normal checklist,"[['document', ['PAGE 17 Boeing 777-200ER Aircraft Operating Manual NORMAL CHECKLISTS RECEIVING AIRCRAFT (cid:131) Altimeters & Flt.']]]",1,1
17 normal checklist,"[['document', ['Securing the Aircraft ............................................................................................17 Normal Checklists....................................................................................................18']]]",1,1
180-etops approval,"[['document', ['On May 4, 1998, the 777-300 achieved another historic milestone by becoming the first commercial airplane to receive type certification and 180-ETOPS approval on the same day.']]]",1,1
180-minute etop,"[['document', ['It entered service in June 1995 with United Airlines, already qualified for 180-minute ETOPS (Extended-range Twin-engine Operations) - an industry first.']]]",1,1
180-minute extended range twin-engine operation,"[['document', ['On May 30th, 1995 the 777 became the first airplane in aviation history to earn U.S. Federal Aviation Administration (FAA) approval to fly 180-minute extended range twin-engine operations (ETOPS) at service entry.']]]",1,1
19 approach,"[['document', ['19 Approach.............................................................................................................']]]",1,1
19 boeing 777-200er aircraft operate manual emergency procedure,"[['document', ['Logbook / FOB / ACARS COMPLETED PAGE 19 Boeing 777-200ER Aircraft Operating Manual EMERGENCY PROCEDURES MISSED APPROACH (cid:131)']]]",1,1
19 emergency procedure ............................................................................................. 20 miss approach,"[['document', ['19 Emergency Procedures.............................................................................................20 Missed Approach..................................................................................................20']]]",1,1
19 ft,"[['document', ['Cabin Width: 19 ft 3 in (cid:131)']]]",1,1
199 ft,"[['document', ['Wing Span: 199 ft 11 in (cid:131)']]]",1,1
"2,000 foot/min","[['document', [""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]]]",1,1
20 engine fire,"[['document', ['20 Engine Fire..........................................................................................................']]]",1,1
2000-3000 fpm,"[['document', ['At 10,000 ft MSL: o decrease pitch angle to accelerate to cruise climb speed of 320 KIAS (climb rate around 2000 - 3000 fpm, depending on GW).']]]",1,1
2000-4000 fpm,"[['document', ['Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.']]]",1,1
207-minute etop,"[['document', ['It is also the first engine to operate with approval for 207-minute ETOPS.']]]",1,1
20\xc2\xb0,"[['document', ['Slow the aircraft on the glide slope to 160 KIAS and flaps 20\\xc2\\xb0.', '(cid:131) Call for Max Thrust and flaps 20\\xc2\\xb0.']]]",2,2
21 total power loss,"[['document', ['21 Total Power Loss..................................................................................................21']]]",1,1
210 kia,"[['document', ['At 210 KIAS, retract flaps.']]]",1,1
22 pilot note,"[['document', ['22 Pilot Notes and Observations....................................................................................23']]]",1,1
22.0 lb,"[['document', ['777-200ER Range 7,730 nm Fuel Burn Rate Factor 22.0 lbs/nm Fuel Base']]]",1,1
2200 fpm,"[['document', ['Reduce climb rate to 1000 fpm as opposed to 2200 fpm.']]]",1,1
24 boee 777-200er aircraft operate manual legal stuff,"[['document', ['PAGE 24 Boeing 777-200ER Aircraft Operating Manual LEGAL STUFF (cid:131)']]]",1,1
242 ft,"[['document', ['Length: 242 ft 4 in (cid:131)']]]",1,1
250 kia,"[['document', ['Accelerate to and maintain 250 KIAS below 10,000 ft MSL unless ""no speed restrictions"" issued by ATC.', 'Initial rate of climb: 2000 - 4000 fpm, depending on GW and CLB thrust, at 250 KIAS to 10,000 feet MSL.', 'Throttle down to 250 KIAS below 15,000 feet MSL, 240 KIAS below 12,000 feet MSL.']]]",3,3
270 kia,"[['document', ['Reduce speed down to 270 KIAS passing through FL180.']]]",1,1
"297,789 lbs","[['document', ['Fuel Capacity: 297,789 lbs (cid:131)']]]",1,1
"299,000 lbs capacity","[['document', ['299,000 lbs CAPACITY']]]",1,1
3 pratt,"[['document', ['3 Rolls-Royce Trent 800............................................................................................3 General Electric GE90.............................................................................................3 Pratt & Whitney PW4090']]]",1,1
3 roll-royce trent,"[['document', ['3 Rolls-Royce Trent 800............................................................................................3 General Electric GE90.............................................................................................3 Pratt & Whitney PW4090']]]",1,1
30 minute,"[['document', ['The FAA states that you must have enough fuel to reach your destination, make a missed approach, reach your alternate and hold for 30 minutes.']]]",1,1
301 to 368 passenger,"[['document', ['The 777s seat from 301 to 368 passengers in a three-class configuration with a range of 5,210 nautical miles (9,649 km) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer range) model.']]]",1,1
30\xc2\xb0,"[['document', ['Passing OM select flaps 30\\xc2\\xb0 and slow down to Vref (Vref+5 if using Autoland).']]]",1,1
"31,000 gallon","[['document', ['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']]]",1,1
310 kia,"[['document', ['Descend at mach 0.84 until 320 KIAS, at which point the pilot should throttle down to 310 KIAS.']]]",1,1
32-bit window aircraft fleet installer utility,"[['document', ['PAGE 12 Boeing 777-200ER Aircraft Operating Manual RECOMMENDED EQUIPMENT Delta Virtual Airlines provides 32-bit Windows aircraft fleet installer utilities for its aircraft, as part of its Fleet Library.']]]",1,1
320 kia,"[['document', ['At 10,000 ft MSL: o decrease pitch angle to accelerate to cruise climb speed of 320 KIAS (climb rate around 2000 - 3000 fpm, depending on GW).', 'Descend at mach 0.84 until 320 KIAS, at which point the pilot should throttle down to 310 KIAS.']]]",2,2
"4,605 ft2 design weight","[['document', ['Wing Area: 4,605 ft2 DESIGN WEIGHTS (cid:131)']]]",1,1
"429,000 lbs","[['document', ['Max Zero Fuel Weight: (MZFW) 429,000 lbs (cid:131)']]]",1,1
"43,100 ft page 10 boeing","[['document', ['Operational Service Ceiling: 43,100 ft PAGE 10 Boeing 777-200ER Aircraft Operating Manual FUEL CONSUMPTION']]]",1,1
49 firm,"[['document', ['Air France, Japan Airlines, All Nippon, EVA, International Lease Finance, and GE Capital Aviation Services have ordered a total of 49 firm 777 longer-range aircraft.']]]",1,1
"49,000 lbs","[['document', ['Aft Cargo Capacity: 49,000 lbs (cid:131)']]]",1,1
"5,210 nautical mile","[['document', ['The 777s seat from 301 to 368 passengers in a three-class configuration with a range of 5,210 nautical miles (9,649 km) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer range) model.']]]",1,1
"5,656 ft3 power plant","[['document', ['Cargo total volume: 5,656 ft3 POWER PLANTS (cid:131)']]]",1,1
5000 ' smooth/flat field,"[['document', [""5000' Smooth/flat field 2.""]]]",1,1
52 o coach,"[['document', ['Passengers (Delta) o BusinessElite\\xc2\\xae: 52 o Coach: 225 (cid:131)']]]",1,1
"56,000 lb","[['document', ['56,000 lbs.']]]",1,1
60 ft,"[['document', ['Height: 60 ft 8 in (cid:131)']]]",1,1
"61,395 lbs","[['document', ['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']]]",1,1
629 pathway,"[['document', ['There are 11 of these ARINC 629 pathways in the 777.']]]",1,1
"634,000 lbs","[['document', ['Max Take Off Weight: (MTOW) 634,000 lbs (cid:131)']]]",1,1
"67,500 lbs","[['document', ['Forward Cargo Capacity: 67,500 lbs (cid:131)']]]",1,1
7 aircraft dimension,"[['document', ['Aircraft Specifications.................................................................................................7 Aircraft Dimensions................................................................................................7']]]",1,1
7 boeing 777-200er aircraft operate manual field length,"[['document', ['Korean o Pratt & Whitney PW4090, max SLS thrust: PAGE 7 Boeing 777-200ER Aircraft Operating Manual FIELD LENGTHS (cid:131)']]]",1,1
75 %,"[['document', ['Reduce throttle to 75% N . 1(cid:131)']]]",1,1
777 aircraft,"[['document', ['The PW4000 112-inch fan engine is the reliability, experience and ETOPS leader for 777 aircraft, providing the best customer value.']]]",1,1
777 long-range aircraft,"[['document', ['Air France, Japan Airlines, All Nippon, EVA, International Lease Finance, and GE Capital Aviation Services have ordered a total of 49 firm 777 longer-range aircraft.']]]",1,1
777-200er,"[['document', ['Boeing 777-200ER Aircraft Operating Manual AIRCRAFT HISTORY AND BACKGROUND', 'The PW4098, at 99,040 pounds of thrust, is available for 777-200ER and 777-300 models.', 'PAGE 4 Boeing 777-200ER Aircraft Operating Manual FLIGHT DECK', '777-200ER Range 7,730 nm Fuel Burn Rate Factor 22.0 lbs/nm Fuel Base', 'PAGE 12 Boeing 777-200ER Aircraft Operating Manual RECOMMENDED EQUIPMENT Delta Virtual Airlines provides 32-bit Windows aircraft fleet installer utilities for its aircraft, as part of its Fleet Library.']]]",5,5
777-200er aircraft operate manual aircraft,"[['document', ['PAGE 6 Boeing 777-200ER Aircraft Operating Manual AIRCRAFT SPECIFICATIONS AIRCRAFT DIMENSIONS (cid:131)']]]",1,1
777-200er aircraft operating manual pilot note,"[['document', ['PAGE 22 Boeing 777-200ER Aircraft Operating Manual PILOT NOTES AND OBSERVATIONS While the 777 is one of the most technologically advanced commercial aircraft in the world, pilots should always remember that the 777 is still a very large aircraft.']]]",1,1
777-200er aircraft operating manual third edition november 2005 table,"[['document', ['DELTA VIRTUAL AIRLINES BOEING 777-200ER AIRCRAFT OPERATING MANUAL THIRD EDITION NOVEMBER 2005 TABLE OF CONTENTS Table of Contents......................................................................................................2']]]",1,1
777-300 model,"[['document', ['The PW4098, at 99,040 pounds of thrust, is available for 777-200ER and 777-300 models.']]]",1,1
8 range,"[['document', ['7 Field Lengths.........................................................................................................8 Range...................................................................................................................9 Speeds..................................................................................................................9 Altitudes..............................................................................................................10 Fuel Consumption....................................................................................................']]]",1,1
80 knot,"[['document', ['Hit the TOGA switch to set TO thrust (should be set by 80 knots).']]]",1,1
80 knot stow,"[['document', ['At 80 knots stow thrust reversers and lower spoilers (cid:131)']]]",1,1
"81,859 lbs","[['document', ['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']]]",1,1
"84,000 lb","[['document', ['Built on the foundation of Trent 700 (which entered service in March 1995) experience, the Trent 800 was certified ahead of schedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.']]]",1,1
"86,760 pound thrust","[['document', [""The PW4084, certified at 86,760 pounds thrust, was the launch engine for Boeing's 777 super twinjet.""]]]",1,1
9 altitude,"[['document', ['7 Field Lengths.........................................................................................................8 Range...................................................................................................................9 Speeds..................................................................................................................9 Altitudes..............................................................................................................10 Fuel Consumption....................................................................................................']]]",1,1
"9,300 gallon","[['document', ['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']]]",1,1
"9,649 km","[['document', ['The 777s seat from 301 to 368 passengers in a three-class configuration with a range of 5,210 nautical miles (9,649 km) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer range) model.']]]",1,1
"90,000 lb thrust","[['document', ['Built on the foundation of Trent 700 (which entered service in March 1995) experience, the Trent 800 was certified ahead of schedule at 90,000 lb thrust, exceeding its original target of 84,000 lb.']]]",1,1
"91,790 pound","[['document', ['The PW4090, certified at 91,790 pounds of thrust, entered service on the Boeing 777-200ER airplane in March 1997.']]]",1,1
"92,000 lbs","[['document', ['Rolls Royce Trent 892, max SLS thrust: 92,000 lbs each (cid:131)']]]",1,1
"99,040 pound","[['document', ['The PW4098, at 99,040 pounds of thrust, is available for 777-200ER and 777-300 models.']]]",1,1
_,"[['document', ['Fuel ___ REL, ____ ONBOARD (cid:131)', 'Trim ___ UNITS, ZERO, ZERO (cid:131)', 'Flaps SET___ BEFORE TAKEOFF (cid:131)', 'Departure Briefing COMPLETE (cid:131) Flaps ___ (cid:131)', 'Flaps ____ AFTER LANDING (cid:131)']]]",16,16
_ unit,"[['document', ['Trim ___ UNITS, ZERO, ZERO (cid:131)']]]",1,1
"a 115,000 pound-thrust ge90 derivative engine","[['document', ['Following an extensive technical evaluation, GE Aircraft Engines was specified by The Boeing Company to develop a 115,000 pound-thrust GE90 derivative engine for all longer-range 777-200LR and -300ER derivatives.']]]",1,1
a 2000 nautical mile flight leg,"[['document', ['As an example, for a 2000 nautical mile flight leg using the 777-200, the formula would be (12,000 lbs + (2000NM * 22.0)) =']]]",1,1
a 250 kias climb,"[['document', [""First hour's fuel is calculated with a 250 KIAS climb below 10,000 feet MSL, cruise climb above 10,000 feet MSL at 2,000 feet/min to FL240, then at 1,500 feet/min to FL270, then 500-1000 feet/min to cruise altitude.""]]]",1,1
a 737 or other small aircraft,"[['document', ['For instance, pilots should not try a very short approach with very tight turns as if they were flying a 737 or other smaller aircraft.']]]",1,1
a 747f,"[['document', ['For transportability, the engine can be shipped in a 747F as a complete engine.']]]",1,1
a 767 derivative,"[['document', ['Originally, they started out with a 767 derivative called the 767-X. After initial customer feedback, this derivative design was scrapped in favor of a completely new aircraft that became the 777.']]]",1,1
a 777 pilot,"[['document', [""PAGE 23 Boeing 777-200ER Aircraft Operating Manual One of the most important attributes of a 777 pilot is knowledge of international flight rules and trans-oceanic rules given the 777's international flight schedule.""]]]",1,1
a 99 percent reliability rate,"[['document', [""Today's 777 operators enjoy a 99 percent reliability rate, which is unmatched in the industry.""]]]",1,1
a boeing flight selection model,"[['document', ['PAGE 1 Boeing 777-200ER Aircraft Operating Manual Applying schedules, time of day demands and competitive strength to a Boeing flight selection model, it is estimated that flying 777s instead of A340s would result in a revenue advantage of $18 million per airplane (10 percent net present value) for a typical airline.']]]",1,1
a boeing-patented two-way digital data bus,"[['document', ['A Boeing-patented two-way digital data bus, ARINC 629, has been adopted as a new industry standard.']]]",1,1
a capacity,"[['document', ['Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']]]",2,2
a choice,"[['document', ['The Boeing 777 is available with a choice of three major turbofan engines, from the major global manufacturers.']]]",1,1
a common engine standard,"[['document', ['Today the Trent 800 is available from 75,000 to 95,000 lb thrust with a common engine standard, the widest range of any engine in its class.']]]",1,1
a common wire path,"[['document', ['It permits airplane systems and associated computers to communicate with one another through a common wire path (a twisted pair of wires) instead of through separate one-way wire connections.']]]",1,1
a complete engine,"[['document', ['For transportability, the engine can be shipped in a 747F as a complete engine.']]]",1,1
a completely new aircraft,"[['document', ['Originally, they started out with a 767 derivative called the 767-X. After initial customer feedback, this derivative design was scrapped in favor of a completely new aircraft that became the 777.']]]",1,1
a copy,"[['document', ['These aircraft models and panels are available from the Delta Virtual Airlines Fleet Library, as well as the popular flight simulation web sites http://www.flightsim.com and http://www.avsim.com/. If you find a model or panel that you believe is superior to the ones provided in the aircraft installer, please contact us and send us a copy.']]]",1,1
"a costly, full-scale mock-up","[['document', ['Throughout the design process, the airplane was ""pre-assembled"" on the computer, eliminating the need for a costly, full-scale mock-up.']]]",1,1
a full load,"[['document', ['With a full load of fuel, the 777-200ER is capable of flying approximately 7,730 nautical miles.']]]",1,1
a ground maneuver camera system,"[['document', ['The 777-300 flight deck includes a Ground Maneuver Camera System (GMCS), designed to assist the pilot in ground maneuvering the 777-300 with camera views of the nose gear and main gear areas.']]]",1,1
a high-capacity,"[['document', ['The 777-300 is a high-capacity, stretched version of the newest twin-aisle jet.']]]",1,1
a horizontal format,"[['document', ['In response to airline preference, the layout of the 777 flight deck is in a horizontal format similar to that of other recent Boeing aircraft, such as the 757, 767 and the 747-400.']]]",1,1
a hot landing,"[['document', [""This will give the pilot more room to recover and with the 777's advanced braking capabilities, slowing after a hot landing is not as difficult as in other large aircraft such as the 767-400, 747-400 and 340-600.""]]]",1,1
a jetliner,"[['document', ['This newest member of the 777 family is ""market-driven"" to meet airline demand for a jetliner sized to replace older twin-aisle airplanes, including early versions of the 747.']]]",1,1
a landing,"[['document', ['Never try and salvage a landing out of a poor final approach.']]]",1,1
"a large, twin-engine aircraft","[['document', ['This aircraft would have the economics of a large, twin-engine aircraft combined with the range and seating capacity of large, multi-engine airliners.']]]",1,1
a long service life,"[['document', ['The new displays save space, weigh less, require less power and generate less heat, which contributes to greater reliability and a longer service life.']]]",1,1
a minimum fuel load,"[['document', ['Delta Virtual Airlines aircraft should always carry a minimum fuel load for the trip to destination, alternate and a 60 min reserve in cruise at low altitude.']]]",1,1
a minute,"[['document', ['The EGPWS displays potentially threatening terrain and gives an audible alert up to a minute in advance of possible terrain conflict, compared with 10 to 15 seconds for previous systems.']]]",1,1
a miss approach,"[['document', ['The FAA states that you must have enough fuel to reach your destination, make a missed approach, reach your alternate and hold for 30 minutes.']]]",1,1
a model,"[['document', ['These aircraft models and panels are available from the Delta Virtual Airlines Fleet Library, as well as the popular flight simulation web sites http://www.flightsim.com and http://www.avsim.com/. If you find a model or panel that you believe is superior to the ones provided in the aircraft installer, please contact us and send us a copy.']]]",1,1
a new centerline engine,"[['document', ['This derivative engine represents the successful culmination of our original strategy in the early 1990s to build a new centerline engine for the Boeing 777 aircraft family.']]]",1,1
a new industry standard,"[['document', ['A Boeing-patented two-way digital data bus, ARINC 629, has been adopted as a new industry standard.']]]",1,1
"a new, large twin-engine airliner","[['document', ['In the late 1980s, Boeing received requests for a new, larger twin-engine airliner to replace older L-1011s, DC-10s and early model 747s.']]]",1,1
a non-profit organization,"[['document', ['We are a non-profit organization catering to the Flight Simulation community.']]]",1,1
a particular chart,"[['document', ['If you need assistance finding a particular chart or have questions regarding interpretation of the charts, please contact the 777 Chief Pilot.']]]",1,1
a poor final approach,"[['document', ['Never try and salvage a landing out of a poor final approach.']]]",1,1
a positive rate,"[['document', ['At 100 ft AGL with a positive rate of climb, select the gear up.']]]",1,1
a problem,"[['document', [""However, wind shear can be a problem given the aircraft's weight.""]]]",1,1
a proprietary digital terrain map,"[['document', ['It incorporates a proprietary digital terrain map, which it continuously compares to airplane position data from the navigation system.']]]",1,1
a range,"[['document', ['The 777s seat from 301 to 368 passengers in a three-class configuration with a range of 5,210 nautical miles (9,649 km) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer range) model.', 'It has a range similar to a 747-400, but with much better economics per seat mile.']]]",2,2
"a record 122,965 lbs","[['document', [""Today, the GE90-115B is the world's most powerful jet engine sustaining a record 122,965 lbs of thrust during initial ground testing at GE's outdoor test facility near Peebles, Ohio.""]]]",1,1
a reduction,"[['document', ['This further simplifies assembly and saves weight, while increasing reliability through a reduction in the amount of wires and connectors.']]]",1,1
a reference,"[['document', ['This is a reference for the virtual flying world and is not to be used for real world aviation.']]]",1,1
a reputation,"[['document', ['The Trent 800 rapidly established a reputation-for industry leading reliability and the capability of the original design has been demonstrated by continuing thrust growth.']]]",1,1
a result,"[['document', ['This is equivalent to about $3.4 million per year per airline as a result of having an additional 15 passengers per flight.']]]",1,1
a revenue advantage,"[['document', ['PAGE 1 Boeing 777-200ER Aircraft Operating Manual Applying schedules, time of day demands and competitive strength to a Boeing flight selection model, it is estimated that flying 777s instead of A340s would result in a revenue advantage of $18 million per airplane (10 percent net present value) for a typical airline.']]]",1,1
a safe operation,"[['document', ['For the crews, this means that the company can schedule pilots together that have never flown together before and still maintain a safe operation.']]]",1,1
a safety factor,"[['document', [""In any circumstance where company procedure conflicts with manufacturer's recommended operation, company procedure will take precedence unless a safety factor is involved.""]]]",1,1
a similar fashion company,"[['document', ['By flying using PAGE 13 Boeing 777-200ER Aircraft Operating Manual these procedures pilots will be able to make better use of the manual and also operate the aircraft in a similar fashion company wide.']]]",1,1
a three-class configuration,"[['document', ['The 777s seat from 301 to 368 passengers in a three-class configuration with a range of 5,210 nautical miles (9,649 km) in the 777-200 to 8,810 nautical miles (16,316 km) for the 777-200LR (longer range) model.']]]",1,1
a three-way split format,"[['document', ['The images are displayed at the Multi-Functional Display positions in the flight deck in a three-way split format.']]]",1,1
a total,"[['document', ['Air France, Japan Airlines, All Nippon, EVA, International Lease Finance, and GE Capital Aviation Services have ordered a total of 49 firm 777 longer-range aircraft.', 'Both side tanks have a capacity of 61,395 lbs of fuel (9,300 gallons), while the center fuel tank has a capacity of 81,859 lbs of fuel (12,400 gallons) for a total of approximately 204,649 lbs or 31,000 gallons.']]]",2,2
a trend,"[['document', ['The oil crisis of 1973 accelerated a trend that began with the Boeing 747 - a trend towards larger, more economical airliners.']]]",2,2
a trent-powered boeing,"[['document', ['Its three-shaft configuration and second-generation hollow titanium wide-chord fan technology also mean that a Trent-powered Boeing 777 weighs up to 8,000 lb less than competitor-powered versions.']]]",1,1
a twisted pair,"[['document', ['It permits airplane systems and associated computers to communicate with one another through a common wire path (a twisted pair of wires) instead of through separate one-way wire connections.']]]",1,1
a typical airline,"[['document', ['PAGE 1 Boeing 777-200ER Aircraft Operating Manual Applying schedules, time of day demands and competitive strength to a Boeing flight selection model, it is estimated that flying 777s instead of A340s would result in a revenue advantage of $18 million per airplane (10 percent net present value) for a typical airline.']]]",1,1
